LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,GY
1759437229.403061,164696.000,23945,3,GY,1,100,-0.916
1759437229.443063,164736.000,23945,3,GY,1,100,-0.977
1759437229.483066,164776.000,23961,2,GY,1,100,-0.214
1759437229.523068,164816.000,23961,2,GY,1,100,-0.824
1759437229.563070,164856.000,23978,3,GY,1,100,-0.763
1759437229.603072,164896.000,23978,3,GY,1,100,0.061
1759437229.643075,164936.000,23978,3,GY,1,100,-0.977
1759437229.683077,164976.000,23994,2,GY,1,100,-0.610
1759437229.723079,165016.000,23994,2,GY,1,100,0.061
1759437229.763082,165056.000,24011,3,GY,1,100,-1.190
1759437229.803084,165096.000,24011,3,GY,1,100,-0.488
1759437229.843086,165136.000,24011,3,GY,1,100,-0.458
1759437229.883088,165176.000,24027,2,GY,1,100,-0.580
1759437229.923091,165216.000,24027,2,GY,1,100,-0.763
1759437229.967427,165260.333,24043,3,GY,1,100,-0.885
1759437230.011762,165304.667,24043,3,GY,1,100,-0.549
1759437230.056098,165349.000,24043,3,GY,1,100,-0.549
1759437230.096101,165389.000,24059,2,GY,1,100,-0.824
1759437230.136103,165429.000,24059,2,GY,1,100,-0.305
1759437230.176105,165469.000,24073,3,GY,1,100,0.061
1759437230.216107,165509.000,24073,3,GY,1,100,-1.160
1759437230.256110,165549.000,24073,3,GY,1,100,-1.099
1759437230.296112,165589.000,24090,2,GY,1,100,-0.092
1759437230.336114,165629.000,24090,2,GY,1,100,-0.397
1759437230.376117,165669.000,24105,3,GY,1,100,-0.793
1759437230.416119,165709.000,24105,3,GY,1,100,-0.305
1759437230.456121,165749.000,24105,3,GY,1,100,-0.763
1759437230.496623,165789.500,24121,2,GY,1,100,-0.671
1759437230.537126,165830.000,24121,2,GY,1,100,-0.519
1759437230.577128,165870.000,24137,3,GY,1,100,-0.702
1759437230.617130,165910.000,24137,3,GY,1,100,-0.854
1759437230.657132,165950.000,24137,3,GY,1,100,-0.580
1759437230.696885,165989.750,24157,4,GY,1,100,-1.129
1759437230.736637,166029.500,24157,4,GY,1,100,-0.549
1759437230.776389,166069.250,24157,4,GY,1,100,-0.549
1759437230.816141,166109.000,24157,4,GY,1,100,-1.282
1759437230.856144,166149.000,24171,3,GY,1,100,-0.580
1759437230.896146,166189.000,24171,3,GY,1,100,-0.763
1759437230.936148,166229.000,24171,3,GY,1,100,-0.671
1759437230.976650,166269.500,24188,2,GY,1,100,-0.488
1759437231.017153,166310.000,24188,2,GY,1,100,-0.427
1759437231.056655,166349.500,24203,2,GY,1,100,-1.068
1759437231.096157,166389.000,24203,2,GY,1,100,-0.763
1759437231.140493,166433.333,24219,3,GY,1,100,-0.824
1759437231.184829,166477.667,24219,3,GY,1,100,-1.007
1759437231.229165,166522.000,24219,3,GY,1,100,-0.580
1759437231.269167,166562.000,24233,3,GY,1,100,-0.519
1759437231.309169,166602.000,24233,3,GY,1,100,-1.251
1759437231.349172,166642.000,24233,3,GY,1,100,-0.763
1759437231.389174,166682.000,24250,2,GY,1,100,-0.824
1759437231.429176,166722.000,24250,2,GY,1,100,-1.038
1759437231.469178,166762.000,24265,3,GY,1,100,-0.916
1759437231.509181,166802.000,24265,3,GY,1,100,-0.854
1759437231.549183,166842.000,24265,3,GY,1,100,-1.038
1759437231.589185,166882.000,24281,2,GY,1,100,-1.160
1759437231.629188,166922.000,24281,2,GY,1,100,-1.129
1759437231.669190,166962.000,24297,3,GY,1,100,-1.282
1759437231.709192,167002.000,24297,3,GY,1,100,-1.282
1759437231.749194,167042.000,24297,3,GY,1,100,-0.946
1759437231.789197,167082.000,24314,2,GY,1,100,-0.305
1759437231.829199,167122.000,24314,2,GY,1,100,-0.763
1759437231.869201,167162.000,24329,3,GY,1,100,-0.885
1759437231.909204,167202.000,24329,3,GY,1,100,-1.160
1759437231.949206,167242.000,24329,3,GY,1,100,-0.854
1759437231.989208,167282.000,24348,2,GY,1,100,-1.129
1759437232.029210,167322.000,24348,2,GY,1,100,-1.343
1759437232.069212,167362.000,24363,3,GY,1,100,-1.068
1759437232.109215,167402.000,24363,3,GY,1,100,-0.427
1759437232.149217,167442.000,24363,3,GY,1,100,-1.373
1759437232.195720,167488.500,24378,2,GY,1,100,-0.519
1759437232.242222,167535.000,24378,2,GY,1,100,-0.580
1759437232.282225,167575.000,24394,3,GY,1,100,-0.977
1759437232.322227,167615.000,24394,3,GY,1,100,-0.397
1759437232.362229,167655.000,24394,3,GY,1,100,-0.793
1759437232.402231,167695.000,24410,2,GY,1,100,-0.244
1759437232.442234,167735.000,24410,2,GY,1,100,-0.458
1759437232.482236,167775.000,24425,3,GY,1,100,-0.977
1759437232.522238,167815.000,24425,3,GY,1,100,-0.488
1759437232.562241,167855.000,24425,3,GY,1,100,-0.183
1759437232.602243,167895.000,24440,2,GY,1,100,-0.519
1759437232.642245,167935.000,24440,2,GY,1,100,-0.092
1759437232.682247,167975.000,24456,3,GY,1,100,-1.038
1759437232.722250,168015.000,24456,3,GY,1,100,-0.336
1759437232.762252,168055.000,24456,3,GY,1,100,-0.793
1759437232.802254,168095.000,24472,2,GY,1,100,-0.580
1759437232.842257,168135.000,24472,2,GY,1,100,-0.580
1759437232.882259,168175.000,24489,3,GY,1,100,-0.458
1759437232.922261,168215.000,24489,3,GY,1,100,-0.214
1759437232.962263,168255.000,24489,3,GY,1,100,-0.977
1759437233.002265,168295.000,24505,2,GY,1,100,-0.732
1759437233.042268,168335.000,24505,2,GY,1,100,-0.336
1759437233.082270,168375.000,24522,3,GY,1,100,-1.190
1759437233.122272,168415.000,24522,3,GY,1,100,-0.397
1759437233.162275,168455.000,24522,3,GY,1,100,-0.519
1759437233.202277,168495.000,24538,2,GY,1,100,-1.068
1759437233.242279,168535.000,24538,2,GY,1,100,-0.519
1759437233.286948,168579.667,24554,3,GY,1,100,-0.702
1759437233.331618,168624.333,24554,3,GY,1,100,-0.610
1759437233.376287,168669.000,24554,3,GY,1,100,-0.488
1759437233.416289,168709.000,24569,2,GY,1,100,-0.183
1759437233.456291,168749.000,24569,2,GY,1,100,-1.190
1759437233.496294,168789.000,24584,3,GY,1,100,-0.854
1759437233.536296,168829.000,24584,3,GY,1,100,-0.336
1759437233.576298,168869.000,24584,3,GY,1,100,-1.007
1759437233.616300,168909.000,24600,2,GY,1,100,-1.068
1759437233.656303,168949.000,24600,2,GY,1,100,-0.366
1759437233.696305,168989.000,24618,3,GY,1,100,-0.854
1759437233.736307,169029.000,24618,3,GY,1,100,-0.946
1759437233.776309,169069.000,24618,3,GY,1,100,-0.244
1759437233.816312,169109.000,24634,2,GY,1,100,-1.129
1759437233.856314,169149.000,24634,2,GY,1,100,-0.854
1759437233.896316,169189.000,24650,3,GY,1,100,-0.427
1759437233.936319,169229.000,24650,3,GY,1,100,-0.977
1759437233.976321,169269.000,24650,3,GY,1,100,-0.336
1759437234.016323,169309.000,24667,2,GY,1,100,-0.061
1759437234.056325,169349.000,24667,2,GY,1,100,0.122
1759437234.096328,169389.000,24682,3,GY,1,100,1.801
1759437234.136330,169429.000,24682,3,GY,1,100,2.136
1759437234.176332,169469.000,24682,3,GY,1,100,2.411
1759437234.215834,169508.500,24700,2,GY,1,100,1.434
1759437234.255337,169548.000,24700,2,GY,1,100,0.458
1759437234.295339,169588.000,24715,3,GY,1,100,0.336
1759437234.335341,169628.000,24715,3,GY,1,100,-0.549
1759437234.375344,169668.000,24715,3,GY,1,100,0.031
1759437234.415346,169708.000,24731,2,GY,1,100,0.397
1759437234.455348,169748.000,24731,2,GY,1,100,-0.122
1759437234.500017,169792.667,24746,3,GY,1,100,-0.305
1759437234.544687,169837.333,24746,3,GY,1,100,-0.305
1759437234.589356,169882.000,24746,3,GY,1,100,-0.763
1759437234.629858,169922.500,24765,2,GY,1,100,-0.641
1759437234.670360,169963.000,24765,2,GY,1,100,-0.275
1759437234.710029,170002.667,24779,3,GY,1,100,-0.641
1759437234.749698,170042.333,24779,3,GY,1,100,-0.671
1759437234.789367,170082.000,24779,3,GY,1,100,-0.549
1759437234.829369,170122.000,24795,2,GY,1,100,-0.610
1759437234.869372,170162.000,24795,2,GY,1,100,-0.153
1759437234.909374,170202.000,24810,3,GY,1,100,-0.641
1759437234.949376,170242.000,24810,3,GY,1,100,-0.763
1759437234.989378,170282.000,24810,3,GY,1,100,-1.099
1759437235.029381,170322.000,24829,2,GY,1,100,-1.068
1759437235.069383,170362.000,24829,2,GY,1,100,-1.068
1759437235.109385,170402.000,24843,3,GY,1,100,-1.343
1759437235.149387,170442.000,24843,3,GY,1,100,-0.702
1759437235.189390,170482.000,24843,3,GY,1,100,-0.671
1759437235.229392,170522.000,24859,3,GY,1,100,-0.763
1759437235.269394,170562.000,24859,3,GY,1,100,-0.641
1759437235.309397,170602.000,24859,3,GY,1,100,-0.580
1759437235.349399,170642.000,24875,2,GY,1,100,-0.977
1759437235.389401,170682.000,24875,2,GY,1,100,-0.610
1759437235.429403,170722.000,24891,3,GY,1,100,-0.641
1759437235.469406,170762.000,24891,3,GY,1,100,-0.763
1759437235.509408,170802.000,24891,3,GY,1,100,-0.641
1759437235.549410,170842.000,24905,2,GY,1,100,-0.305
1759437235.589412,170882.000,24905,2,GY,1,100,-0.244
1759437235.636415,170929.000,24926,2,GY,1,100,-0.519
1759437235.683418,170976.000,24926,2,GY,1,100,-0.305
1759437235.723420,171016.000,24941,3,GY,1,100,-0.244
1759437235.763422,171056.000,24941,3,GY,1,100,-0.458
1759437235.803425,171096.000,24941,3,GY,1,100,-0.793
1759437235.843427,171136.000,24962,2,GY,1,100,-0.336
1759437235.883429,171176.000,24962,2,GY,1,100,-0.153
1759437235.923431,171216.000,24976,3,GY,1,100,-0.275
1759437235.963434,171256.000,24976,3,GY,1,100,-0.458
1759437236.003436,171296.000,24976,3,GY,1,100,-0.336
1759437236.043438,171336.000,24993,2,GY,1,100,-0.397
1759437236.083441,171376.000,24993,2,GY,1,100,-0.519
1759437236.123443,171416.000,25008,3,GY,1,100,-0.214
1759437236.163445,171456.000,25008,3,GY,1,100,-0.641
1759437236.203447,171496.000,25008,3,GY,1,100,-0.610
1759437236.243450,171536.000,25026,2,GY,1,100,-0.366
1759437236.283452,171576.000,25026,2,GY,1,100,-0.153
1759437236.323454,171616.000,25042,3,GY,1,100,-0.122
1759437236.363456,171656.000,25042,3,GY,1,100,-0.854
1759437236.403459,171696.000,25042,3,GY,1,100,-0.427
1759437236.443461,171736.000,25059,3,GY,1,100,-0.427
1759437236.483463,171776.000,25059,3,GY,1,100,-1.068
1759437236.523465,171816.000,25059,3,GY,1,100,-0.458
1759437236.563468,171856.000,25074,2,GY,1,100,-0.183
1759437236.603470,171896.000,25074,2,GY,1,100,-0.549
1759437236.643472,171936.000,25091,3,GY,1,100,-0.610
1759437236.683475,171976.000,25091,3,GY,1,100,-0.549
1759437236.723477,172016.000,25091,3,GY,1,100,-0.580
1759437236.769979,172062.500,25108,2,GY,1,100,-0.763
1759437236.816482,172109.000,25108,2,GY,1,100,-0.336
1759437236.856484,172149.000,25123,2,GY,1,100,-0.671
1759437236.896487,172189.000,25123,2,GY,1,100,-0.916
1759437236.936489,172229.000,25141,3,GY,1,100,-0.336
1759437236.976491,172269.000,25141,3,GY,1,100,-0.580
1759437237.016494,172309.000,25141,3,GY,1,100,-0.153
1759437237.056496,172349.000,25157,2,GY,1,100,-0.061
1759437237.096498,172389.000,25157,2,GY,1,100,-0.885
1759437237.136500,172429.000,25172,3,GY,1,100,-0.702
1759437237.176502,172469.000,25172,3,GY,1,100,-0.793
1759437237.216505,172509.000,25172,3,GY,1,100,-0.732
1759437237.256507,172549.000,25187,3,GY,1,100,-0.183
1759437237.296509,172589.000,25187,3,GY,1,100,-0.610
1759437237.336512,172629.000,25187,3,GY,1,100,-0.946
1759437237.376514,172669.000,25205,2,GY,1,100,-0.336
1759437237.416516,172709.000,25205,2,GY,1,100,-0.916
1759437237.456518,172749.000,25221,3,GY,1,100,-0.946
1759437237.496521,172789.000,25221,3,GY,1,100,-0.549
1759437237.536523,172829.000,25221,3,GY,1,100,-0.824
1759437237.576525,172869.000,25236,2,GY,1,100,-0.610
1759437237.616528,172909.000,25236,2,GY,1,100,-0.732
1759437237.656530,172949.000,25252,3,GY,1,100,-0.946
1759437237.696532,172989.000,25252,3,GY,1,100,-0.397
1759437237.736534,173029.000,25252,3,GY,1,100,-0.397
1759437237.776537,173069.000,25269,2,GY,1,100,-1.068
1759437237.816539,173109.000,25269,2,GY,1,100,-1.190
1759437237.856541,173149.000,25285,3,GY,1,100,-1.038
1759437237.896544,173189.000,25285,3,GY,1,100,-0.916
1759437237.936546,173229.000,25285,3,GY,1,100,-1.129
1759437237.982548,173275.000,25301,2,GY,1,100,-0.641
1759437238.028551,173321.000,25301,2,GY,1,100,-0.641
1759437238.068553,173361.000,25316,3,GY,1,100,-1.190
1759437238.108556,173401.000,25316,3,GY,1,100,-0.977
1759437238.148558,173441.000,25316,3,GY,1,100,-0.977
1759437238.188560,173481.000,25331,2,GY,1,100,-1.160
1759437238.228562,173521.000,25331,2,GY,1,100,-1.007
1759437238.268564,173561.000,25349,3,GY,1,100,-1.007
1759437238.308567,173601.000,25349,3,GY,1,100,-1.007
1759437238.348569,173641.000,25349,3,GY,1,100,-1.221
1759437238.388572,173681.000,25367,2,GY,1,100,-1.129
1759437238.428574,173721.000,25367,2,GY,1,100,-0.763
1759437238.468576,173761.000,25383,3,GY,1,100,-1.099
1759437238.508578,173801.000,25383,3,GY,1,100,-0.488
1759437238.548580,173841.000,25383,3,GY,1,100,-0.916
1759437238.588583,173881.000,25397,2,GY,1,100,-1.648
1759437238.628585,173921.000,25397,2,GY,1,100,-0.488
1759437238.668587,173961.000,25414,3,GY,1,100,-1.160
1759437238.708590,174001.000,25414,3,GY,1,100,-1.221
1759437238.748592,174041.000,25414,3,GY,1,100,-0.488
1759437238.788594,174081.000,25431,2,GY,1,100,-1.373
1759437238.828596,174121.000,25431,2,GY,1,100,-1.099
1759437238.868932,174161.333,25447,3,GY,1,100,0.031
1759437238.909268,174201.667,25447,3,GY,1,100,-0.519
1759437238.949603,174242.000,25447,3,GY,1,100,-0.671
1759437238.989605,174282.000,25464,2,GY,1,100,-0.641
1759437239.029608,174322.000,25464,2,GY,1,100,-0.305
1759437239.073944,174366.333,25482,3,GY,1,100,-0.702
1759437239.118279,174410.667,25482,3,GY,1,100,-0.427
1759437239.162615,174455.000,25482,3,GY,1,100,-0.031
1759437239.202618,174495.000,25497,2,GY,1,100,-0.488
1759437239.242620,174535.000,25497,2,GY,1,100,0.092
1759437239.282622,174575.000,25514,3,GY,1,100,-0.458
1759437239.322624,174615.000,25514,3,GY,1,100,-0.580
1759437239.362627,174655.000,25514,3,GY,1,100,-0.305
1759437239.402629,174695.000,25528,2,GY,1,100,-0.885
1759437239.442631,174735.000,25528,2,GY,1,100,-0.732
1759437239.482634,174775.000,25544,3,GY,1,100,0.244
1759437239.522636,174815.000,25544,3,GY,1,100,-0.763
1759437239.562638,174855.000,25544,3,GY,1,100,-0.702
1759437239.602640,174895.000,25559,2,GY,1,100,0.092
1759437239.642642,174935.000,25559,2,GY,1,100,-0.763
1759437239.682645,174975.000,25578,3,GY,1,100,-0.580
1759437239.722647,175015.000,25578,3,GY,1,100,-0.214
1759437239.762649,175055.000,25578,3,GY,1,100,-0.641
1759437239.802652,175095.000,25592,2,GY,1,100,-0.732
1759437239.842654,175135.000,25592,2,GY,1,100,-0.549
1759437239.882656,175175.000,25608,3,GY,1,100,-0.793
1759437239.922658,175215.000,25608,3,GY,1,100,-0.702
1759437239.962661,175255.000,25608,3,GY,1,100,-0.061
1759437240.002663,175295.000,25625,2,GY,1,100,-0.488
1759437240.042665,175335.000,25625,2,GY,1,100,-1.038
1759437240.082668,175375.000,25643,3,GY,1,100,-0.458
1759437240.122670,175415.000,25643,3,GY,1,100,-0.702
1759437240.162672,175455.000,25643,3,GY,1,100,-0.702
1759437240.209175,175501.500,25657,2,GY,1,100,-0.366
1759437240.255677,175548.000,25657,2,GY,1,100,-0.397
1759437240.295680,175588.000,25674,3,GY,1,100,-0.824
1759437240.335682,175628.000,25674,3,GY,1,100,-0.580
