LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,T1
1759437245.753990,181046.000,26511,1,T1,1,100,33.697
1759437245.887997,181180.000,26543,1,T1,1,100,33.763
1759437246.021005,181313.000,26560,1,T1,1,100,33.685
1759437246.154012,181446.000,26577,1,T1,1,100,33.757
1759437246.288020,181580.000,26608,1,T1,1,100,33.789
1759437246.421027,181713.000,26624,1,T1,1,100,33.660
1759437246.554035,181846.000,26641,1,T1,1,100,33.676
1759437246.688043,181980.000,26657,1,T1,1,100,33.718
1759437246.821050,182113.000,26690,1,T1,1,100,33.665
1759437246.954058,182246.000,26707,1,T1,1,100,33.642
1759437247.088065,182380.000,26726,1,T1,1,100,33.739
1759437247.221073,182513.000,26758,1,T1,1,100,33.674
1759437247.354080,182646.000,26774,1,T1,1,100,33.717
1759437247.488088,182780.000,26790,1,T1,1,100,33.700
1759437247.621096,182913.000,26821,1,T1,1,100,33.729
1759437247.754103,183046.000,26836,1,T1,1,100,33.705
1759437247.888111,183180.000,26854,1,T1,1,100,33.731
1759437248.021118,183313.000,26887,1,T1,1,100,33.706
1759437248.154126,183446.000,26902,1,T1,1,100,33.554
1759437248.288134,183580.000,26920,1,T1,1,100,33.665
1759437248.421141,183713.000,26953,1,T1,1,100,33.713
1759437248.554149,183846.000,26968,1,T1,1,100,33.699
1759437248.688156,183980.000,26985,1,T1,1,100,33.799
1759437248.821164,184113.000,27017,1,T1,1,100,33.807
1759437248.954171,184246.000,27032,1,T1,1,100,33.774
1759437249.087179,184379.000,27051,1,T1,1,100,33.761
1759437249.221186,184513.000,27083,1,T1,1,100,33.790
1759437249.354194,184646.000,27099,1,T1,1,100,33.732
1759437249.487202,184779.000,27115,1,T1,1,100,33.742
1759437249.621209,184913.000,27132,1,T1,1,100,33.782
1759437249.754217,185046.000,27165,1,T1,1,100,33.764
1759437249.887224,185179.000,27181,1,T1,1,100,33.685
1759437250.021232,185313.000,27197,1,T1,1,100,33.757
1759437250.154239,185446.000,27229,1,T1,1,100,33.682
1759437250.287247,185579.000,27245,1,T1,1,100,33.650
1759437250.421255,185713.000,27263,1,T1,1,100,33.636
1759437250.554262,185846.000,27295,1,T1,1,100,33.701
1759437250.687270,185979.000,27312,1,T1,1,100,33.764
1759437250.821277,186113.000,27329,1,T1,1,100,33.756
1759437250.954285,186246.000,27362,1,T1,1,100,33.753
1759437251.087292,186379.000,27378,1,T1,1,100,33.680
1759437251.221300,186513.000,27395,1,T1,1,100,33.649
1759437251.354308,186646.000,27426,1,T1,1,100,33.671
1759437251.487315,186779.000,27444,1,T1,1,100,33.751
1759437251.621323,186913.000,27459,1,T1,1,100,33.786
1759437251.754330,187046.000,27476,1,T1,1,100,33.766
1759437251.887338,187179.000,27508,1,T1,1,100,33.757
1759437252.021345,187313.000,27524,1,T1,1,100,33.647
1759437252.154353,187446.000,27542,1,T1,1,100,33.812
1759437252.287361,187579.000,27573,1,T1,1,100,33.741
1759437252.420368,187712.000,27590,1,T1,1,100,33.746
1759437252.554376,187846.000,27608,1,T1,1,100,33.819
1759437252.687383,187979.000,27639,1,T1,1,100,33.780
1759437252.820391,188112.000,27656,1,T1,1,100,33.728
1759437252.954398,188246.000,27672,1,T1,1,100,33.705
1759437253.087406,188379.000,27705,1,T1,1,100,33.660
1759437253.220414,188512.000,27722,1,T1,1,100,33.675
1759437253.354421,188646.000,27739,1,T1,1,100,33.718
1759437253.487429,188779.000,27769,1,T1,1,100,33.771
1759437253.620436,188912.000,27784,1,T1,1,100,33.688
1759437253.754444,189046.000,27801,1,T1,1,100,33.759
1759437253.887451,189179.000,27816,1,T1,1,100,33.718
1759437254.020459,189312.000,27849,1,T1,1,100,33.772
1759437254.154467,189446.000,27867,1,T1,1,100,33.795
1759437254.287474,189579.000,27882,1,T1,1,100,33.699
1759437254.420482,189712.000,27913,1,T1,1,100,33.763
1759437254.554489,189846.000,27929,1,T1,1,100,33.720
1759437254.687497,189979.000,27945,1,T1,1,100,33.773
1759437254.820504,190112.000,27977,1,T1,1,100,33.760
1759437254.954512,190246.000,27993,1,T1,1,100,33.683
1759437255.087520,190379.000,28009,1,T1,1,100,33.828
1759437255.220527,190512.000,28041,1,T1,1,100,33.925
1759437255.354535,190646.000,28058,1,T1,1,100,33.755
1759437255.487542,190779.000,28073,1,T1,1,100,33.894
1759437255.620550,190912.000,28104,1,T1,1,100,33.883
1759437255.753557,191045.000,28122,1,T1,1,100,33.772
1759437255.887565,191179.000,28137,1,T1,1,100,33.795
1759437256.020573,191312.000,28170,1,T1,1,100,33.876
1759437256.153580,191445.000,28186,1,T1,1,100,33.946
1759437256.287588,191579.000,28201,1,T1,1,100,33.870
1759437256.420595,191712.000,28218,1,T1,1,100,33.873
1759437256.553603,191845.000,28250,1,T1,1,100,33.839
1759437256.687610,191979.000,28268,1,T1,1,100,33.753
1759437256.820618,192112.000,28286,1,T1,1,100,33.822
1759437256.953626,192245.000,28319,1,T1,1,100,33.817
1759437257.087633,192379.000,28334,1,T1,1,100,33.708
1759437257.220641,192512.000,28350,1,T1,1,100,33.767
1759437257.353648,192645.000,28383,1,T1,1,100,33.899
1759437257.487656,192779.000,28400,1,T1,1,100,33.779
1759437257.620663,192912.000,28418,1,T1,1,100,33.727
1759437257.753671,193045.000,28449,1,T1,1,100,33.740
1759437257.887679,193179.000,28464,1,T1,1,100,33.746
1759437258.020686,193312.000,28481,1,T1,1,100,33.677
1759437258.154194,193445.500,28516,2,T1,1,100,33.825
1759437258.287701,193579.000,28516,2,T1,1,100,33.853
1759437258.420709,193712.000,28547,1,T1,1,100,33.795
1759437258.553716,193845.000,28563,1,T1,1,100,33.769
1759437258.687724,193979.000,28579,1,T1,1,100,33.758
1759437258.820732,194112.000,28609,1,T1,1,100,33.754
1759437258.953739,194245.000,28625,1,T1,1,100,33.716
1759437259.086747,194378.000,28643,1,T1,1,100,33.771
1759437259.220754,194512.000,28673,1,T1,1,100,33.794
1759437259.353762,194645.000,28690,1,T1,1,100,33.805
1759437259.486769,194778.000,28705,1,T1,1,100,33.880
1759437259.620777,194912.000,28738,1,T1,1,100,33.842
1759437259.753785,195045.000,28754,1,T1,1,100,33.825
1759437259.886792,195178.000,28771,1,T1,1,100,33.889
1759437260.020800,195312.000,28787,1,T1,1,100,33.846
1759437260.153807,195445.000,28820,1,T1,1,100,33.791
1759437260.286815,195578.000,28835,1,T1,1,100,33.768
1759437260.420822,195712.000,28852,1,T1,1,100,33.793
1759437260.553830,195845.000,28884,1,T1,1,100,33.698
1759437260.686837,195978.000,28900,1,T1,1,100,33.763
1759437260.820845,196112.000,28918,1,T1,1,100,33.862
1759437260.953853,196245.000,28949,1,T1,1,100,33.728
1759437261.086860,196378.000,28964,1,T1,1,100,33.811
1759437261.220868,196512.000,28982,1,T1,1,100,33.812
1759437261.353875,196645.000,29015,1,T1,1,100,33.777
1759437261.486883,196778.000,29030,1,T1,1,100,33.903
1759437261.620891,196912.000,29046,1,T1,1,100,33.887
1759437261.753898,197045.000,29079,1,T1,1,100,33.774
1759437261.886906,197178.000,29094,1,T1,1,100,33.760
1759437262.020913,197312.000,29111,1,T1,1,100,33.790
1759437262.153921,197445.000,29128,1,T1,1,100,33.803
1759437262.286928,197578.000,29162,1,T1,1,100,33.773
1759437262.419936,197711.000,29179,1,T1,1,100,33.795
1759437262.553944,197845.000,29196,1,T1,1,100,33.841
1759437262.686951,197978.000,29227,1,T1,1,100,33.789
1759437262.819959,198111.000,29245,1,T1,1,100,33.873
1759437262.953966,198245.000,29260,1,T1,1,100,33.910
1759437263.086974,198378.000,29293,1,T1,1,100,33.784
1759437263.219981,198511.000,29309,1,T1,1,100,33.906
1759437263.353989,198645.000,29330,1,T1,1,100,33.995
1759437263.486997,198778.000,29360,1,T1,1,100,33.856
1759437263.620004,198911.000,29376,1,T1,1,100,33.831
1759437263.754012,199045.000,29394,1,T1,1,100,33.856
1759437263.887019,199178.000,29426,1,T1,1,100,33.760
1759437264.020027,199311.000,29443,1,T1,1,100,33.932
1759437264.154034,199445.000,29460,1,T1,1,100,33.935
1759437264.287042,199578.000,29476,1,T1,1,100,33.866
1759437264.420049,199711.000,29507,1,T1,1,100,33.871
1759437264.554057,199845.000,29522,1,T1,1,100,33.944
1759437264.687065,199978.000,29538,1,T1,1,100,33.869
1759437264.820072,200111.000,29575,1,T1,1,100,33.837
1759437264.954080,200245.000,29590,1,T1,1,100,33.823
1759437265.087087,200378.000,29609,1,T1,1,100,33.888
1759437265.220095,200511.000,29639,1,T1,1,100,33.845
1759437265.354103,200645.000,29655,1,T1,1,100,33.898
1759437265.487110,200778.000,29671,1,T1,1,100,33.991
1759437265.620118,200911.000,29704,1,T1,1,100,33.819
1759437265.753125,201044.000,29721,1,T1,1,100,33.886
1759437265.887133,201178.000,29737,1,T1,1,100,33.915
1759437266.020140,201311.000,29768,1,T1,1,100,33.892
1759437266.154148,201445.000,29783,1,T1,1,100,33.918
1759437266.287156,201578.000,29801,1,T1,1,100,34.000
1759437266.420163,201711.000,29836,1,T1,1,100,33.929
1759437266.553171,201844.000,29851,1,T1,1,100,33.898
1759437266.687178,201978.000,29868,1,T1,1,100,33.921
1759437266.820186,202111.000,29885,1,T1,1,100,33.895
1759437266.953193,202244.000,29918,1,T1,1,100,33.848
1759437267.087201,202378.000,29936,1,T1,1,100,33.792
1759437267.220209,202511.000,29951,1,T1,1,100,33.910
1759437267.353216,202644.000,29984,1,T1,1,100,33.819
1759437267.487224,202778.000,30000,1,T1,1,100,33.851
1759437267.620231,202911.000,30015,1,T1,1,100,33.900
1759437267.753239,203044.000,30046,1,T1,1,100,33.850
1759437267.887246,203178.000,30062,1,T1,1,100,33.864
1759437268.020254,203311.000,30080,1,T1,1,100,33.870
1759437268.153261,203444.000,30112,1,T1,1,100,33.908
1759437268.287269,203578.000,30128,1,T1,1,100,33.854
1759437268.420277,203711.000,30149,1,T1,1,100,33.901
1759437268.553284,203844.000,30179,1,T1,1,100,33.957
1759437268.687292,203978.000,30200,1,T1,1,100,33.946
1759437268.820299,204111.000,30215,1,T1,1,100,34.048
1759437268.953307,204244.000,30231,1,T1,1,100,34.021
1759437269.086314,204377.000,30262,1,T1,1,100,33.903
1759437269.220322,204511.000,30277,1,T1,1,100,33.851
1759437269.353330,204644.000,30296,1,T1,1,100,33.865
1759437269.486337,204777.000,30328,1,T1,1,100,33.764
1759437269.620345,204911.000,30344,1,T1,1,100,33.827
1759437269.753352,205044.000,30363,1,T1,1,100,33.819
1759437269.886360,205177.000,30393,1,T1,1,100,33.815
1759437270.020368,205311.000,30409,1,T1,1,100,33.885
1759437270.153375,205444.000,30429,1,T1,1,100,33.915
1759437270.286383,205577.000,30462,1,T1,1,100,33.857
1759437270.420390,205711.000,30477,1,T1,1,100,33.903
1759437270.553398,205844.000,30493,1,T1,1,100,33.922
1759437270.686405,205977.000,30524,1,T1,1,100,33.931
1759437270.820413,206111.000,30539,1,T1,1,100,33.864
1759437270.953420,206244.000,30557,1,T1,1,100,33.977
1759437271.086428,206377.000,30573,1,T1,1,100,34.025
1759437271.220436,206511.000,30603,1,T1,1,100,33.905
1759437271.353443,206644.000,30620,1,T1,1,100,33.959
1759437271.486451,206777.000,30637,1,T1,1,100,33.911
1759437271.620458,206911.000,30668,1,T1,1,100,33.855
1759437271.753466,207044.000,30688,1,T1,1,100,34.008
1759437271.886473,207177.000,30703,1,T1,1,100,33.968
1759437272.020481,207311.000,30734,1,T1,1,100,33.844
1759437272.153489,207444.000,30752,1,T1,1,100,33.968
1759437272.286496,207577.000,30767,1,T1,1,100,34.022
1759437272.419504,207710.000,30798,1,T1,1,100,34.009
1759437272.553511,207844.000,30816,1,T1,1,100,34.004
1759437272.686519,207977.000,30832,1,T1,1,100,33.931
1759437272.819526,208110.000,30862,1,T1,1,100,34.041
1759437272.953534,208244.000,30878,1,T1,1,100,33.876
1759437273.086542,208377.000,30896,1,T1,1,100,33.946
1759437273.220549,208511.000,30928,1,T1,1,100,33.835
1759437273.353557,208644.000,30945,1,T1,1,100,33.858
1759437273.486564,208777.000,30960,1,T1,1,100,33.938
1759437273.619572,208910.000,30978,1,T1,1,100,33.938
1759437273.753580,209044.000,31011,1,T1,1,100,33.831
1759437273.886587,209177.000,31026,1,T1,1,100,33.821
1759437274.019595,209310.000,31043,1,T1,1,100,33.851
1759437274.153602,209444.000,31073,1,T1,1,100,33.865
1759437274.286610,209577.000,31088,1,T1,1,100,33.871
1759437274.419617,209710.000,31105,1,T1,1,100,33.838
1759437274.553625,209844.000,31139,1,T1,1,100,33.859
1759437274.686632,209977.000,31155,1,T1,1,100,33.868
1759437274.819640,210110.000,31173,1,T1,1,100,33.907
1759437274.953648,210244.000,31204,1,T1,1,100,33.960
1759437275.086655,210377.000,31219,1,T1,1,100,33.912
1759437275.219663,210510.000,31237,1,T1,1,100,33.997
1759437275.353670,210644.000,31268,1,T1,1,100,33.999
1759437275.486678,210777.000,31283,1,T1,1,100,33.999
1759437275.619685,210910.000,31299,1,T1,1,100,34.000
1759437275.753693,211044.000,31330,1,T1,1,100,34.035
1759437275.886701,211177.000,31345,1,T1,1,100,34.086
1759437276.019708,211310.000,31364,1,T1,1,100,33.931
1759437276.152716,211443.000,31379,1,T1,1,100,34.006
1759437276.286723,211577.000,31409,1,T1,1,100,33.825
1759437276.419731,211710.000,31426,1,T1,1,100,33.924
1759437276.552738,211843.000,31441,1,T1,1,100,33.967
1759437276.686746,211977.000,31478,1,T1,1,100,33.879
1759437276.819754,212110.000,31494,1,T1,1,100,33.948
1759437276.952761,212243.000,31509,1,T1,1,100,33.977
1759437277.086769,212377.000,31542,1,T1,1,100,33.990
1759437277.219776,212510.000,31558,1,T1,1,100,33.925
1759437277.352784,212643.000,31574,1,T1,1,100,33.932
1759437277.486792,212777.000,31604,1,T1,1,100,33.935
1759437277.619799,212910.000,31624,1,T1,1,100,33.866
1759437277.752807,213043.000,31640,1,T1,1,100,33.942
1759437277.886814,213177.000,31672,1,T1,1,100,33.904
1759437278.019822,213310.000,31689,1,T1,1,100,33.852
1759437278.152829,213443.000,31704,1,T1,1,100,33.936
1759437278.286837,213577.000,31737,1,T1,1,100,33.972
1759437278.419844,213710.000,31755,1,T1,1,100,33.953
1759437278.552852,213843.000,31772,1,T1,1,100,33.909
1759437278.686860,213977.000,31788,1,T1,1,100,33.996
1759437278.819867,214110.000,31819,1,T1,1,100,33.892
1759437278.952875,214243.000,31836,1,T1,1,100,33.953
1759437279.085882,214376.000,31853,1,T1,1,100,34.051
1759437279.219890,214510.000,31885,1,T1,1,100,34.022
1759437279.352897,214643.000,31901,1,T1,1,100,33.974
1759437279.485905,214776.000,31917,1,T1,1,100,34.131
1759437279.619913,214910.000,31950,1,T1,1,100,34.021
1759437279.752920,215043.000,31965,1,T1,1,100,34.045
1759437279.885928,215176.000,31981,1,T1,1,100,34.019
1759437280.019935,215310.000,32012,1,T1,1,100,34.044
1759437280.152943,215443.000,32027,1,T1,1,100,34.019
1759437280.285950,215576.000,32045,1,T1,1,100,34.115
1759437280.419958,215710.000,32078,1,T1,1,100,34.050
1759437280.552966,215843.000,32093,1,T1,1,100,33.951
1759437280.685973,215976.000,32110,1,T1,1,100,33.943
1759437280.819981,216110.000,32125,1,T1,1,100,34.011
1759437280.952988,216243.000,32157,1,T1,1,100,34.040
1759437281.085996,216376.000,32174,1,T1,1,100,34.017
1759437281.220003,216510.000,32189,1,T1,1,100,34.008
1759437281.353011,216643.000,32224,1,T1,1,100,34.074
1759437281.486019,216776.000,32240,1,T1,1,100,33.997
1759437281.620026,216910.000,32255,1,T1,1,100,34.105
1759437281.753034,217043.000,32288,1,T1,1,100,34.081
1759437281.886041,217176.000,32306,1,T1,1,100,34.070
1759437282.020049,217310.000,32322,1,T1,1,100,34.137
1759437282.153056,217443.000,32352,1,T1,1,100,34.130
1759437282.286064,217576.000,32368,1,T1,1,100,34.092
1759437282.419072,217709.000,32384,1,T1,1,100,34.111
1759437282.553079,217843.000,32416,1,T1,1,100,34.190
1759437282.686087,217976.000,32433,1,T1,1,100,34.118
1759437282.819094,218109.000,32448,1,T1,1,100,34.086
1759437282.953102,218243.000,32481,1,T1,1,100,34.108
1759437283.086109,218376.000,32499,1,T1,1,100,34.011
1759437283.219117,218509.000,32514,1,T1,1,100,34.005
1759437283.353125,218643.000,32530,1,T1,1,100,33.967
1759437283.486132,218776.000,32563,1,T1,1,100,34.092
1759437283.619140,218909.000,32578,1,T1,1,100,33.969
1759437283.753147,219043.000,32595,1,T1,1,100,34.057
1759437283.886155,219176.000,32629,1,T1,1,100,34.096
1759437284.019162,219309.000,32645,1,T1,1,100,34.077
1759437284.153170,219443.000,32661,1,T1,1,100,34.033
1759437284.286178,219576.000,32692,1,T1,1,100,34.050
1759437284.419185,219709.000,32707,1,T1,1,100,34.022
1759437284.553193,219843.000,32723,1,T1,1,100,34.045
1759437284.686200,219976.000,32754,1,T1,1,100,34.232
1759437284.819208,220109.000,32769,1,T1,1,100,34.136
1759437284.953215,220243.000,32787,1,T1,1,100,34.094
1759437285.086223,220376.000,32820,1,T1,1,100,34.076
