LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,EL
1759437226.561900,161855.000,23487,1,EL,1,100,14445.200195
1759437226.628904,161922.000,23504,2,EL,1,100,14434.200195
1759437226.695907,161989.000,23504,2,EL,1,100,14422.000000
1759437226.761911,162055.000,23521,1,EL,1,100,14410.200195
1759437226.828915,162122.000,23536,2,EL,1,100,14400.000000
1759437226.895919,162189.000,23536,2,EL,1,100,14389.000000
1759437226.961923,162255.000,23551,1,EL,1,100,14380.200195
1759437227.028926,162322.000,23570,2,EL,1,100,14376.799805
1759437227.095930,162389.000,23570,2,EL,1,100,14370.599609
1759437227.161934,162455.000,23585,1,EL,1,100,14363.200195
1759437227.228438,162521.500,23600,2,EL,1,100,14355.000000
1759437227.294941,162588.000,23600,2,EL,1,100,14343.799805
1759437227.361945,162655.000,23616,1,EL,1,100,14334.200195
1759437227.428449,162721.500,23634,2,EL,1,100,14327.200195
1759437227.494953,162788.000,23634,2,EL,1,100,14320.200195
1759437227.561957,162855.000,23649,1,EL,1,100,14312.000000
1759437227.628460,162921.500,23666,2,EL,1,100,14303.599609
1759437227.694964,162988.000,23666,2,EL,1,100,14292.599609
1759437227.761968,163055.000,23682,1,EL,1,100,14282.200195
1759437227.828472,163121.500,23698,2,EL,1,100,14274.400391
1759437227.894975,163188.000,23698,2,EL,1,100,14265.000000
1759437227.961979,163255.000,23716,2,EL,1,100,14254.400391
1759437228.028983,163322.000,23716,2,EL,1,100,14250.000000
1759437228.094987,163388.000,23732,1,EL,1,100,14242.200195
1759437228.161991,163455.000,23746,2,EL,1,100,14236.000000
1759437228.228995,163522.000,23746,2,EL,1,100,14231.000000
1759437228.294998,163588.000,23764,1,EL,1,100,14222.599609
1759437228.362002,163655.000,23780,2,EL,1,100,14214.799805
1759437228.429006,163722.000,23780,2,EL,1,100,14207.000000
1759437228.495010,163788.000,23796,1,EL,1,100,14198.799805
1759437228.562013,163855.000,23810,2,EL,1,100,14193.599609
1759437228.629017,163922.000,23810,2,EL,1,100,14187.200195
1759437228.695021,163988.000,23827,1,EL,1,100,14179.400391
1759437228.762025,164055.000,23842,2,EL,1,100,14169.000000
1759437228.829029,164122.000,23842,2,EL,1,100,14158.200195
1759437228.895032,164188.000,23858,1,EL,1,100,14150.400391
1759437228.962036,164255.000,23873,2,EL,1,100,14142.400391
1759437229.029040,164322.000,23873,2,EL,1,100,14131.599609
1759437229.095044,164388.000,23889,1,EL,1,100,14121.400391
1759437229.162047,164455.000,23906,2,EL,1,100,14117.400391
1759437229.229051,164522.000,23906,2,EL,1,100,14103.599609
1759437229.295055,164588.000,23922,1,EL,1,100,14095.200195
1759437229.362059,164655.000,23939,2,EL,1,100,14083.799805
1759437229.429063,164722.000,23939,2,EL,1,100,14079.599609
1759437229.495066,164788.000,23955,1,EL,1,100,14073.200195
1759437229.562070,164855.000,23972,2,EL,1,100,14066.200195
1759437229.629074,164922.000,23972,2,EL,1,100,14057.400391
1759437229.695078,164988.000,23989,1,EL,1,100,14047.000000
1759437229.762082,165055.000,24005,2,EL,1,100,14038.799805
1759437229.829085,165122.000,24005,2,EL,1,100,14031.599609
1759437229.895089,165188.000,24021,1,EL,1,100,14025.000000
1759437229.962093,165255.000,24037,2,EL,1,100,14017.000000
1759437230.029097,165322.000,24037,2,EL,1,100,14012.400391
1759437230.095100,165388.000,24053,1,EL,1,100,14009.799805
1759437230.162104,165455.000,24068,2,EL,1,100,13998.799805
1759437230.229108,165522.000,24068,2,EL,1,100,13990.599609
1759437230.295612,165588.500,24084,2,EL,1,100,13979.400391
1759437230.362116,165655.000,24084,2,EL,1,100,13967.000000
1759437230.429119,165722.000,24099,1,EL,1,100,13957.599609
1759437230.495623,165788.500,24115,2,EL,1,100,13949.000000
1759437230.562127,165855.000,24115,2,EL,1,100,13939.000000
1759437230.628131,165921.000,24132,1,EL,1,100,13930.599609
1759437230.694801,165987.667,24151,3,EL,1,100,13923.799805
1759437230.761472,166054.333,24151,3,EL,1,100,13919.799805
1759437230.828142,166121.000,24151,3,EL,1,100,13914.599609
1759437230.895146,166188.000,24166,1,EL,1,100,13908.400391
1759437230.961650,166254.500,24182,2,EL,1,100,13900.599609
1759437231.028153,166321.000,24182,2,EL,1,100,13891.799805
1759437231.095157,166388.000,24197,1,EL,1,100,13884.000000
1759437231.161661,166454.500,24213,2,EL,1,100,13880.400391
1759437231.228165,166521.000,24213,2,EL,1,100,13871.200195
1759437231.295169,166588.000,24228,1,EL,1,100,13861.799805
1759437231.361672,166654.500,24244,2,EL,1,100,13855.400391
1759437231.428176,166721.000,24244,2,EL,1,100,13847.799805
1759437231.495180,166788.000,24259,1,EL,1,100,13839.000000
1759437231.561684,166854.500,24275,2,EL,1,100,13831.000000
1759437231.628187,166921.000,24275,2,EL,1,100,13823.799805
1759437231.695191,166988.000,24291,1,EL,1,100,13816.000000
1759437231.761695,167054.500,24309,2,EL,1,100,13806.400391
1759437231.828199,167121.000,24309,2,EL,1,100,13795.599609
1759437231.895203,167188.000,24323,1,EL,1,100,13785.200195
1759437231.961706,167254.500,24342,2,EL,1,100,13781.400391
1759437232.028210,167321.000,24342,2,EL,1,100,13774.799805
1759437232.095214,167388.000,24357,1,EL,1,100,13767.000000
1759437232.161718,167454.500,24373,2,EL,1,100,13760.200195
1759437232.228222,167521.000,24373,2,EL,1,100,13752.599609
1759437232.295225,167588.000,24388,2,EL,1,100,13746.400391
1759437232.362229,167655.000,24388,2,EL,1,100,13739.799805
1759437232.428233,167721.000,24404,1,EL,1,100,13730.200195
1759437232.495237,167788.000,24419,2,EL,1,100,13720.599609
1759437232.562241,167855.000,24419,2,EL,1,100,13710.200195
1759437232.628244,167921.000,24435,1,EL,1,100,13703.200195
1759437232.695248,167988.000,24450,2,EL,1,100,13695.599609
1759437232.762252,168055.000,24450,2,EL,1,100,13684.599609
1759437232.828256,168121.000,24466,1,EL,1,100,13675.400391
1759437232.895259,168188.000,24483,2,EL,1,100,13668.000000
1759437232.962263,168255.000,24483,2,EL,1,100,13663.000000
1759437233.028267,168321.000,24500,1,EL,1,100,13657.799805
1759437233.095271,168388.000,24516,2,EL,1,100,13648.400391
1759437233.162275,168455.000,24516,2,EL,1,100,13640.400391
1759437233.228278,168521.000,24532,1,EL,1,100,13634.200195
1759437233.295282,168588.000,24548,2,EL,1,100,13628.400391
1759437233.362286,168655.000,24548,2,EL,1,100,13619.400391
1759437233.428290,168721.000,24564,1,EL,1,100,13611.000000
1759437233.495294,168788.000,24578,2,EL,1,100,13599.599609
1759437233.562297,168855.000,24578,2,EL,1,100,13591.799805
1759437233.628301,168921.000,24594,1,EL,1,100,13584.000000
1759437233.695305,168988.000,24612,2,EL,1,100,13578.599609
1759437233.762309,169055.000,24612,2,EL,1,100,13573.000000
1759437233.828312,169121.000,24628,1,EL,1,100,13565.400391
1759437233.895316,169188.000,24645,2,EL,1,100,13557.000000
1759437233.962320,169255.000,24645,2,EL,1,100,13549.400391
1759437234.028324,169321.000,24661,1,EL,1,100,13542.599609
1759437234.094828,169387.500,24676,2,EL,1,100,13532.599609
1759437234.161331,169454.000,24676,2,EL,1,100,13525.000000
1759437234.228335,169521.000,24694,1,EL,1,100,13518.799805
1759437234.294839,169587.500,24710,2,EL,1,100,13510.599609
1759437234.361343,169654.000,24710,2,EL,1,100,13504.200195
1759437234.428346,169721.000,24725,2,EL,1,100,13495.799805
1759437234.495350,169788.000,24725,2,EL,1,100,13485.599609
1759437234.561354,169854.000,24740,1,EL,1,100,13477.400391
1759437234.628358,169921.000,24759,2,EL,1,100,13470.599609
1759437234.695362,169988.000,24759,2,EL,1,100,13464.799805
1759437234.761365,170054.000,24774,1,EL,1,100,13458.599609
1759437234.828369,170121.000,24789,2,EL,1,100,13446.799805
1759437234.895373,170188.000,24789,2,EL,1,100,13440.400391
1759437234.961377,170254.000,24804,1,EL,1,100,13432.200195
1759437235.028381,170321.000,24823,2,EL,1,100,13424.200195
1759437235.095384,170388.000,24823,2,EL,1,100,13418.599609
1759437235.161388,170454.000,24838,1,EL,1,100,13411.599609
1759437235.228392,170521.000,24853,2,EL,1,100,13407.000000
1759437235.295396,170588.000,24853,2,EL,1,100,13399.599609
1759437235.361399,170654.000,24869,1,EL,1,100,13391.799805
1759437235.428403,170721.000,24885,2,EL,1,100,13379.799805
1759437235.495407,170788.000,24885,2,EL,1,100,13372.400391
1759437235.561411,170854.000,24900,1,EL,1,100,13364.200195
1759437235.628415,170921.000,24920,2,EL,1,100,13352.400391
1759437235.695418,170988.000,24920,2,EL,1,100,13350.000000
1759437235.761422,171054.000,24935,1,EL,1,100,13346.799805
1759437235.828426,171121.000,24956,2,EL,1,100,13339.000000
1759437235.895430,171188.000,24956,2,EL,1,100,13332.000000
1759437235.961434,171254.000,24971,1,EL,1,100,13324.400391
1759437236.028437,171321.000,24987,2,EL,1,100,13315.000000
1759437236.095441,171388.000,24987,2,EL,1,100,13308.000000
1759437236.161445,171454.000,25002,1,EL,1,100,13299.599609
1759437236.228449,171521.000,25020,2,EL,1,100,13288.799805
1759437236.295453,171588.000,25020,2,EL,1,100,13281.000000
1759437236.361456,171654.000,25036,1,EL,1,100,13272.400391
1759437236.428460,171721.000,25054,2,EL,1,100,13269.400391
1759437236.495464,171788.000,25054,2,EL,1,100,13263.400391
1759437236.561468,171854.000,25068,1,EL,1,100,13254.200195
1759437236.628471,171921.000,25085,2,EL,1,100,13246.000000
1759437236.695475,171988.000,25085,2,EL,1,100,13238.599609
1759437236.761979,172054.500,25102,2,EL,1,100,13230.799805
1759437236.828483,172121.000,25102,2,EL,1,100,13219.599609
1759437236.895487,172188.000,25118,1,EL,1,100,13212.400391
1759437236.961990,172254.500,25135,2,EL,1,100,13207.400391
1759437237.028494,172321.000,25135,2,EL,1,100,13201.799805
1759437237.095498,172388.000,25151,1,EL,1,100,13194.799805
1759437237.162002,172454.500,25166,2,EL,1,100,13185.599609
1759437237.228506,172521.000,25166,2,EL,1,100,13180.400391
1759437237.294509,172587.000,25182,1,EL,1,100,13173.000000
1759437237.361513,172654.000,25199,2,EL,1,100,13164.599609
1759437237.428517,172721.000,25199,2,EL,1,100,13160.799805
1759437237.494521,172787.000,25215,1,EL,1,100,13154.599609
1759437237.561524,172854.000,25230,2,EL,1,100,13146.799805
1759437237.628528,172921.000,25230,2,EL,1,100,13139.599609
1759437237.694532,172987.000,25247,1,EL,1,100,13133.599609
1759437237.761536,173054.000,25263,2,EL,1,100,13128.799805
1759437237.828540,173121.000,25263,2,EL,1,100,13117.599609
1759437237.894543,173187.000,25279,1,EL,1,100,13107.200195
1759437237.961547,173254.000,25295,2,EL,1,100,13102.200195
1759437238.028551,173321.000,25295,2,EL,1,100,13092.400391
1759437238.094555,173387.000,25311,1,EL,1,100,13082.599609
1759437238.161558,173454.000,25325,2,EL,1,100,13073.599609
1759437238.228562,173521.000,25325,2,EL,1,100,13066.599609
1759437238.294566,173587.000,25343,1,EL,1,100,13058.000000
1759437238.361570,173654.000,25361,2,EL,1,100,13051.599609
1759437238.428574,173721.000,25361,2,EL,1,100,13046.200195
1759437238.495578,173788.000,25377,1,EL,1,100,13039.200195
1759437238.562081,173854.500,25392,2,EL,1,100,13031.400391
1759437238.628585,173921.000,25392,2,EL,1,100,13022.400391
1759437238.694589,173987.000,25408,1,EL,1,100,13014.000000
1759437238.761593,174054.000,25425,2,EL,1,100,13011.400391
1759437238.828596,174121.000,25425,2,EL,1,100,13004.400391
1759437238.894600,174187.000,25441,1,EL,1,100,12992.799805
1759437238.961604,174254.000,25459,2,EL,1,100,12985.400391
1759437239.028608,174321.000,25459,2,EL,1,100,12977.000000
1759437239.095112,174387.500,25476,2,EL,1,100,12967.599609
1759437239.161615,174454.000,25476,2,EL,1,100,12964.000000
1759437239.228619,174521.000,25491,1,EL,1,100,12957.599609
1759437239.295123,174587.500,25508,2,EL,1,100,12950.000000
1759437239.361627,174654.000,25508,2,EL,1,100,12942.400391
1759437239.428630,174721.000,25523,1,EL,1,100,12936.599609
1759437239.495134,174787.500,25538,2,EL,1,100,12930.400391
1759437239.561638,174854.000,25538,2,EL,1,100,12923.599609
1759437239.628642,174921.000,25553,1,EL,1,100,12914.000000
1759437239.695146,174987.500,25572,2,EL,1,100,12904.799805
1759437239.761649,175054.000,25572,2,EL,1,100,12901.799805
1759437239.828653,175121.000,25587,1,EL,1,100,12894.000000
1759437239.895157,175187.500,25602,2,EL,1,100,12882.799805
1759437239.961661,175254.000,25602,2,EL,1,100,12876.000000
1759437240.028665,175321.000,25619,1,EL,1,100,12868.000000
1759437240.095168,175387.500,25637,2,EL,1,100,12860.799805
1759437240.161672,175454.000,25637,2,EL,1,100,12854.000000
1759437240.228676,175521.000,25652,1,EL,1,100,12847.599609
1759437240.295180,175587.500,25668,2,EL,1,100,12841.200195
1759437240.361683,175654.000,25668,2,EL,1,100,12836.400391
1759437240.428687,175721.000,25683,1,EL,1,100,12828.000000
1759437240.495191,175787.500,25699,2,EL,1,100,12819.400391
1759437240.561695,175854.000,25699,2,EL,1,100,12813.400391
1759437240.627698,175920.000,25714,1,EL,1,100,12804.599609
1759437240.694702,175987.000,25732,2,EL,1,100,12796.599609
1759437240.761706,176054.000,25732,2,EL,1,100,12792.400391
1759437240.827710,176120.000,25747,1,EL,1,100,12784.400391
1759437240.894714,176187.000,25763,2,EL,1,100,12768.400391
1759437240.961718,176254.000,25763,2,EL,1,100,12762.200195
1759437241.027721,176320.000,25781,1,EL,1,100,12756.599609
1759437241.094725,176387.000,25798,2,EL,1,100,12751.200195
1759437241.161729,176454.000,25798,2,EL,1,100,12742.799805
1759437241.227733,176520.000,25813,1,EL,1,100,12734.200195
1759437241.294736,176587.000,25830,2,EL,1,100,12726.200195
1759437241.361740,176654.000,25830,2,EL,1,100,12718.000000
1759437241.427744,176720.000,25845,1,EL,1,100,12710.200195
1759437241.494748,176787.000,25863,2,EL,1,100,12704.000000
1759437241.561752,176854.000,25863,2,EL,1,100,12697.799805
1759437241.628255,176920.500,25878,2,EL,1,100,12690.400391
1759437241.694759,176987.000,25878,2,EL,1,100,12681.400391
1759437241.761763,177054.000,25896,1,EL,1,100,12673.200195
1759437241.828267,177120.500,25911,2,EL,1,100,12666.000000
1759437241.894770,177187.000,25911,2,EL,1,100,12656.400391
1759437241.961774,177254.000,25927,1,EL,1,100,12650.200195
1759437242.028278,177320.500,25944,2,EL,1,100,12642.599609
1759437242.094782,177387.000,25944,2,EL,1,100,12638.000000
1759437242.161786,177454.000,25960,1,EL,1,100,12633.000000
1759437242.228289,177520.500,25975,2,EL,1,100,12624.799805
1759437242.294793,177587.000,25975,2,EL,1,100,12613.799805
1759437242.361797,177654.000,25992,1,EL,1,100,12606.200195
1759437242.428301,177720.500,26008,2,EL,1,100,12600.799805
1759437242.494805,177787.000,26008,2,EL,1,100,12593.400391
1759437242.561808,177854.000,26024,1,EL,1,100,12587.599609
1759437242.628312,177920.500,26044,4,EL,1,100,12585.000000
1759437242.694816,177987.000,26044,4,EL,1,100,12573.599609
1759437242.761320,178053.500,26044,4,EL,1,100,12563.000000
1759437242.827823,178120.000,26044,4,EL,1,100,12560.000000
1759437242.894827,178187.000,26059,1,EL,1,100,12554.200195
1759437242.961331,178253.500,26075,2,EL,1,100,12547.000000
1759437243.027835,178320.000,26075,2,EL,1,100,12541.599609
1759437243.094839,178387.000,26090,1,EL,1,100,12534.799805
1759437243.161342,178453.500,26106,2,EL,1,100,12529.599609
1759437243.227846,178520.000,26106,2,EL,1,100,12522.599609
1759437243.294850,178587.000,26121,1,EL,1,100,12512.799805
1759437243.361354,178653.500,26137,2,EL,1,100,12506.599609
1759437243.427858,178720.000,26137,2,EL,1,100,12496.799805
1759437243.494861,178787.000,26154,1,EL,1,100,12487.000000
1759437243.561365,178853.500,26172,2,EL,1,100,12478.400391
1759437243.627869,178920.000,26172,2,EL,1,100,12474.799805
1759437243.694873,178987.000,26188,1,EL,1,100,12472.400391
1759437243.761376,179053.500,26203,2,EL,1,100,12461.599609
1759437243.827880,179120.000,26203,2,EL,1,100,12453.000000
1759437243.894884,179187.000,26218,1,EL,1,100,12446.400391
1759437243.961388,179253.500,26235,2,EL,1,100,12435.000000
1759437244.027892,179320.000,26235,2,EL,1,100,12430.000000
1759437244.094895,179387.000,26250,1,EL,1,100,12420.799805
1759437244.161399,179453.500,26267,2,EL,1,100,12413.599609
1759437244.227903,179520.000,26267,2,EL,1,100,12407.599609
1759437244.294907,179587.000,26282,1,EL,1,100,12401.799805
1759437244.361411,179653.500,26301,2,EL,1,100,12394.599609
1759437244.427914,179720.000,26301,2,EL,1,100,12384.599609
1759437244.494918,179787.000,26317,1,EL,1,100,12375.799805
1759437244.561422,179853.500,26335,2,EL,1,100,12373.200195
1759437244.627926,179920.000,26335,2,EL,1,100,12368.799805
1759437244.694429,179986.500,26350,2,EL,1,100,12362.200195
1759437244.760933,180053.000,26350,2,EL,1,100,12358.599609
1759437244.827937,180120.000,26366,1,EL,1,100,12351.400391
1759437244.894441,180186.500,26381,2,EL,1,100,12342.200195
1759437244.960945,180253.000,26381,2,EL,1,100,12328.000000
1759437245.027948,180320.000,26398,1,EL,1,100,12321.799805
1759437245.094452,180386.500,26412,2,EL,1,100,12312.799805
1759437245.160956,180453.000,26412,2,EL,1,100,12304.200195
1759437245.227960,180520.000,26432,1,EL,1,100,12299.599609
1759437245.294464,180586.500,26448,2,EL,1,100,12292.000000
1759437245.360967,180653.000,26448,2,EL,1,100,12286.400391
1759437245.427971,180720.000,26464,1,EL,1,100,12283.400391
1759437245.494475,180786.500,26478,2,EL,1,100,12280.799805
1759437245.560979,180853.000,26478,2,EL,1,100,12271.799805
1759437245.627982,180920.000,26494,1,EL,1,100,12262.599609
1759437245.694486,180986.500,26510,2,EL,1,100,12250.599609
1759437245.760990,181053.000,26510,2,EL,1,100,12245.799805
1759437245.827994,181120.000,26528,1,EL,1,100,12239.799805
1759437245.894498,181186.500,26542,2,EL,1,100,12229.200195
1759437245.961001,181253.000,26542,2,EL,1,100,12221.000000
1759437246.028005,181320.000,26559,1,EL,1,100,12213.200195
1759437246.094509,181386.500,26576,2,EL,1,100,12208.000000
1759437246.161013,181453.000,26576,2,EL,1,100,12205.599609
1759437246.228017,181520.000,26592,1,EL,1,100,12200.000000
1759437246.294520,181586.500,26607,2,EL,1,100,12191.400391
1759437246.361024,181653.000,26607,2,EL,1,100,12182.200195
1759437246.428028,181720.000,26623,1,EL,1,100,12172.000000
1759437246.494532,181786.500,26640,2,EL,1,100,12165.000000
1759437246.561035,181853.000,26640,2,EL,1,100,12160.000000
1759437246.628039,181920.000,26656,1,EL,1,100,12155.200195
1759437246.694543,181986.500,26674,2,EL,1,100,12146.400391
1759437246.761047,182053.000,26674,2,EL,1,100,12137.000000
1759437246.828051,182120.000,26689,1,EL,1,100,12131.200195
1759437246.894554,182186.500,26706,2,EL,1,100,12125.000000
1759437246.961058,182253.000,26706,2,EL,1,100,12118.000000
1759437247.028062,182320.000,26725,1,EL,1,100,12110.400391
1759437247.094566,182386.500,26742,2,EL,1,100,12110.599609
1759437247.161069,182453.000,26742,2,EL,1,100,12106.000000
1759437247.227573,182519.500,26757,2,EL,1,100,12097.000000
1759437247.294077,182586.000,26757,2,EL,1,100,12085.200195
1759437247.361081,182653.000,26773,1,EL,1,100,12079.000000
1759437247.427585,182719.500,26789,2,EL,1,100,12073.200195
1759437247.494088,182786.000,26789,2,EL,1,100,12064.799805
1759437247.561092,182853.000,26804,1,EL,1,100,12058.599609
1759437247.627596,182919.500,26820,2,EL,1,100,12051.200195
1759437247.694100,182986.000,26820,2,EL,1,100,12043.799805
1759437247.761104,183053.000,26835,1,EL,1,100,12036.799805
1759437247.827607,183119.500,26853,2,EL,1,100,12029.400391
1759437247.894111,183186.000,26853,2,EL,1,100,12022.799805
1759437247.961115,183253.000,26870,1,EL,1,100,12017.200195
1759437248.027619,183319.500,26886,2,EL,1,100,12008.400391
1759437248.094122,183386.000,26886,2,EL,1,100,12000.400391
1759437248.161126,183453.000,26901,1,EL,1,100,11994.000000
1759437248.227630,183519.500,26919,2,EL,1,100,11985.000000
1759437248.294134,183586.000,26919,2,EL,1,100,11979.799805
1759437248.361138,183653.000,26935,1,EL,1,100,11973.400391
1759437248.427641,183719.500,26952,2,EL,1,100,11968.000000
1759437248.494145,183786.000,26952,2,EL,1,100,11963.799805
1759437248.561149,183853.000,26967,1,EL,1,100,11954.599609
1759437248.627653,183919.500,26984,2,EL,1,100,11948.200195
1759437248.694157,183986.000,26984,2,EL,1,100,11940.400391
1759437248.761160,184053.000,26999,1,EL,1,100,11933.200195
1759437248.827664,184119.500,27016,2,EL,1,100,11929.799805
1759437248.894168,184186.000,27016,2,EL,1,100,11925.799805
1759437248.961172,184253.000,27031,1,EL,1,100,11919.400391
1759437249.027675,184319.500,27050,2,EL,1,100,11911.400391
1759437249.094179,184386.000,27050,2,EL,1,100,11900.799805
1759437249.161183,184453.000,27065,1,EL,1,100,11893.000000
1759437249.227687,184519.500,27082,2,EL,1,100,11888.799805
1759437249.294191,184586.000,27082,2,EL,1,100,11879.599609
1759437249.361194,184653.000,27098,1,EL,1,100,11870.599609
1759437249.427698,184719.500,27114,2,EL,1,100,11863.799805
1759437249.494202,184786.000,27114,2,EL,1,100,11856.799805
1759437249.561206,184853.000,27131,1,EL,1,100,11850.799805
1759437249.627710,184919.500,27148,2,EL,1,100,11840.200195
1759437249.694213,184986.000,27148,2,EL,1,100,11837.799805
1759437249.761217,185053.000,27164,2,EL,1,100,11834.000000
1759437249.828221,185120.000,27164,2,EL,1,100,11825.400391
1759437249.894225,185186.000,27180,1,EL,1,100,11820.400391
1759437249.961229,185253.000,27196,2,EL,1,100,11812.000000
1759437250.028232,185320.000,27196,2,EL,1,100,11800.200195
1759437250.094236,185386.000,27212,1,EL,1,100,11793.599609
1759437250.161240,185453.000,27228,2,EL,1,100,11789.599609
1759437250.228244,185520.000,27228,2,EL,1,100,11777.400391
1759437250.294247,185586.000,27244,1,EL,1,100,11768.599609
1759437250.361251,185653.000,27262,2,EL,1,100,11763.400391
1759437250.428255,185720.000,27262,2,EL,1,100,11753.200195
1759437250.494259,185786.000,27278,1,EL,1,100,11746.799805
1759437250.560763,185852.500,27294,2,EL,1,100,11741.000000
1759437250.627266,185919.000,27294,2,EL,1,100,11732.400391
1759437250.694270,185986.000,27311,1,EL,1,100,11724.599609
1759437250.760774,186052.500,27328,2,EL,1,100,11718.000000
1759437250.827278,186119.000,27328,2,EL,1,100,11711.200195
1759437250.894281,186186.000,27344,1,EL,1,100,11706.200195
1759437250.960785,186252.500,27361,2,EL,1,100,11697.400391
1759437251.027289,186319.000,27361,2,EL,1,100,11692.799805
1759437251.094293,186386.000,27377,1,EL,1,100,11688.200195
1759437251.160797,186452.500,27394,2,EL,1,100,11676.799805
1759437251.227300,186519.000,27394,2,EL,1,100,11671.400391
1759437251.294304,186586.000,27410,1,EL,1,100,11663.599609
