LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,PR
1759437230.283111,165576.000,24081,3,PR,1,100,133047
1759437230.323113,165616.000,24081,3,PR,1,100,133044
1759437230.363116,165656.000,24081,3,PR,1,100,133027
1759437230.403118,165696.000,24096,2,PR,1,100,133031
1759437230.443120,165736.000,24096,2,PR,1,100,133038
1759437230.489623,165782.500,24112,2,PR,1,100,133029
1759437230.536125,165829.000,24112,2,PR,1,100,133047
1759437230.576128,165869.000,24129,3,PR,1,100,133054
1759437230.616130,165909.000,24129,3,PR,1,100,133042
1759437230.656132,165949.000,24129,3,PR,1,100,133046
1759437230.696135,165989.000,24148,4,PR,1,100,133055
1759437230.736137,166029.000,24148,4,PR,1,100,133052
1759437230.776139,166069.000,24148,4,PR,1,100,133063
1759437230.816141,166109.000,24148,4,PR,1,100,133069
1759437230.856144,166149.000,24163,3,PR,1,100,133060
1759437230.896146,166189.000,24163,3,PR,1,100,133069
1759437230.936148,166229.000,24163,3,PR,1,100,133077
1759437230.976650,166269.500,24179,2,PR,1,100,133075
1759437231.017153,166310.000,24179,2,PR,1,100,133055
1759437231.056822,166349.667,24194,3,PR,1,100,133077
1759437231.096491,166389.333,24194,3,PR,1,100,133089
1759437231.136160,166429.000,24194,3,PR,1,100,133082
1759437231.176162,166469.000,24210,2,PR,1,100,133072
1759437231.216164,166509.000,24210,2,PR,1,100,133091
1759437231.256166,166549.000,24225,3,PR,1,100,133093
1759437231.296169,166589.000,24225,3,PR,1,100,133080
1759437231.336171,166629.000,24225,3,PR,1,100,133094
1759437231.376173,166669.000,24241,2,PR,1,100,133097
1759437231.416175,166709.000,24241,2,PR,1,100,133094
1759437231.456178,166749.000,24256,3,PR,1,100,133078
1759437231.496180,166789.000,24256,3,PR,1,100,133107
1759437231.536182,166829.000,24256,3,PR,1,100,133096
1759437231.576185,166869.000,24272,2,PR,1,100,133090
1759437231.616187,166909.000,24272,2,PR,1,100,133115
1759437231.656189,166949.000,24288,3,PR,1,100,133108
1759437231.696191,166989.000,24288,3,PR,1,100,133112
1759437231.736194,167029.000,24288,3,PR,1,100,133111
1759437231.776196,167069.000,24306,2,PR,1,100,133110
1759437231.816198,167109.000,24306,2,PR,1,100,133108
1759437231.856200,167149.000,24320,3,PR,1,100,133099
1759437231.896203,167189.000,24320,3,PR,1,100,133122
1759437231.936205,167229.000,24320,3,PR,1,100,133122
1759437231.976207,167269.000,24339,3,PR,1,100,133128
1759437232.016210,167309.000,24339,3,PR,1,100,133131
1759437232.056212,167349.000,24339,3,PR,1,100,133123
1759437232.096214,167389.000,24354,2,PR,1,100,133115
1759437232.136216,167429.000,24354,2,PR,1,100,133121
1759437232.176219,167469.000,24370,3,PR,1,100,133121
1759437232.216221,167509.000,24370,3,PR,1,100,133135
1759437232.256223,167549.000,24370,3,PR,1,100,133112
1759437232.296226,167589.000,24385,2,PR,1,100,133117
1759437232.336228,167629.000,24385,2,PR,1,100,133127
1759437232.376230,167669.000,24401,3,PR,1,100,133129
1759437232.416232,167709.000,24401,3,PR,1,100,133134
1759437232.456234,167749.000,24401,3,PR,1,100,133128
1759437232.496237,167789.000,24416,2,PR,1,100,133127
1759437232.536239,167829.000,24416,2,PR,1,100,133129
1759437232.583242,167876.000,24432,2,PR,1,100,133123
1759437232.630244,167923.000,24432,2,PR,1,100,133147
1759437232.670247,167963.000,24447,3,PR,1,100,133145
1759437232.710249,168003.000,24447,3,PR,1,100,133130
1759437232.750251,168043.000,24447,3,PR,1,100,133147
1759437232.790253,168083.000,24463,3,PR,1,100,133147
1759437232.830256,168123.000,24463,3,PR,1,100,133146
1759437232.870258,168163.000,24463,3,PR,1,100,133140
1759437232.910260,168203.000,24480,2,PR,1,100,133148
1759437232.950263,168243.000,24480,2,PR,1,100,133143
1759437232.990265,168283.000,24497,3,PR,1,100,133136
1759437233.030267,168323.000,24497,3,PR,1,100,133135
1759437233.070269,168363.000,24497,3,PR,1,100,133146
1759437233.110272,168403.000,24513,2,PR,1,100,133145
1759437233.150274,168443.000,24513,2,PR,1,100,133150
1759437233.190276,168483.000,24529,3,PR,1,100,133154
1759437233.230278,168523.000,24529,3,PR,1,100,133148
1759437233.270281,168563.000,24529,3,PR,1,100,133155
1759437233.310283,168603.000,24545,2,PR,1,100,133142
1759437233.350285,168643.000,24545,2,PR,1,100,133155
1759437233.390288,168683.000,24561,3,PR,1,100,133146
1759437233.430290,168723.000,24561,3,PR,1,100,133137
1759437233.470292,168763.000,24561,3,PR,1,100,133157
1759437233.510294,168803.000,24575,2,PR,1,100,133149
1759437233.550297,168843.000,24575,2,PR,1,100,133161
1759437233.590299,168883.000,24591,3,PR,1,100,133153
1759437233.630301,168923.000,24591,3,PR,1,100,133155
1759437233.670304,168963.000,24591,3,PR,1,100,133146
1759437233.710306,169003.000,24609,2,PR,1,100,133154
1759437233.750308,169043.000,24609,2,PR,1,100,133153
1759437233.790310,169083.000,24625,3,PR,1,100,133144
1759437233.830312,169123.000,24625,3,PR,1,100,133135
1759437233.870315,169163.000,24625,3,PR,1,100,133156
1759437233.910317,169203.000,24642,3,PR,1,100,133154
1759437233.950319,169243.000,24642,3,PR,1,100,133144
1759437233.990322,169283.000,24642,3,PR,1,100,133160
1759437234.030324,169323.000,24658,2,PR,1,100,133151
1759437234.070326,169363.000,24658,2,PR,1,100,133139
1759437234.109995,169402.667,24673,3,PR,1,100,133151
1759437234.149664,169442.333,24673,3,PR,1,100,133161
1759437234.189333,169482.000,24673,3,PR,1,100,133151
1759437234.229835,169522.500,24691,2,PR,1,100,133131
1759437234.270338,169563.000,24691,2,PR,1,100,133137
1759437234.310006,169602.667,24707,3,PR,1,100,133135
1759437234.349675,169642.333,24707,3,PR,1,100,133134
1759437234.389344,169682.000,24707,3,PR,1,100,133139
1759437234.429847,169722.500,24722,2,PR,1,100,133138
1759437234.470349,169763.000,24722,2,PR,1,100,133106
1759437234.510018,169802.667,24737,3,PR,1,100,133117
1759437234.549687,169842.333,24737,3,PR,1,100,133124
1759437234.589356,169882.000,24737,3,PR,1,100,133109
1759437234.629858,169922.500,24756,2,PR,1,100,133101
1759437234.670360,169963.000,24756,2,PR,1,100,133114
1759437234.716863,170009.500,24771,2,PR,1,100,133119
1759437234.763366,170056.000,24771,2,PR,1,100,133113
1759437234.803368,170096.000,24786,3,PR,1,100,133118
1759437234.843370,170136.000,24786,3,PR,1,100,133107
1759437234.883372,170176.000,24786,3,PR,1,100,133104
1759437234.923375,170216.000,24801,3,PR,1,100,133098
1759437234.963377,170256.000,24801,3,PR,1,100,133104
1759437235.003379,170296.000,24801,3,PR,1,100,133118
1759437235.043381,170336.000,24820,2,PR,1,100,133082
1759437235.083384,170376.000,24820,2,PR,1,100,133087
1759437235.123386,170416.000,24835,3,PR,1,100,133093
1759437235.163388,170456.000,24835,3,PR,1,100,133088
1759437235.203391,170496.000,24835,3,PR,1,100,133079
1759437235.243393,170536.000,24850,2,PR,1,100,133082
1759437235.283395,170576.000,24850,2,PR,1,100,133063
1759437235.323397,170616.000,24866,3,PR,1,100,133066
1759437235.363400,170656.000,24866,3,PR,1,100,133063
1759437235.403402,170696.000,24866,3,PR,1,100,133063
1759437235.443404,170736.000,24882,2,PR,1,100,133059
1759437235.483406,170776.000,24882,2,PR,1,100,133051
1759437235.523409,170816.000,24897,3,PR,1,100,133071
1759437235.563411,170856.000,24897,3,PR,1,100,133049
1759437235.603413,170896.000,24897,3,PR,1,100,133062
1759437235.643415,170936.000,24917,2,PR,1,100,133047
1759437235.683418,170976.000,24917,2,PR,1,100,133058
1759437235.723420,171016.000,24932,3,PR,1,100,133052
1759437235.763422,171056.000,24932,3,PR,1,100,133040
1759437235.803425,171096.000,24932,3,PR,1,100,133049
1759437235.843427,171136.000,24953,2,PR,1,100,133041
1759437235.883429,171176.000,24953,2,PR,1,100,133029
1759437235.923431,171216.000,24968,3,PR,1,100,133045
1759437235.963434,171256.000,24968,3,PR,1,100,133037
1759437236.003436,171296.000,24968,3,PR,1,100,133034
1759437236.043438,171336.000,24984,2,PR,1,100,133032
1759437236.083441,171376.000,24984,2,PR,1,100,133041
1759437236.123443,171416.000,24999,3,PR,1,100,133016
1759437236.163445,171456.000,24999,3,PR,1,100,133016
1759437236.203447,171496.000,24999,3,PR,1,100,133038
1759437236.243450,171536.000,25017,3,PR,1,100,133030
1759437236.283452,171576.000,25017,3,PR,1,100,133023
1759437236.323454,171616.000,25017,3,PR,1,100,133033
1759437236.363456,171656.000,25033,2,PR,1,100,133022
1759437236.403459,171696.000,25033,2,PR,1,100,133006
1759437236.443461,171736.000,25051,3,PR,1,100,132991
1759437236.483463,171776.000,25051,3,PR,1,100,133013
1759437236.523465,171816.000,25051,3,PR,1,100,132983
1759437236.563468,171856.000,25065,2,PR,1,100,132979
1759437236.603470,171896.000,25065,2,PR,1,100,132981
1759437236.643472,171936.000,25082,3,PR,1,100,132981
1759437236.683475,171976.000,25082,3,PR,1,100,132980
1759437236.723477,172016.000,25082,3,PR,1,100,132986
1759437236.769979,172062.500,25099,2,PR,1,100,132989
1759437236.816482,172109.000,25099,2,PR,1,100,132960
1759437236.856484,172149.000,25115,2,PR,1,100,132957
1759437236.896487,172189.000,25115,2,PR,1,100,132980
1759437236.936489,172229.000,25132,3,PR,1,100,132965
1759437236.976491,172269.000,25132,3,PR,1,100,132963
1759437237.016494,172309.000,25132,3,PR,1,100,132974
1759437237.056496,172349.000,25148,2,PR,1,100,132958
1759437237.096498,172389.000,25148,2,PR,1,100,132961
1759437237.136500,172429.000,25163,3,PR,1,100,132964
1759437237.176502,172469.000,25163,3,PR,1,100,132948
1759437237.216505,172509.000,25163,3,PR,1,100,132927
1759437237.256507,172549.000,25179,3,PR,1,100,132929
1759437237.296509,172589.000,25179,3,PR,1,100,132941
1759437237.336512,172629.000,25179,3,PR,1,100,132914
1759437237.376514,172669.000,25196,2,PR,1,100,132926
1759437237.416516,172709.000,25196,2,PR,1,100,132939
1759437237.456518,172749.000,25212,3,PR,1,100,132926
1759437237.496521,172789.000,25212,3,PR,1,100,132923
1759437237.536523,172829.000,25212,3,PR,1,100,132919
1759437237.576525,172869.000,25227,2,PR,1,100,132925
1759437237.616528,172909.000,25227,2,PR,1,100,132925
1759437237.656530,172949.000,25244,3,PR,1,100,132919
1759437237.696532,172989.000,25244,3,PR,1,100,132917
1759437237.736534,173029.000,25244,3,PR,1,100,132906
1759437237.776537,173069.000,25260,2,PR,1,100,132923
1759437237.816539,173109.000,25260,2,PR,1,100,132915
1759437237.856541,173149.000,25276,3,PR,1,100,132907
1759437237.896544,173189.000,25276,3,PR,1,100,132894
1759437237.936546,173229.000,25276,3,PR,1,100,132907
1759437237.976548,173269.000,25292,2,PR,1,100,132882
1759437238.016550,173309.000,25292,2,PR,1,100,132894
1759437238.056553,173349.000,25308,3,PR,1,100,132876
1759437238.096555,173389.000,25308,3,PR,1,100,132878
1759437238.136557,173429.000,25308,3,PR,1,100,132882
1759437238.176559,173469.000,25322,2,PR,1,100,132893
1759437238.216562,173509.000,25322,2,PR,1,100,132887
1759437238.256564,173549.000,25340,3,PR,1,100,132899
1759437238.296566,173589.000,25340,3,PR,1,100,132896
1759437238.336568,173629.000,25340,3,PR,1,100,132905
1759437238.376571,173669.000,25358,2,PR,1,100,132885
1759437238.416573,173709.000,25358,2,PR,1,100,132894
1759437238.456575,173749.000,25374,3,PR,1,100,132883
1759437238.496578,173789.000,25374,3,PR,1,100,132864
1759437238.536580,173829.000,25374,3,PR,1,100,132886
1759437238.576582,173869.000,25389,3,PR,1,100,132875
1759437238.616584,173909.000,25389,3,PR,1,100,132862
1759437238.656587,173949.000,25389,3,PR,1,100,132878
1759437238.696589,173989.000,25405,2,PR,1,100,132877
1759437238.736591,174029.000,25405,2,PR,1,100,132864
1759437238.776593,174069.000,25422,3,PR,1,100,132864
1759437238.816596,174109.000,25422,3,PR,1,100,132872
1759437238.856598,174149.000,25422,3,PR,1,100,132863
1759437238.903100,174195.500,25438,2,PR,1,100,132851
1759437238.949603,174242.000,25438,2,PR,1,100,132883
1759437238.989605,174282.000,25456,2,PR,1,100,132887
1759437239.029608,174322.000,25456,2,PR,1,100,132854
1759437239.069610,174362.000,25473,3,PR,1,100,132896
1759437239.109612,174402.000,25473,3,PR,1,100,132888
1759437239.149615,174442.000,25473,3,PR,1,100,132874
1759437239.189617,174482.000,25488,2,PR,1,100,132889
1759437239.229619,174522.000,25488,2,PR,1,100,132901
1759437239.269621,174562.000,25505,3,PR,1,100,132896
1759437239.309624,174602.000,25505,3,PR,1,100,132889
1759437239.349626,174642.000,25505,3,PR,1,100,132899
1759437239.389628,174682.000,25520,2,PR,1,100,132906
1759437239.429631,174722.000,25520,2,PR,1,100,132871
1759437239.469633,174762.000,25535,3,PR,1,100,132879
1759437239.509635,174802.000,25535,3,PR,1,100,132906
1759437239.549637,174842.000,25535,3,PR,1,100,132895
1759437239.589640,174882.000,25550,3,PR,1,100,132895
1759437239.629642,174922.000,25550,3,PR,1,100,132914
1759437239.669644,174962.000,25550,3,PR,1,100,132912
1759437239.709646,175002.000,25569,2,PR,1,100,132924
1759437239.749649,175042.000,25569,2,PR,1,100,132915
1759437239.789651,175082.000,25584,3,PR,1,100,132935
1759437239.829653,175122.000,25584,3,PR,1,100,132938
1759437239.869655,175162.000,25584,3,PR,1,100,132940
1759437239.909658,175202.000,25599,2,PR,1,100,132951
1759437239.949660,175242.000,25599,2,PR,1,100,132931
1759437239.989662,175282.000,25616,3,PR,1,100,132940
1759437240.029665,175322.000,25616,3,PR,1,100,132963
1759437240.069667,175362.000,25616,3,PR,1,100,132957
1759437240.109669,175402.000,25634,2,PR,1,100,132944
1759437240.149671,175442.000,25634,2,PR,1,100,132950
1759437240.189674,175482.000,25649,3,PR,1,100,132960
1759437240.229676,175522.000,25649,3,PR,1,100,132949
1759437240.269678,175562.000,25649,3,PR,1,100,132946
1759437240.309680,175602.000,25665,2,PR,1,100,132967
1759437240.349683,175642.000,25665,2,PR,1,100,132975
1759437240.389685,175682.000,25680,3,PR,1,100,132966
1759437240.429687,175722.000,25680,3,PR,1,100,132984
1759437240.469690,175762.000,25680,3,PR,1,100,132986
1759437240.509692,175802.000,25696,2,PR,1,100,132984
1759437240.549694,175842.000,25696,2,PR,1,100,132981
1759437240.589696,175882.000,25711,3,PR,1,100,132998
1759437240.629699,175922.000,25711,3,PR,1,100,133003
1759437240.669701,175962.000,25711,3,PR,1,100,133022
1759437240.709703,176002.000,25729,2,PR,1,100,133007
1759437240.749706,176042.000,25729,2,PR,1,100,133012
1759437240.789708,176082.000,25744,3,PR,1,100,133013
1759437240.829710,176122.000,25744,3,PR,1,100,133016
1759437240.869712,176162.000,25744,3,PR,1,100,133022
1759437240.909714,176202.000,25760,2,PR,1,100,133023
1759437240.949717,176242.000,25760,2,PR,1,100,133017
1759437240.994053,176286.333,25778,3,PR,1,100,133024
1759437241.038388,176330.667,25778,3,PR,1,100,133026
1759437241.082724,176375.000,25778,3,PR,1,100,133029
1759437241.122727,176415.000,25795,2,PR,1,100,133031
1759437241.162729,176455.000,25795,2,PR,1,100,133035
1759437241.202731,176495.000,25810,3,PR,1,100,133046
1759437241.242733,176535.000,25810,3,PR,1,100,133055
1759437241.282736,176575.000,25810,3,PR,1,100,133066
1759437241.322738,176615.000,25827,2,PR,1,100,133052
1759437241.362740,176655.000,25827,2,PR,1,100,133074
