LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,EM
1759437221.636620,156930,22679,4,EM,1,100,RS,RB,2025-10-02_16-33-41-332668.csv,PS
1759437221.836632,157130,22716,4,EM,1,100,RS,RB,2025-10-02_16-33-41-332668.csv,PS
1759437222.037643,157331,22749,4,EM,1,100,RS,RB,2025-10-02_16-33-41-332668.csv,PS
1759437222.238654,157532,22780,4,EM,1,100,RS,RB,2025-10-02_16-33-41-332668.csv,PS
1759437222.439666,157733,22812,4,EM,1,100,RS,RB,2025-10-02_16-33-41-332668.csv,PS
1759437222.640677,157934,22847,4,EM,1,100,RS,RB,2025-10-02_16-33-41-332668.csv,PS
1759437222.845689,158139,22879,4,EM,1,100,RS,RB,2025-10-02_16-33-41-332668.csv,PS
1759437223.045700,158339,22912,4,EM,1,100,RS,RB,2025-10-02_16-33-41-332668.csv,PS
1759437223.246711,158540,22943,4,EM,1,100,RS,RB,2025-10-02_16-33-41-332668.csv,PS
1759437223.447723,158741,22979,4,EM,1,100,RS,RB,2025-10-02_16-33-41-332668.csv,PS
1759437223.648734,158942,23011,4,EM,1,100,RS,RB,2025-10-02_16-33-41-332668.csv,PS
1759437223.849746,159143,23043,4,EM,1,100,RS,RB,2025-10-02_16-33-41-332668.csv,PS
1759437224.050757,159344,23075,4,EM,1,100,RS,RB,2025-10-02_16-33-41-332668.csv,PS
1759437224.251769,159545,23109,4,EM,1,100,RS,RB,2025-10-02_16-33-41-332668.csv,PS
1759437224.452780,159746,23142,4,EM,1,100,RS,RB,2025-10-02_16-33-41-332668.csv,PS
1759437224.653791,159947,23173,4,EM,1,100,RS,RB,2025-10-02_16-33-41-332668.csv,PS
1759437224.857803,160151,23206,4,EM,1,100,RS,RB,2025-10-02_16-33-41-332668.csv,PS
1759437225.058815,160352,23241,4,EM,1,100,RS,RB,2025-10-02_16-33-41-332668.csv,PS
1759437225.259826,160553,23272,4,EM,1,100,RS,RB,2025-10-02_16-33-41-332668.csv,PS
1759437225.460837,160754,23306,4,EM,1,100,RS,RB,2025-10-02_16-33-41-332668.csv,PS
1759437225.661849,160955,23336,4,EM,1,100,RS,RB,2025-10-02_16-33-41-332668.csv,PS
1759437225.862860,161156,23372,4,EM,1,100,RS,RB,2025-10-02_16-33-41-332668.csv,PS
1759437226.063872,161357,23402,4,EM,1,100,RS,RB,2025-10-02_16-33-41-332668.csv,PS
1759437226.264883,161558,23436,4,EM,1,100,RS,RB,2025-10-02_16-33-41-332668.csv,PS
1759437226.465894,161759,23467,4,EM,1,100,RS,RB,2025-10-02_16-33-41-332668.csv,PS
1759437226.666906,161960,23498,4,EM,1,100,RS,RB,2025-10-02_16-33-41-332668.csv,PS
1759437226.870917,162164,23531,4,EM,1,100,RS,RB,2025-10-02_16-33-41-332668.csv,PS
1759437227.071929,162365,23562,4,EM,1,100,RS,RB,2025-10-02_16-33-41-332668.csv,PS
1759437227.272940,162566,23595,4,EM,1,100,RS,RB,2025-10-02_16-33-41-332668.csv,PS
1759437227.473952,162767,23627,4,EM,1,100,RS,RB,2025-10-02_16-33-41-332668.csv,PS
1759437227.674963,162968,23660,4,EM,1,100,RS,RB,2025-10-02_16-33-41-332668.csv,PS
1759437227.875974,163169,23693,4,EM,1,100,RS,RB,2025-10-02_16-33-41-332668.csv,PS
1759437228.076986,163370,23727,4,EM,1,100,RS,RB,2025-10-02_16-33-41-332668.csv,PS
1759437228.277997,163571,23757,4,EM,1,100,RS,RB,2025-10-02_16-33-41-332668.csv,PS
1759437228.479009,163772,23791,4,EM,1,100,RS,RB,2025-10-02_16-33-41-332668.csv,PS
1759437228.680020,163973,23821,4,EM,1,100,RS,RB,2025-10-02_16-33-41-332668.csv,PS
1759437228.884032,164177,23853,4,EM,1,100,RS,RB,2025-10-02_16-33-41-332668.csv,PS
1759437229.120045,164413,23884,4,EM,1,100,RS,RB,2025-10-02_16-33-41-332668.csv,PS
1759437229.324057,164617,23917,4,EM,1,100,RS,RB,2025-10-02_16-33-41-332668.csv,PS
1759437229.524068,164817,23950,4,EM,1,100,RS,RB,2025-10-02_16-33-41-332668.csv,PS
1759437229.725080,165018,23983,4,EM,1,100,RS,RB,2025-10-02_16-33-41-332668.csv,PS
1759437229.926091,165219,24016,4,EM,1,100,RS,RB,2025-10-02_16-33-41-332668.csv,PS
1759437230.127102,165420,24048,4,EM,1,100,RS,RB,2025-10-02_16-33-41-332668.csv,PS
1759437230.328114,165621,24078,4,EM,1,100,RS,RB,2025-10-02_16-33-41-332668.csv,PS
1759437230.529125,165822,24110,4,EM,1,100,RS,RB,2025-10-02_16-33-41-332668.csv,PS
1759437230.838143,166131,24143,4,EM,1,100,RS,RB,2025-10-02_16-33-41-332668.csv,PS
1759437231.039154,166332,24176,4,EM,1,100,RS,RB,2025-10-02_16-33-41-332668.csv,PS
1759437231.240165,166533,24208,4,EM,1,100,RS,RB,2025-10-02_16-33-41-332668.csv,PS
1759437231.443177,166736,24238,4,EM,1,100,RS,RB,2025-10-02_16-33-41-332668.csv,PS
1759437231.644188,166937,24270,4,EM,1,100,RS,RB,2025-10-02_16-33-41-332668.csv,PS
1759437231.845200,167138,24304,4,EM,1,100,RS,RB,2025-10-02_16-33-41-332668.csv,PS
1759437232.046211,167339,24334,4,EM,1,100,RS,RB,2025-10-02_16-33-41-332668.csv,PS
1759437232.247223,167540,24368,4,EM,1,100,RS,RB,2025-10-02_16-33-41-332668.csv,PS
