LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,ED
1759437222.286657,157580,22796,0,ED,1,100,100
1759437240.044665,175337,25613,0,ED,1,100,100
1759437244.550921,179843,26312,0,ED,1,100,100
1759437269.602344,204893,30338,0,ED,1,100,100
