LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,MY
1759437225.882861,161176.000,23386,3,MY,1,100,-15
1759437225.922863,161216.000,23400,2,MY,1,100,-16
1759437225.962866,161256.000,23400,2,MY,1,100,-16
1759437226.002868,161296.000,23419,3,MY,1,100,-15
1759437226.042870,161336.000,23419,3,MY,1,100,-15
1759437226.082873,161376.000,23419,3,MY,1,100,-15
1759437226.122875,161416.000,23434,3,MY,1,100,-15
1759437226.162877,161456.000,23434,3,MY,1,100,-15
1759437226.202879,161496.000,23434,3,MY,1,100,-16
1759437226.242882,161536.000,23450,2,MY,1,100,-15
1759437226.282884,161576.000,23450,2,MY,1,100,-15
1759437226.322886,161616.000,23465,3,MY,1,100,-16
1759437226.362889,161656.000,23465,3,MY,1,100,-15
1759437226.402891,161696.000,23465,3,MY,1,100,-16
1759437226.449394,161742.500,23481,2,MY,1,100,-16
1759437226.495896,161789.000,23481,2,MY,1,100,-15
1759437226.535898,161829.000,23496,2,MY,1,100,-15
1759437226.575901,161869.000,23496,2,MY,1,100,-14
1759437226.615903,161909.000,23513,3,MY,1,100,-15
1759437226.655905,161949.000,23513,3,MY,1,100,-15
1759437226.695907,161989.000,23513,3,MY,1,100,-16
1759437226.735910,162029.000,23529,2,MY,1,100,-16
1759437226.775912,162069.000,23529,2,MY,1,100,-15
1759437226.815914,162109.000,23545,3,MY,1,100,-15
1759437226.855917,162149.000,23545,3,MY,1,100,-14
1759437226.895919,162189.000,23545,3,MY,1,100,-15
1759437226.935921,162229.000,23560,2,MY,1,100,-16
1759437226.975923,162269.000,23560,2,MY,1,100,-16
1759437227.015926,162309.000,23579,3,MY,1,100,-16
1759437227.055928,162349.000,23579,3,MY,1,100,-15
1759437227.095930,162389.000,23579,3,MY,1,100,-15
1759437227.135932,162429.000,23593,3,MY,1,100,-16
1759437227.175935,162469.000,23593,3,MY,1,100,-16
1759437227.215937,162509.000,23593,3,MY,1,100,-15
1759437227.255939,162549.000,23609,2,MY,1,100,-16
1759437227.295942,162589.000,23609,2,MY,1,100,-15
1759437227.335944,162629.000,23625,3,MY,1,100,-16
1759437227.375946,162669.000,23625,3,MY,1,100,-16
1759437227.415948,162709.000,23625,3,MY,1,100,-16
1759437227.455950,162749.000,23643,2,MY,1,100,-15
1759437227.495953,162789.000,23643,2,MY,1,100,-16
1759437227.535955,162829.000,23658,2,MY,1,100,-15
1759437227.575957,162869.000,23658,2,MY,1,100,-16
1759437227.620627,162913.667,23674,3,MY,1,100,-15
1759437227.665296,162958.333,23674,3,MY,1,100,-15
1759437227.709965,163003.000,23674,3,MY,1,100,-15
1759437227.749967,163043.000,23691,2,MY,1,100,-15
1759437227.789970,163083.000,23691,2,MY,1,100,-15
1759437227.829972,163123.000,23707,3,MY,1,100,-16
1759437227.869974,163163.000,23707,3,MY,1,100,-15
1759437227.909976,163203.000,23707,3,MY,1,100,-15
1759437227.949979,163243.000,23725,3,MY,1,100,-15
1759437227.989981,163283.000,23725,3,MY,1,100,-15
1759437228.029983,163323.000,23725,3,MY,1,100,-16
1759437228.069985,163363.000,23740,2,MY,1,100,-15
1759437228.109988,163403.000,23740,2,MY,1,100,-15
1759437228.149990,163443.000,23755,3,MY,1,100,-15
1759437228.189992,163483.000,23755,3,MY,1,100,-16
1759437228.229995,163523.000,23755,3,MY,1,100,-15
1759437228.269997,163563.000,23773,2,MY,1,100,-15
1759437228.309999,163603.000,23773,2,MY,1,100,-15
1759437228.349668,163642.667,23789,3,MY,1,100,-15
1759437228.389337,163682.333,23789,3,MY,1,100,-16
1759437228.429006,163722.000,23789,3,MY,1,100,-15
1759437228.469008,163762.000,23804,2,MY,1,100,-15
1759437228.509010,163802.000,23804,2,MY,1,100,-15
1759437228.549013,163842.000,23819,3,MY,1,100,-16
1759437228.589015,163882.000,23819,3,MY,1,100,-15
1759437228.629017,163922.000,23819,3,MY,1,100,-14
1759437228.669019,163962.000,23836,2,MY,1,100,-15
1759437228.709022,164002.000,23836,2,MY,1,100,-15
1759437228.756024,164049.000,23851,2,MY,1,100,-15
1759437228.803027,164096.000,23851,2,MY,1,100,-15
1759437228.843029,164136.000,23866,3,MY,1,100,-15
1759437228.883032,164176.000,23866,3,MY,1,100,-15
1759437228.923034,164216.000,23866,3,MY,1,100,-15
1759437228.963036,164256.000,23882,3,MY,1,100,-15
1759437229.003038,164296.000,23882,3,MY,1,100,-16
1759437229.043041,164336.000,23882,3,MY,1,100,-15
1759437229.083043,164376.000,23898,2,MY,1,100,-15
1759437229.123045,164416.000,23898,2,MY,1,100,-15
1759437229.163048,164456.000,23915,3,MY,1,100,-15
1759437229.203050,164496.000,23915,3,MY,1,100,-16
1759437229.243052,164536.000,23915,3,MY,1,100,-16
1759437229.283054,164576.000,23930,2,MY,1,100,-16
1759437229.323057,164616.000,23930,2,MY,1,100,-15
1759437229.363059,164656.000,23948,3,MY,1,100,-15
1759437229.403061,164696.000,23948,3,MY,1,100,-16
1759437229.443063,164736.000,23948,3,MY,1,100,-15
1759437229.483066,164776.000,23964,2,MY,1,100,-16
1759437229.523068,164816.000,23964,2,MY,1,100,-15
1759437229.563070,164856.000,23981,3,MY,1,100,-16
1759437229.603072,164896.000,23981,3,MY,1,100,-15
1759437229.643075,164936.000,23981,3,MY,1,100,-16
1759437229.683077,164976.000,23997,2,MY,1,100,-15
1759437229.723079,165016.000,23997,2,MY,1,100,-15
1759437229.763082,165056.000,24014,3,MY,1,100,-16
1759437229.803084,165096.000,24014,3,MY,1,100,-14
1759437229.843086,165136.000,24014,3,MY,1,100,-16
1759437229.883088,165176.000,24030,2,MY,1,100,-16
1759437229.923091,165216.000,24030,2,MY,1,100,-15
1759437229.967427,165260.333,24046,3,MY,1,100,-15
1759437230.011762,165304.667,24046,3,MY,1,100,-16
1759437230.056098,165349.000,24046,3,MY,1,100,-16
1759437230.096101,165389.000,24062,2,MY,1,100,-16
1759437230.136103,165429.000,24062,2,MY,1,100,-15
1759437230.176105,165469.000,24076,3,MY,1,100,-15
1759437230.216107,165509.000,24076,3,MY,1,100,-15
1759437230.256110,165549.000,24076,3,MY,1,100,-15
1759437230.296112,165589.000,24093,2,MY,1,100,-15
1759437230.336114,165629.000,24093,2,MY,1,100,-15
1759437230.376117,165669.000,24108,3,MY,1,100,-16
1759437230.416119,165709.000,24108,3,MY,1,100,-15
1759437230.456121,165749.000,24108,3,MY,1,100,-15
1759437230.496623,165789.500,24124,2,MY,1,100,-15
1759437230.537126,165830.000,24124,2,MY,1,100,-15
1759437230.577128,165870.000,24140,3,MY,1,100,-15
1759437230.617130,165910.000,24140,3,MY,1,100,-15
1759437230.657132,165950.000,24140,3,MY,1,100,-15
1759437230.696885,165989.750,24160,4,MY,1,100,-15
1759437230.736637,166029.500,24160,4,MY,1,100,-15
1759437230.776389,166069.250,24160,4,MY,1,100,-16
1759437230.816141,166109.000,24160,4,MY,1,100,-14
1759437230.856144,166149.000,24174,3,MY,1,100,-15
1759437230.896146,166189.000,24174,3,MY,1,100,-15
1759437230.936148,166229.000,24174,3,MY,1,100,-15
1759437230.976650,166269.500,24191,2,MY,1,100,-16
1759437231.017153,166310.000,24191,2,MY,1,100,-16
1759437231.056655,166349.500,24206,2,MY,1,100,-14
1759437231.096157,166389.000,24206,2,MY,1,100,-16
1759437231.140493,166433.333,24222,3,MY,1,100,-15
1759437231.184829,166477.667,24222,3,MY,1,100,-16
1759437231.229165,166522.000,24222,3,MY,1,100,-16
1759437231.269167,166562.000,24236,3,MY,1,100,-15
1759437231.309169,166602.000,24236,3,MY,1,100,-16
1759437231.349172,166642.000,24236,3,MY,1,100,-16
1759437231.389174,166682.000,24253,2,MY,1,100,-15
1759437231.429176,166722.000,24253,2,MY,1,100,-16
1759437231.469178,166762.000,24268,3,MY,1,100,-16
1759437231.509181,166802.000,24268,3,MY,1,100,-15
1759437231.549183,166842.000,24268,3,MY,1,100,-15
1759437231.589185,166882.000,24284,2,MY,1,100,-15
1759437231.629188,166922.000,24284,2,MY,1,100,-16
1759437231.669190,166962.000,24300,3,MY,1,100,-15
1759437231.709192,167002.000,24300,3,MY,1,100,-15
1759437231.749194,167042.000,24300,3,MY,1,100,-15
1759437231.789197,167082.000,24317,2,MY,1,100,-16
1759437231.829199,167122.000,24317,2,MY,1,100,-15
1759437231.869201,167162.000,24332,3,MY,1,100,-15
1759437231.909204,167202.000,24332,3,MY,1,100,-16
1759437231.949206,167242.000,24332,3,MY,1,100,-15
1759437231.989208,167282.000,24351,2,MY,1,100,-15
1759437232.029210,167322.000,24351,2,MY,1,100,-17
1759437232.069212,167362.000,24366,3,MY,1,100,-15
1759437232.109215,167402.000,24366,3,MY,1,100,-16
1759437232.149217,167442.000,24366,3,MY,1,100,-15
1759437232.195720,167488.500,24381,2,MY,1,100,-15
1759437232.242222,167535.000,24381,2,MY,1,100,-15
1759437232.282225,167575.000,24397,3,MY,1,100,-15
1759437232.322227,167615.000,24397,3,MY,1,100,-15
1759437232.362229,167655.000,24397,3,MY,1,100,-15
1759437232.402231,167695.000,24413,2,MY,1,100,-15
1759437232.442234,167735.000,24413,2,MY,1,100,-16
1759437232.482236,167775.000,24428,3,MY,1,100,-15
1759437232.522238,167815.000,24428,3,MY,1,100,-15
1759437232.562241,167855.000,24428,3,MY,1,100,-16
1759437232.602243,167895.000,24443,2,MY,1,100,-15
1759437232.642245,167935.000,24443,2,MY,1,100,-15
1759437232.682247,167975.000,24459,3,MY,1,100,-16
1759437232.722250,168015.000,24459,3,MY,1,100,-15
1759437232.762252,168055.000,24459,3,MY,1,100,-15
1759437232.802254,168095.000,24475,2,MY,1,100,-16
1759437232.842257,168135.000,24475,2,MY,1,100,-15
1759437232.882259,168175.000,24492,3,MY,1,100,-16
1759437232.922261,168215.000,24492,3,MY,1,100,-15
1759437232.962263,168255.000,24492,3,MY,1,100,-16
1759437233.002265,168295.000,24508,2,MY,1,100,-16
1759437233.042268,168335.000,24508,2,MY,1,100,-14
1759437233.082270,168375.000,24525,3,MY,1,100,-15
1759437233.122272,168415.000,24525,3,MY,1,100,-16
1759437233.162275,168455.000,24525,3,MY,1,100,-17
1759437233.202277,168495.000,24541,2,MY,1,100,-15
1759437233.242279,168535.000,24541,2,MY,1,100,-16
1759437233.286948,168579.667,24557,3,MY,1,100,-15
1759437233.331618,168624.333,24557,3,MY,1,100,-15
1759437233.376287,168669.000,24557,3,MY,1,100,-15
1759437233.416289,168709.000,24572,2,MY,1,100,-14
1759437233.456291,168749.000,24572,2,MY,1,100,-16
1759437233.496294,168789.000,24587,3,MY,1,100,-15
1759437233.536296,168829.000,24587,3,MY,1,100,-15
1759437233.576298,168869.000,24587,3,MY,1,100,-15
1759437233.616300,168909.000,24603,2,MY,1,100,-15
1759437233.656303,168949.000,24603,2,MY,1,100,-16
1759437233.696305,168989.000,24621,3,MY,1,100,-15
1759437233.736307,169029.000,24621,3,MY,1,100,-15
1759437233.776309,169069.000,24621,3,MY,1,100,-15
1759437233.816312,169109.000,24637,2,MY,1,100,-15
1759437233.856314,169149.000,24637,2,MY,1,100,-14
1759437233.896316,169189.000,24653,3,MY,1,100,-15
1759437233.936319,169229.000,24653,3,MY,1,100,-15
1759437233.976321,169269.000,24653,3,MY,1,100,-15
1759437234.016323,169309.000,24670,2,MY,1,100,-15
1759437234.056325,169349.000,24670,2,MY,1,100,-16
1759437234.096328,169389.000,24685,3,MY,1,100,-15
1759437234.136330,169429.000,24685,3,MY,1,100,-16
1759437234.176332,169469.000,24685,3,MY,1,100,-16
1759437234.215834,169508.500,24703,2,MY,1,100,-15
1759437234.255337,169548.000,24703,2,MY,1,100,-15
1759437234.295339,169588.000,24718,3,MY,1,100,-16
1759437234.335341,169628.000,24718,3,MY,1,100,-16
1759437234.375344,169668.000,24718,3,MY,1,100,-15
1759437234.415346,169708.000,24734,2,MY,1,100,-15
1759437234.455348,169748.000,24734,2,MY,1,100,-16
1759437234.500017,169792.667,24749,3,MY,1,100,-17
1759437234.544687,169837.333,24749,3,MY,1,100,-15
1759437234.589356,169882.000,24749,3,MY,1,100,-15
1759437234.629858,169922.500,24768,2,MY,1,100,-15
1759437234.670360,169963.000,24768,2,MY,1,100,-15
1759437234.710029,170002.667,24782,3,MY,1,100,-15
1759437234.749698,170042.333,24782,3,MY,1,100,-15
1759437234.789367,170082.000,24782,3,MY,1,100,-15
1759437234.829369,170122.000,24798,2,MY,1,100,-15
1759437234.869372,170162.000,24798,2,MY,1,100,-16
1759437234.909374,170202.000,24813,3,MY,1,100,-15
1759437234.949376,170242.000,24813,3,MY,1,100,-16
1759437234.989378,170282.000,24813,3,MY,1,100,-15
1759437235.029381,170322.000,24832,2,MY,1,100,-15
1759437235.069383,170362.000,24832,2,MY,1,100,-16
1759437235.109385,170402.000,24846,3,MY,1,100,-15
1759437235.149387,170442.000,24846,3,MY,1,100,-15
1759437235.189390,170482.000,24846,3,MY,1,100,-15
1759437235.229392,170522.000,24862,3,MY,1,100,-15
1759437235.269394,170562.000,24862,3,MY,1,100,-15
1759437235.309397,170602.000,24862,3,MY,1,100,-16
1759437235.349399,170642.000,24878,2,MY,1,100,-14
1759437235.389401,170682.000,24878,2,MY,1,100,-16
1759437235.429403,170722.000,24894,3,MY,1,100,-15
1759437235.469406,170762.000,24894,3,MY,1,100,-15
1759437235.509408,170802.000,24894,3,MY,1,100,-16
1759437235.549410,170842.000,24908,2,MY,1,100,-15
1759437235.589412,170882.000,24908,2,MY,1,100,-15
1759437235.636415,170929.000,24929,2,MY,1,100,-15
1759437235.683418,170976.000,24929,2,MY,1,100,-15
1759437235.723420,171016.000,24944,3,MY,1,100,-15
1759437235.763422,171056.000,24944,3,MY,1,100,-15
1759437235.803425,171096.000,24944,3,MY,1,100,-16
1759437235.843427,171136.000,24965,2,MY,1,100,-15
1759437235.883429,171176.000,24965,2,MY,1,100,-15
1759437235.923431,171216.000,24979,3,MY,1,100,-16
1759437235.963434,171256.000,24979,3,MY,1,100,-15
1759437236.003436,171296.000,24979,3,MY,1,100,-16
1759437236.043438,171336.000,24996,2,MY,1,100,-15
1759437236.083441,171376.000,24996,2,MY,1,100,-16
1759437236.123443,171416.000,25011,3,MY,1,100,-15
1759437236.163445,171456.000,25011,3,MY,1,100,-15
1759437236.203447,171496.000,25011,3,MY,1,100,-15
1759437236.243450,171536.000,25029,2,MY,1,100,-14
1759437236.283452,171576.000,25029,2,MY,1,100,-15
1759437236.323454,171616.000,25045,3,MY,1,100,-14
1759437236.363456,171656.000,25045,3,MY,1,100,-14
1759437236.403459,171696.000,25045,3,MY,1,100,-15
1759437236.443461,171736.000,25062,3,MY,1,100,-15
1759437236.483463,171776.000,25062,3,MY,1,100,-16
1759437236.523465,171816.000,25062,3,MY,1,100,-16
1759437236.563468,171856.000,25077,2,MY,1,100,-15
1759437236.603470,171896.000,25077,2,MY,1,100,-15
1759437236.643472,171936.000,25094,3,MY,1,100,-15
1759437236.683475,171976.000,25094,3,MY,1,100,-15
1759437236.723477,172016.000,25094,3,MY,1,100,-15
1759437236.769979,172062.500,25111,2,MY,1,100,-16
1759437236.816482,172109.000,25111,2,MY,1,100,-14
1759437236.856484,172149.000,25126,2,MY,1,100,-15
1759437236.896487,172189.000,25126,2,MY,1,100,-15
1759437236.936489,172229.000,25144,3,MY,1,100,-15
1759437236.976491,172269.000,25144,3,MY,1,100,-15
1759437237.016494,172309.000,25144,3,MY,1,100,-15
1759437237.056496,172349.000,25160,2,MY,1,100,-15
1759437237.096498,172389.000,25160,2,MY,1,100,-16
1759437237.136500,172429.000,25175,3,MY,1,100,-16
1759437237.176502,172469.000,25175,3,MY,1,100,-15
1759437237.216505,172509.000,25175,3,MY,1,100,-15
1759437237.256507,172549.000,25190,3,MY,1,100,-14
1759437237.296509,172589.000,25190,3,MY,1,100,-15
1759437237.336512,172629.000,25190,3,MY,1,100,-15
1759437237.376514,172669.000,25208,2,MY,1,100,-15
1759437237.416516,172709.000,25208,2,MY,1,100,-15
1759437237.456518,172749.000,25224,3,MY,1,100,-15
1759437237.496521,172789.000,25224,3,MY,1,100,-15
1759437237.536523,172829.000,25224,3,MY,1,100,-15
1759437237.576525,172869.000,25239,2,MY,1,100,-15
1759437237.616528,172909.000,25239,2,MY,1,100,-15
1759437237.656530,172949.000,25255,3,MY,1,100,-16
1759437237.696532,172989.000,25255,3,MY,1,100,-15
1759437237.736534,173029.000,25255,3,MY,1,100,-16
1759437237.776537,173069.000,25272,2,MY,1,100,-14
1759437237.816539,173109.000,25272,2,MY,1,100,-15
1759437237.856541,173149.000,25288,3,MY,1,100,-15
1759437237.896544,173189.000,25288,3,MY,1,100,-15
1759437237.936546,173229.000,25288,3,MY,1,100,-16
1759437237.982548,173275.000,25304,2,MY,1,100,-16
1759437238.028551,173321.000,25304,2,MY,1,100,-15
1759437238.068553,173361.000,25319,3,MY,1,100,-15
1759437238.108556,173401.000,25319,3,MY,1,100,-15
1759437238.148558,173441.000,25319,3,MY,1,100,-15
1759437238.188560,173481.000,25334,2,MY,1,100,-15
1759437238.228562,173521.000,25334,2,MY,1,100,-16
1759437238.268564,173561.000,25352,3,MY,1,100,-15
1759437238.308567,173601.000,25352,3,MY,1,100,-15
1759437238.348569,173641.000,25352,3,MY,1,100,-15
1759437238.388572,173681.000,25370,2,MY,1,100,-14
1759437238.428574,173721.000,25370,2,MY,1,100,-15
1759437238.468576,173761.000,25386,3,MY,1,100,-15
1759437238.508578,173801.000,25386,3,MY,1,100,-14
1759437238.548580,173841.000,25386,3,MY,1,100,-15
1759437238.588583,173881.000,25400,2,MY,1,100,-15
1759437238.628585,173921.000,25400,2,MY,1,100,-15
1759437238.668587,173961.000,25417,3,MY,1,100,-16
1759437238.708590,174001.000,25417,3,MY,1,100,-15
1759437238.748592,174041.000,25417,3,MY,1,100,-15
1759437238.788594,174081.000,25434,2,MY,1,100,-15
1759437238.828596,174121.000,25434,2,MY,1,100,-14
1759437238.868932,174161.333,25450,3,MY,1,100,-15
1759437238.909268,174201.667,25450,3,MY,1,100,-15
1759437238.949603,174242.000,25450,3,MY,1,100,-15
1759437238.989605,174282.000,25467,2,MY,1,100,-16
1759437239.029608,174322.000,25467,2,MY,1,100,-15
1759437239.073944,174366.333,25485,3,MY,1,100,-16
1759437239.118279,174410.667,25485,3,MY,1,100,-16
1759437239.162615,174455.000,25485,3,MY,1,100,-14
1759437239.202618,174495.000,25500,2,MY,1,100,-15
1759437239.242620,174535.000,25500,2,MY,1,100,-15
1759437239.282622,174575.000,25517,3,MY,1,100,-15
1759437239.322624,174615.000,25517,3,MY,1,100,-15
1759437239.362627,174655.000,25517,3,MY,1,100,-15
1759437239.402629,174695.000,25531,2,MY,1,100,-16
1759437239.442631,174735.000,25531,2,MY,1,100,-14
1759437239.482634,174775.000,25547,3,MY,1,100,-14
1759437239.522636,174815.000,25547,3,MY,1,100,-14
1759437239.562638,174855.000,25547,3,MY,1,100,-14
1759437239.602640,174895.000,25562,2,MY,1,100,-16
1759437239.642642,174935.000,25562,2,MY,1,100,-15
1759437239.682645,174975.000,25581,3,MY,1,100,-15
1759437239.722647,175015.000,25581,3,MY,1,100,-15
1759437239.762649,175055.000,25581,3,MY,1,100,-15
1759437239.802652,175095.000,25595,2,MY,1,100,-15
1759437239.842654,175135.000,25595,2,MY,1,100,-15
1759437239.882656,175175.000,25611,3,MY,1,100,-15
1759437239.922658,175215.000,25611,3,MY,1,100,-14
1759437239.962661,175255.000,25611,3,MY,1,100,-15
1759437240.002663,175295.000,25628,2,MY,1,100,-14
1759437240.042665,175335.000,25628,2,MY,1,100,-15
1759437240.082668,175375.000,25646,3,MY,1,100,-15
1759437240.122670,175415.000,25646,3,MY,1,100,-15
1759437240.162672,175455.000,25646,3,MY,1,100,-16
1759437240.209175,175501.500,25660,2,MY,1,100,-15
1759437240.255677,175548.000,25660,2,MY,1,100,-15
1759437240.295680,175588.000,25677,3,MY,1,100,-15
1759437240.335682,175628.000,25677,3,MY,1,100,-15
1759437240.375684,175668.000,25677,3,MY,1,100,-14
1759437240.415687,175708.000,25692,2,MY,1,100,-15
1759437240.455689,175748.000,25692,2,MY,1,100,-16
1759437240.495691,175788.000,25708,3,MY,1,100,-15
1759437240.535693,175828.000,25708,3,MY,1,100,-15
1759437240.575696,175868.000,25708,3,MY,1,100,-15
1759437240.615698,175908.000,25722,2,MY,1,100,-15
1759437240.655700,175948.000,25722,2,MY,1,100,-15
1759437240.695702,175988.000,25741,3,MY,1,100,-15
1759437240.735705,176028.000,25741,3,MY,1,100,-15
1759437240.775707,176068.000,25741,3,MY,1,100,-15
1759437240.815709,176108.000,25756,2,MY,1,100,-15
1759437240.855711,176148.000,25756,2,MY,1,100,-15
1759437240.895714,176188.000,25772,3,MY,1,100,-15
1759437240.935716,176228.000,25772,3,MY,1,100,-15
1759437240.975718,176268.000,25772,3,MY,1,100,-15
1759437241.015721,176308.000,25789,2,MY,1,100,-15
1759437241.055723,176348.000,25789,2,MY,1,100,-15
1759437241.095725,176388.000,25807,3,MY,1,100,-15
1759437241.135727,176428.000,25807,3,MY,1,100,-15
1759437241.175730,176468.000,25807,3,MY,1,100,-14
1759437241.215732,176508.000,25822,2,MY,1,100,-14
1759437241.255734,176548.000,25822,2,MY,1,100,-14
1759437241.295737,176588.000,25839,3,MY,1,100,-14
1759437241.335739,176628.000,25839,3,MY,1,100,-15
1759437241.375741,176668.000,25839,3,MY,1,100,-15
1759437241.422244,176714.500,25854,2,MY,1,100,-15
1759437241.468746,176761.000,25854,2,MY,1,100,-15
1759437241.508749,176801.000,25871,3,MY,1,100,-15
1759437241.548751,176841.000,25871,3,MY,1,100,-15
