t_sec,EmotiBit_1,EmotiBit_2,EmotiBit_3,EmotiBit_4,EmotiBit_5,EmotiBit_6,EmotiBit_7
63194,63.86853071218388,67.62637092501413,71.08505758797209,63.49315874090168,89.73998292921861,71.7521694446755,65.14706240337708
63195,58.84681202239314,66.88799456057433,72.89467481490966,62.92989052238098,86.34724650849073,73.721467964211,63.11347341462877
63196,56.23182446812814,66.41985691439199,73.67625861969553,65.15338246022813,81.66167949044174,73.72807209965835,62.31032163873964
63197,57.05074250535157,66.32964073824317,72.65175016534549,68.78370607139406,77.41591300717624,73.12997164892697,62.50816685440842
63198,59.27366531824657,66.79285487876193,71.63285861325686,72.00070473901513,74.65965060156756,72.00443695016578,64.71802800818116
63199,60.66190047294971,67.07802245483758,71.51640774623222,73.36856690567134,73.07664619929585,69.43842275367412,68.35789933268279
63200,63.06470589537871,67.38422856221106,71.13819995183889,73.57433199519235,71.99536727250556,66.67032179353892,71.5288392257356
63201,66.07392734398488,67.7687370565006,70.09667284117423,71.78622984937492,72.08420428827824,66.36661630562521,73.48189962816315
63202,69.7409609094328,68.04962376542777,69.72586578530436,69.52120012616373,72.85419525316489,67.19942523235083,74.24143390331133
63203,73.01444973049865,68.65892042406895,69.12028804600894,68.7700837469138,71.06250043703176,68.44514754600897,72.43450637474042
63204,74.69181928413494,68.47502814436659,69.00105669680289,70.77020638884126,68.84887563058922,69.2465478254978,68.55022739204563
63205,73.67465951943839,67.34583245479011,69.19981524341605,72.05881319843635,65.69225734472225,69.27647507102544,65.18576141026196
63206,70.33004528596425,67.10964598793173,70.78877382320789,73.39405620379816,61.58183419539107,69.11786069961188,62.96335759346143
63207,64.80488105060745,67.3054538099821,71.99260191344389,73.44963640604294,56.50953877705681,69.72864790724536,61.99013389601561
63208,60.10376180814435,66.30297863092207,72.88304608507309,71.90323318576185,53.921936864476514,69.48057623664633,62.81817581591597
63209,57.48521080063462,67.11111227464315,71.82907665641304,69.7260963889587,54.06995259581156,69.05081435281474,65.99581079798654
63210,56.49183035883347,69.95441987583561,70.9832475666669,69.90226010220766,56.95358597106197,68.80180042947828,68.32158944519422
63211,57.911819088098376,70.76264872784047,69.47155937554422,71.62837558539448,58.61696137346153,69.0680408175101,71.05108330023053
63212,60.57824785877739,70.17873793673758,67.893978860845,75.56446981156282,65.17568414183609,68.68487119043547,71.73939029989418
63213,62.41292091666323,71.01650261456788,66.79444304475872,80.3667850384149,76.62975427618562,68.12192532058052,71.93898872294068
63214,62.93484401969537,70.27236857382783,63.991887635543904,82.88754975685274,86.1675450317163,67.93041977666573,69.27690498456579
63215,65.08791628815662,68.25205055481119,63.54552725455626,83.0915199663772,91.40118333317018,67.93417819637266,66.88294615439182
63216,66.97743178206372,66.89739960510087,66.34224579642617,82.56077132094008,97.94159934373808,68.20176656761869,63.97219261949895
63217,68.50603417486916,67.56522120104455,67.00234532964275,80.05710163590618,99.14028343810044,68.1581255890053,62.81860111582627
63218,69.92055801232914,66.9154371726579,66.81628761845582,76.79607063524816,95.54122986407975,67.83532760554587,61.80894780960911
63219,70.26711619176764,66.90000627411334,71.4011270029608,76.38204484231893,92.50174271640762,67.74446338561486,63.15902008147623
63220,67.05283917665187,67.41437551312188,71.89606455240269,78.01141475067372,90.97455549746606,68.30584957591373,66.17698604433696
63221,63.159024511749976,68.65793343705587,69.77085361641853,77.58854891195526,91.12742167208198,68.68909405658817,69.6501493733674
63222,59.180681423390446,68.38845683388635,69.06427174186103,77.32810946937745,92.56880507122423,68.43110558490649,71.47635880178686
63223,55.826813995776035,68.7709030173441,68.98537498079172,76.44885245606008,95.40520936344384,67.95721809675987,71.42029609098503
63224,54.48193525487536,69.35399428215655,65.6969146889505,75.61221815906188,96.28093216119107,67.55940873128375,69.9208524760219
63225,56.1396519012237,68.95908557331725,64.24779704105327,72.69869369402286,97.31835304986814,67.58291997519089,67.48018947037373
63226,58.260340725779464,68.11362771967961,62.81834483759354,72.29982888542114,94.49251428062068,67.70811881390867,65.19696135550541
63227,61.41476405473905,68.09867561573196,62.58036936319197,71.4099200431355,91.45059358374245,67.39281771371274,63.92517152432493
63228,62.20408865555912,68.0689026237363,64.03483993157587,72.31535618554501,86.40478322593991,67.69008313591637,63.49759099742587
63229,63.1360671871883,67.23558406660813,66.47324591567974,72.76004299586843,82.49373028158077,68.68190901044801,64.08997153693463
63230,63.25962079019304,66.7519475312616,68.26768175592022,75.45789688749748,79.06228211793031,69.91343828752322,64.83312577938102
63231,62.610184295007606,66.56604251085304,69.7680713021667,77.07037971308726,77.5203069191285,70.34435550071015,64.38289348151986
63232,61.40278321771724,66.28562430555057,70.64596346012888,79.14642987370533,75.7447230687446,70.98435094220345,64.43290852140898
63233,62.25488431466607,65.57144810462061,70.28864705477594,78.73095942577011,75.54997502193159,71.54785184356817,65.20537153097487
63234,63.184258715075885,65.1885618425786,70.4975150515252,76.45378345616737,76.4765664779774,71.88788808933872,65.82467426963055
63235,64.66319861927028,65.04062512104494,69.27979148024542,72.1404545609329,79.91652761425777,70.99304565075086,66.3515029684302
63236,66.53682136750942,64.68557424146331,68.45939439451865,67.76288235828403,84.44045854318013,69.62895853538512,67.05998440071053
63237,68.41044411574858,64.12001674485836,67.63785662669963,63.91563172762797,89.84914750892426,68.54262377606717,67.26632162198669
63238,70.52030515368553,64.46992020470283,67.03824256401853,61.99730286209731,92.54970174670098,68.03034090545323,66.81590843074193
63239,71.02171481485394,64.80028183391292,65.02205371215518,62.30618363379854,94.18107312078908,67.71068271412692,65.84426840411314
63240,71.49155057743731,64.64877272154538,65.42001112712603,64.86843043192974,93.93696942210713,67.32211096167632,64.8092628750511
63241,70.50807393665875,64.43876350771275,66.39123631433206,69.41319980198122,93.5422403017895,67.29045291353043,63.844140267455984
63242,68.1899910033324,64.81050067586759,68.7833082144213,73.30929061811784,91.94776702569273,67.43568100134776,63.29232482619598
63243,65.57563567808369,64.79484438097816,70.99466776891869,75.19470597800891,90.38907533100216,67.99222192649559,63.31996771023264
63244,65.4308179813408,64.54608558080017,72.94956673384141,74.80422462905531,87.550437518162,68.3006100407157,64.13953574847594
