t_start,t_end,t_center,sync
63686,63716,63701.0,0.09671033209854749
63687,63717,63702.0,0.16461618787926896
63688,63718,63703.0,0.08013471508072097
63689,63719,63704.0,0.07195930361604161
63690,63720,63705.0,0.027664187106110332
63691,63721,63706.0,-0.02739779681821884
63692,63722,63707.0,-0.021291392132774072
63693,63723,63708.0,-0.015377023290679769
63694,63724,63709.0,0.0022613526732366113
63695,63725,63710.0,0.015584181978215627
63696,63726,63711.0,0.006723825021857674
63697,63727,63712.0,0.01836123193279145
63698,63728,63713.0,0.025690528092081825
63699,63729,63714.0,7.589175062738055e-05
63700,63730,63715.0,-0.015596841359718425
63701,63731,63716.0,-0.15584151345392505
63702,63732,63717.0,-0.18965034271017583
63703,63733,63718.0,-0.19600983086014304
63704,63734,63719.0,-0.2384815236581877
63705,63735,63720.0,-0.23399845154029392
63706,63736,63721.0,-0.23638178301804577
63707,63737,63722.0,-0.15967514641721797
63708,63738,63723.0,-0.15199792511149393
63709,63739,63724.0,-0.1358821800614687
63710,63740,63725.0,-0.13940406123704005
63711,63741,63726.0,-0.15407630933901317
63712,63742,63727.0,-0.1892682980568013
63713,63743,63728.0,-0.1762472045947589
63714,63744,63729.0,-0.22840709841586465
63715,63745,63730.0,-0.16631866086133526
63716,63746,63731.0,-0.1106003662107136
63717,63747,63732.0,-0.05814430856738095
63718,63748,63733.0,0.032128106672212275
63719,63749,63734.0,0.1809162350455744
63720,63750,63735.0,0.24084400545333645
63721,63751,63736.0,0.27679104012407235
63722,63752,63737.0,0.24417511080502027
63723,63753,63738.0,0.22469017143468498
63724,63754,63739.0,0.21354040375131134
63725,63755,63740.0,0.1984432375137002
63726,63756,63741.0,0.19262074702465404
63727,63757,63742.0,0.23827994646479475
63728,63758,63743.0,0.2733258750524607
63729,63759,63744.0,0.27879592239830114
63730,63760,63745.0,0.2416062882561269
63731,63761,63746.0,0.23335241216551883
63732,63762,63747.0,0.18122790282271925
63733,63763,63748.0,0.19968649842530076
63734,63764,63749.0,0.20197717076575095
63735,63765,63750.0,0.191137754111571
63736,63766,63751.0,0.19052788331988374
63737,63767,63752.0,0.17486232380043282
63738,63768,63753.0,0.15470902854381888
63739,63769,63754.0,0.18278009902595038
63740,63770,63755.0,0.14250384159279317
63741,63771,63756.0,0.12038644694827226
63742,63772,63757.0,0.08658877949477918
63743,63773,63758.0,0.08024913362630166
63744,63774,63759.0,0.07652718206379513
63745,63775,63760.0,0.07125132071514695
63746,63776,63761.0,0.059782589171137136
63747,63777,63762.0,0.0068971526197806575
63748,63778,63763.0,-0.06464888268769979
63749,63779,63764.0,-0.10155936361188134
63750,63780,63765.0,-0.1518459486261503
63751,63781,63766.0,-0.16274279710904513
63752,63782,63767.0,-0.1616193284517974
63753,63783,63768.0,-0.11779649767757618
63754,63784,63769.0,-0.13254278806901978
63755,63785,63770.0,-0.12443446968701136
63756,63786,63771.0,-0.09445857515424501
63757,63787,63772.0,-0.10858539640864213
63758,63788,63773.0,-0.04127359180809446
63759,63789,63774.0,-0.001463876873860138
63760,63790,63775.0,-0.067436527923076
63761,63791,63776.0,-0.01108327793606628
63762,63792,63777.0,-0.01959970709377665
63763,63793,63778.0,-0.06991411940451212
63764,63794,63779.0,-0.06334476624723588
63765,63795,63780.0,-0.05756970836999054
63766,63796,63781.0,-0.010576007029762705
63767,63797,63782.0,0.0025610773862931773
63768,63798,63783.0,0.027429147769155244
63769,63799,63784.0,0.011973008213591745
63770,63800,63785.0,0.00973077701092659
63771,63801,63786.0,0.05457680285867227
63772,63802,63787.0,0.0849793444496107
63773,63803,63788.0,0.04744734296861624
63774,63804,63789.0,0.04034263548791641
63775,63805,63790.0,0.06883074280160813
63776,63806,63791.0,0.07250915466047708
63777,63807,63792.0,0.0006613965375784684
63778,63808,63793.0,0.008346796172947103
63779,63809,63794.0,0.008498600553733445
63780,63810,63795.0,0.04047352777926676
63781,63811,63796.0,0.08085907291357242
63782,63812,63797.0,0.10574450895223339
63783,63813,63798.0,0.11843797516163226
63784,63814,63799.0,0.11613197400083648
63785,63815,63800.0,0.09879200757089243
63786,63816,63801.0,0.035439677525722066
63787,63817,63802.0,0.0034756093309310093
63788,63818,63803.0,-0.030092923232141834
63789,63819,63804.0,-0.04054345963735764
63790,63820,63805.0,-0.1024499410173939
63791,63821,63806.0,-0.09025338792101517
63792,63822,63807.0,-0.05586687190442975
63793,63823,63808.0,-0.08340209662996968
63794,63824,63809.0,0.0010163253129281174
63795,63825,63810.0,0.04408938938010127
63796,63826,63811.0,0.06355237491958776
63797,63827,63812.0,0.06674854972592559
63798,63828,63813.0,0.08381533515100163
63799,63829,63814.0,0.05811333352680001
63800,63830,63815.0,0.060503647932135037
63801,63831,63816.0,0.04566544313902506
63802,63832,63817.0,0.04413023353640704
63803,63833,63818.0,-0.04929837531655146
63804,63834,63819.0,-0.055291231474773266
63805,63835,63820.0,-0.05771289050245436
63806,63836,63821.0,-0.04617083307059623
63807,63837,63822.0,-0.07020698072083932
63808,63838,63823.0,-0.08868576766573281
63809,63839,63824.0,-0.045213314169606326
63810,63840,63825.0,0.04501626115672652
63811,63841,63826.0,0.13845699374366385
63812,63842,63827.0,0.17486522384115583
63813,63843,63828.0,0.19692558945746716
63814,63844,63829.0,0.16193467672225617
63815,63845,63830.0,0.12053232325410257
63816,63846,63831.0,0.07852590785629755
63817,63847,63832.0,0.04325893988579684
63818,63848,63833.0,0.009239465057627785
63819,63849,63834.0,0.007047229412628843
63820,63850,63835.0,-0.02990743363687162
63821,63851,63836.0,0.012167970088548908
63822,63852,63837.0,0.057816695768565164
63823,63853,63838.0,0.011310672847511659
63824,63854,63839.0,0.024628524835586477
63825,63855,63840.0,0.04884561171116694
63826,63856,63841.0,0.12109081881796112
63827,63857,63842.0,0.06105692098016337
63828,63858,63843.0,0.021515210406029786
63829,63859,63844.0,-0.06237072702198829
63830,63860,63845.0,-0.02544487753591266
63831,63861,63846.0,0.042365740137155314
63832,63862,63847.0,0.12583002531869925
63833,63863,63848.0,0.09439525394360794
63834,63864,63849.0,0.02277477534853422
63835,63865,63850.0,0.022621460196261788
63836,63866,63851.0,-0.034751066420779096
63837,63867,63852.0,-0.01956996880602001
63838,63868,63853.0,-0.037196842952690524
63839,63869,63854.0,-0.04308425361401232
63840,63870,63855.0,-0.056830067998661735
63841,63871,63856.0,-0.127920074628751
63842,63872,63857.0,-0.10854083918879703
63843,63873,63858.0,-0.07697347434893606
63844,63874,63859.0,-0.054970979015598526
63845,63875,63860.0,-0.06713759857515457
63846,63876,63861.0,-0.08210121043490459
63847,63877,63862.0,-0.09257663621606216
63848,63878,63863.0,-0.11570997179274263
63849,63879,63864.0,-0.09268107226430118
63850,63880,63865.0,-0.09324870421879719
63851,63881,63866.0,-0.12734085494370775
63852,63882,63867.0,-0.10936628358683498
63853,63883,63868.0,-0.19398812664274873
63854,63884,63869.0,-0.15792267386838038
63855,63885,63870.0,-0.13089302135422248
63856,63886,63871.0,-0.10301502365764162
63857,63887,63872.0,-0.03782650927725818
63858,63888,63873.0,-0.023581010952166654
63859,63889,63874.0,-0.04951940649098913
63860,63890,63875.0,-0.05743813582056196
63861,63891,63876.0,-0.030865159834880588
63862,63892,63877.0,-0.10946263948631758
63863,63893,63878.0,-0.12418437052000683
63864,63894,63879.0,-0.14909448227532965
63865,63895,63880.0,-0.1278721427353091
63866,63896,63881.0,-0.08073124056493214
63867,63897,63882.0,-0.006711530442867642
63868,63898,63883.0,0.04599424490073163
63869,63899,63884.0,0.057554520227699545
63870,63900,63885.0,0.05142400245768352
63871,63901,63886.0,-0.021877717213920123
63872,63902,63887.0,-0.009661190346764902
63873,63903,63888.0,0.026244682421777462
63874,63904,63889.0,-0.01473926270485491
63875,63905,63890.0,-0.046669317331579314
63876,63906,63891.0,-0.04706450970501197
63877,63907,63892.0,-0.04561452257995023
63878,63908,63893.0,-0.04104306373213688
63879,63909,63894.0,-0.01782716850758405
63880,63910,63895.0,-0.027534407016357162
63881,63911,63896.0,-0.07613457416525646
63882,63912,63897.0,-0.008096201926729083
63883,63913,63898.0,0.009396150515935574
63884,63914,63899.0,-0.02580641969218686
63885,63915,63900.0,-0.12090243171557165
63886,63916,63901.0,-0.06500829677918839
63887,63917,63902.0,-0.06233012202608705
63888,63918,63903.0,-0.12230009858767356
63889,63919,63904.0,-0.0666799037177732
63890,63920,63905.0,0.006438421641428062
63891,63921,63906.0,-0.08117683227583763
63892,63922,63907.0,-0.1082078657977598
63893,63923,63908.0,-0.09717358087217913
63894,63924,63909.0,-0.06186412979283826
63895,63925,63910.0,0.011908578712745884
63896,63926,63911.0,-0.04248920751506356
63897,63927,63912.0,-0.014702306035613687
63898,63928,63913.0,0.028711935161509647
63899,63929,63914.0,0.04583524853058937
63900,63930,63915.0,0.10097779746798355
63901,63931,63916.0,0.1847328815725248
63902,63932,63917.0,0.21190972340001935
63903,63933,63918.0,0.28440959250105785
63904,63934,63919.0,0.20904322601306527
63905,63935,63920.0,0.10551730486650164
63906,63936,63921.0,0.06496255721794973
63907,63937,63922.0,0.11053300264671592
63908,63938,63923.0,0.14610701513951735
63909,63939,63924.0,0.15027634053891714
63910,63940,63925.0,0.15208249572676508
63911,63941,63926.0,0.1467784582069793
63912,63942,63927.0,0.10765695169105999
63913,63943,63928.0,0.07197491943222702
63914,63944,63929.0,0.038105079882999805
63915,63945,63930.0,0.09690493718094757
63916,63946,63931.0,0.11151287362102923
