LslMarkerSourceTimestamp,LslLocalTimestamp,LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,T1
1032492.243418,1032492.243417,1760462422.056245,103049.000,13866,1,T1,1,100,31.588
1032492.377428,1032492.377427,1760462422.190256,103183.000,13882,1,T1,1,100,31.573
1032492.510438,1032492.510437,1760462422.323266,103316.000,13913,1,T1,1,100,31.567
1032492.643448,1032492.643447,1760462422.456276,103449.000,13930,1,T1,1,100,31.458
1032492.777458,1032492.777457,1760462422.590287,103583.000,13948,1,T1,1,100,31.553
1032492.910468,1032492.910467,1760462422.723297,103716.000,13979,1,T1,1,100,31.487
1032493.043478,1032493.043477,1760462422.856307,103849.000,13994,1,T1,1,100,31.565
1032493.177488,1032493.177487,1760462422.990318,103983.000,14011,1,T1,1,100,31.599
1032493.310498,1032493.310497,1760462423.123328,104116.000,14030,1,T1,1,100,31.578
1032493.443508,1032493.443506,1760462423.256338,104249.000,14060,1,T1,1,100,31.498
1032493.577518,1032493.577516,1760462423.390348,104383.000,14077,1,T1,1,100,31.499
1032493.710528,1032493.710526,1760462423.523359,104516.000,14092,1,T1,1,100,31.464
1032493.843538,1032493.843536,1760462423.656369,104649.000,14125,1,T1,1,100,31.555
1032493.977548,1032493.977546,1760462423.790379,104783.000,14141,1,T1,1,100,31.559
1032494.110558,1032494.110556,1760462423.923390,104916.000,14156,1,T1,1,100,31.632
1032494.243568,1032494.243566,1760462424.056400,105049.000,14189,1,T1,1,100,31.593
1032494.377578,1032494.377576,1760462424.190410,105183.000,14207,1,T1,1,100,31.576
1032494.510588,1032494.510586,1760462424.323421,105316.000,14223,1,T1,1,100,31.639
1032494.643598,1032494.643596,1760462424.456431,105449.000,14255,1,T1,1,100,31.631
1032494.777608,1032494.777606,1760462424.590441,105583.000,14271,1,T1,1,100,31.628
1032494.910618,1032494.910616,1760462424.723451,105716.000,14287,1,T1,1,100,31.662
1032495.043628,1032495.043626,1760462424.856462,105849.000,14321,1,T1,1,100,31.570
1032495.176638,1032495.176636,1760462424.989472,105982.000,14338,1,T1,1,100,31.637
1032495.310648,1032495.310646,1760462425.123482,106116.000,14353,1,T1,1,100,31.595
1032495.443658,1032495.443656,1760462425.256493,106249.000,14386,1,T1,1,100,31.612
1032495.576668,1032495.576666,1760462425.389503,106382.000,14402,1,T1,1,100,31.619
1032495.710678,1032495.710676,1760462425.523513,106516.000,14419,1,T1,1,100,31.623
1032495.843688,1032495.843686,1760462425.656523,106649.000,14450,1,T1,1,100,31.588
1032495.976698,1032495.976696,1760462425.789534,106782.000,14466,1,T1,1,100,31.574
1032496.110708,1032496.110706,1760462425.923544,106916.000,14483,1,T1,1,100,31.638
1032496.243718,1032496.243716,1760462426.056554,107049.000,14500,1,T1,1,100,31.560
1032496.376728,1032496.376726,1760462426.189565,107182.000,14530,1,T1,1,100,31.561
1032496.510738,1032496.510736,1760462426.323575,107316.000,14546,1,T1,1,100,31.562
1032496.643748,1032496.643746,1760462426.456585,107449.000,14562,1,T1,1,100,31.633
1032496.776757,1032496.776756,1760462426.589596,107582.000,14595,1,T1,1,100,31.664
1032496.910767,1032496.910766,1760462426.723606,107716.000,14610,1,T1,1,100,31.677
1032497.043777,1032497.043776,1760462426.856616,107849.000,14626,1,T1,1,100,31.719
1032497.176787,1032497.176786,1760462426.989626,107982.000,14657,1,T1,1,100,31.736
1032497.310797,1032497.310796,1760462427.123637,108116.000,14674,1,T1,1,100,31.673
1032497.443807,1032497.443806,1760462427.256647,108249.000,14690,1,T1,1,100,31.681
1032497.576817,1032497.576816,1760462427.389657,108382.000,14721,1,T1,1,100,31.649
1032497.710827,1032497.710826,1760462427.523668,108516.000,14736,1,T1,1,100,31.636
1032497.843837,1032497.843835,1760462427.656678,108649.000,14753,1,T1,1,100,31.700
1032497.976847,1032497.976845,1760462427.789688,108782.000,14785,1,T1,1,100,31.622
1032498.110857,1032498.110855,1760462427.923698,108916.000,14800,1,T1,1,100,31.801
1032498.243867,1032498.243865,1760462428.056709,109049.000,14819,1,T1,1,100,31.808
1032498.376877,1032498.376875,1760462428.189719,109182.000,14836,1,T1,1,100,31.669
1032498.509887,1032498.509885,1760462428.322729,109315.000,14867,1,T1,1,100,31.608
1032498.643897,1032498.643895,1760462428.456740,109449.000,14883,1,T1,1,100,31.653
1032498.776907,1032498.776905,1760462428.589750,109582.000,14900,1,T1,1,100,31.779
1032498.909917,1032498.909915,1760462428.722760,109715.000,14933,1,T1,1,100,31.656
1032499.043927,1032499.043925,1760462428.856771,109849.000,14949,1,T1,1,100,31.639
1032499.176937,1032499.176935,1760462428.989781,109982.000,14965,1,T1,1,100,31.560
1032499.309947,1032499.309945,1760462429.122791,110115.000,14997,1,T1,1,100,31.632
1032499.443957,1032499.443955,1760462429.256801,110249.000,15015,1,T1,1,100,31.664
1032499.576967,1032499.576965,1760462429.389812,110382.000,15031,1,T1,1,100,31.642
1032499.709977,1032499.709975,1760462429.522822,110515.000,15061,1,T1,1,100,31.632
1032499.843987,1032499.843985,1760462429.656832,110649.000,15078,1,T1,1,100,31.735
1032499.976997,1032499.976995,1760462429.789843,110782.000,15095,1,T1,1,100,31.708
1032500.110007,1032500.110005,1760462429.922853,110915.000,15126,1,T1,1,100,31.767
1032500.244017,1032500.244015,1760462430.056863,111049.000,15142,1,T1,1,100,31.828
1032500.377027,1032500.377025,1760462430.189873,111182.000,15157,1,T1,1,100,31.784
1032500.510037,1032500.510035,1760462430.322884,111315.000,15173,1,T1,1,100,31.765
1032500.644047,1032500.644045,1760462430.456894,111449.000,15206,1,T1,1,100,31.721
1032500.777057,1032500.777055,1760462430.589904,111582.000,15221,1,T1,1,100,31.773
1032500.910067,1032500.910065,1760462430.722915,111715.000,15238,1,T1,1,100,31.866
1032501.044077,1032501.044075,1760462430.856925,111849.000,15270,1,T1,1,100,31.907
1032501.177087,1032501.177085,1760462430.989935,111982.000,15286,1,T1,1,100,31.853
1032501.310096,1032501.310095,1760462431.122946,112115.000,15302,1,T1,1,100,31.795
1032501.444107,1032501.444105,1760462431.256956,112249.000,15333,1,T1,1,100,31.840
1032501.577116,1032501.577115,1760462431.389966,112382.000,15348,1,T1,1,100,31.860
1032501.710126,1032501.710125,1760462431.522976,112515.000,15366,1,T1,1,100,31.868
1032501.843136,1032501.843135,1760462431.655987,112648.000,15397,1,T1,1,100,31.801
1032501.977146,1032501.977145,1760462431.789997,112782.000,15412,1,T1,1,100,31.879
1032502.110156,1032502.110154,1760462431.923007,112915.000,15428,1,T1,1,100,31.877
1032502.243166,1032502.243164,1760462432.056018,113048.000,15461,1,T1,1,100,31.840
1032502.377176,1032502.377174,1760462432.190028,113182.000,15476,1,T1,1,100,31.789
1032502.510186,1032502.510184,1760462432.323038,113315.000,15493,1,T1,1,100,31.767
1032502.643196,1032502.643194,1760462432.456048,113448.000,15523,1,T1,1,100,31.793
1032502.777206,1032502.777204,1760462432.590059,113582.000,15540,1,T1,1,100,31.875
1032502.910216,1032502.910214,1760462432.723069,113715.000,15557,1,T1,1,100,31.733
1032503.043226,1032503.043224,1760462432.856079,113848.000,15572,1,T1,1,100,31.778
1032503.177236,1032503.177234,1760462432.990090,113982.000,15603,1,T1,1,100,31.798
1032503.310246,1032503.310244,1760462433.123100,114115.000,15621,1,T1,1,100,31.806
1032503.443256,1032503.443254,1760462433.256110,114248.000,15638,1,T1,1,100,31.810
1032503.577266,1032503.577264,1760462433.390121,114382.000,15669,1,T1,1,100,31.776
1032503.710276,1032503.710274,1760462433.523131,114515.000,15685,1,T1,1,100,31.903
1032503.843286,1032503.843284,1760462433.656141,114648.000,15701,1,T1,1,100,31.887
1032503.977296,1032503.977294,1760462433.790152,114782.000,15733,1,T1,1,100,31.738
1032504.110306,1032504.110304,1760462433.923162,114915.000,15749,1,T1,1,100,31.816
1032504.243316,1032504.243314,1760462434.056172,115048.000,15765,1,T1,1,100,31.885
1032504.377326,1032504.377324,1760462434.190182,115182.000,15795,1,T1,1,100,31.879
1032504.510336,1032504.510334,1760462434.323193,115315.000,15814,1,T1,1,100,31.806
1032504.643346,1032504.643344,1760462434.456203,115448.000,15829,1,T1,1,100,31.845
1032504.777356,1032504.777354,1760462434.590213,115582.000,15860,1,T1,1,100,31.933
1032504.910366,1032504.910364,1760462434.723223,115715.000,15876,1,T1,1,100,31.936
1032505.043376,1032505.043374,1760462434.856234,115848.000,15891,1,T1,1,100,31.866
1032505.177386,1032505.177384,1760462434.990244,115982.000,15910,1,T1,1,100,31.765
1032505.310396,1032505.310394,1760462435.123255,116115.000,15940,1,T1,1,100,31.934
1032505.443406,1032505.443404,1760462435.256265,116248.000,15955,1,T1,1,100,31.829
1032505.576416,1032505.576414,1760462435.389275,116381.000,15972,1,T1,1,100,31.784
1032505.710426,1032505.710424,1760462435.523285,116515.000,16002,1,T1,1,100,31.800
1032505.843435,1032505.843434,1760462435.656296,116648.000,16020,1,T1,1,100,31.914
1032505.976445,1032505.976444,1760462435.789306,116781.000,16036,1,T1,1,100,31.892
1032506.110455,1032506.110454,1760462435.923316,116915.000,16067,1,T1,1,100,31.847
1032506.243465,1032506.243464,1760462436.056326,117048.000,16084,1,T1,1,100,31.792
1032506.376475,1032506.376473,1760462436.189337,117181.000,16100,1,T1,1,100,31.945
1032506.510485,1032506.510483,1760462436.323347,117315.000,16131,1,T1,1,100,31.941
1032506.643495,1032506.643493,1760462436.456357,117448.000,16146,1,T1,1,100,31.833
1032506.776505,1032506.776503,1760462436.589368,117581.000,16164,1,T1,1,100,31.857
1032506.910515,1032506.910513,1760462436.723378,117715.000,16195,1,T1,1,100,31.938
1032507.043525,1032507.043523,1760462436.856388,117848.000,16210,1,T1,1,100,31.867
1032507.176535,1032507.176533,1760462436.989398,117981.000,16227,1,T1,1,100,31.907
1032507.310545,1032507.310543,1760462437.123409,118115.000,16242,1,T1,1,100,31.995
1032507.443555,1032507.443553,1760462437.256419,118248.000,16275,1,T1,1,100,31.998
1032507.576565,1032507.576563,1760462437.389429,118381.000,16291,1,T1,1,100,32.035
1032507.710575,1032507.710573,1760462437.523440,118515.000,16306,1,T1,1,100,32.015
1032507.843585,1032507.843583,1760462437.656450,118648.000,16337,1,T1,1,100,31.936
1032507.976595,1032507.976593,1760462437.789460,118781.000,16356,1,T1,1,100,31.866
1032508.110605,1032508.110603,1760462437.923471,118915.000,16372,1,T1,1,100,32.048
1032508.243615,1032508.243613,1760462438.056481,119048.000,16390,1,T1,1,100,31.985
1032508.376625,1032508.376623,1760462438.189491,119181.000,16408,1,T1,1,100,31.887
1032508.510635,1032508.510633,1760462438.323502,119315.000,16439,1,T1,1,100,31.951
1032508.643645,1032508.643643,1760462438.456512,119448.000,16454,1,T1,1,100,32.014
1032508.776655,1032508.776653,1760462438.589522,119581.000,16470,1,T1,1,100,31.935
1032508.909665,1032508.909663,1760462438.722532,119714.000,16506,1,T1,1,100,31.901
1032509.043675,1032509.043673,1760462438.856543,119848.000,16521,1,T1,1,100,31.993
1032509.176685,1032509.176683,1760462438.989553,119981.000,16538,1,T1,1,100,31.890
1032509.309695,1032509.309693,1760462439.122563,120114.000,16568,1,T1,1,100,31.953
1032509.443705,1032509.443703,1760462439.256574,120248.000,16583,1,T1,1,100,31.944
1032509.576715,1032509.576713,1760462439.389584,120381.000,16602,1,T1,1,100,31.976
1032509.709725,1032509.709723,1760462439.522594,120514.000,16632,1,T1,1,100,32.060
1032509.843735,1032509.843733,1760462439.656605,120648.000,16649,1,T1,1,100,31.991
1032509.976745,1032509.976743,1760462439.789615,120781.000,16667,1,T1,1,100,31.996
1032510.109755,1032510.109753,1760462439.922625,120914.000,16684,1,T1,1,100,32.034
1032510.243765,1032510.243763,1760462440.056635,121048.000,16715,1,T1,1,100,32.050
1032510.376775,1032510.376773,1760462440.189646,121181.000,16731,1,T1,1,100,31.951
1032510.509784,1032510.509783,1760462440.322656,121314.000,16747,1,T1,1,100,32.050
1032510.643794,1032510.643793,1760462440.456666,121448.000,16779,1,T1,1,100,32.057
1032510.776804,1032510.776802,1760462440.589677,121581.000,16795,1,T1,1,100,32.025
1032510.909814,1032510.909812,1760462440.722687,121714.000,16814,1,T1,1,100,31.975
1032511.043824,1032511.043822,1760462440.856697,121848.000,16844,1,T1,1,100,31.954
1032511.176834,1032511.176832,1760462440.989707,121981.000,16863,1,T1,1,100,32.015
1032511.309844,1032511.309842,1760462441.122718,122114.000,16878,1,T1,1,100,32.078
1032511.443854,1032511.443852,1760462441.256728,122248.000,16894,1,T1,1,100,32.104
1032511.576864,1032511.576862,1760462441.389738,122381.000,16925,1,T1,1,100,32.152
1032511.709874,1032511.709872,1760462441.522748,122514.000,16940,1,T1,1,100,32.137
1032511.843884,1032511.843882,1760462441.656759,122648.000,16959,1,T1,1,100,32.201
1032511.976894,1032511.976892,1760462441.789769,122781.000,16992,1,T1,1,100,32.193
1032512.109904,1032512.109902,1760462441.922780,122914.000,17007,1,T1,1,100,32.119
1032512.242914,1032512.242912,1760462442.055790,123047.000,17024,1,T1,1,100,32.087
1032512.376924,1032512.376922,1760462442.189800,123181.000,17056,1,T1,1,100,32.109
1032512.509934,1032512.509932,1760462442.322810,123314.000,17072,1,T1,1,100,32.047
1032512.642944,1032512.642942,1760462442.455821,123447.000,17088,1,T1,1,100,32.020
1032512.776954,1032512.776952,1760462442.589831,123581.000,17119,1,T1,1,100,32.044
1032512.909964,1032512.909962,1760462442.722841,123714.000,17139,1,T1,1,100,32.055
1032513.042974,1032513.042972,1760462442.855851,123847.000,17155,1,T1,1,100,32.095
1032513.176984,1032513.176982,1760462442.989862,123981.000,17191,1,T1,1,100,32.041
1032513.309994,1032513.309992,1760462443.122872,124114.000,17206,1,T1,1,100,32.018
1032513.443004,1032513.443002,1760462443.255883,124247.000,17224,1,T1,1,100,32.079
1032513.577014,1032513.577012,1760462443.389893,124381.000,17240,1,T1,1,100,32.105
1032513.710024,1032513.710022,1760462443.522903,124514.000,17270,1,T1,1,100,32.116
1032513.843034,1032513.843032,1760462443.655913,124647.000,17288,1,T1,1,100,32.192
1032513.977044,1032513.977042,1760462443.789924,124781.000,17305,1,T1,1,100,32.225
1032514.110054,1032514.110052,1760462443.922934,124914.000,17338,1,T1,1,100,32.168
1032514.243064,1032514.243062,1760462444.055944,125047.000,17354,1,T1,1,100,32.108
1032514.377074,1032514.377072,1760462444.189955,125181.000,17369,1,T1,1,100,32.118
1032514.510084,1032514.510082,1760462444.322965,125314.000,17400,1,T1,1,100,32.228
1032514.643094,1032514.643092,1760462444.455975,125447.000,17418,1,T1,1,100,32.241
1032514.777104,1032514.777102,1760462444.589985,125581.000,17433,1,T1,1,100,32.210
1032514.910114,1032514.910112,1760462444.722996,125714.000,17453,1,T1,1,100,32.304
1032515.043123,1032515.043121,1760462444.856006,125847.000,17483,1,T1,1,100,32.309
1032515.176133,1032515.176131,1760462444.989016,125980.000,17501,1,T1,1,100,32.311
1032515.310143,1032515.310141,1760462445.123027,126114.000,17517,1,T1,1,100,32.241
1032515.443153,1032515.443151,1760462445.256037,126247.000,17548,1,T1,1,100,32.175
1032515.576163,1032515.576161,1760462445.389047,126380.000,17563,1,T1,1,100,32.182
1032515.710173,1032515.710171,1760462445.523057,126514.000,17579,1,T1,1,100,32.256
1032515.843183,1032515.843181,1760462445.656068,126647.000,17613,1,T1,1,100,32.253
1032515.976193,1032515.976191,1760462445.789078,126780.000,17630,1,T1,1,100,32.180
1032516.110203,1032516.110201,1760462445.923088,126914.000,17646,1,T1,1,100,32.113
1032516.243213,1032516.243211,1760462446.056099,127047.000,17679,1,T1,1,100,32.155
1032516.376223,1032516.376221,1760462446.189109,127180.000,17694,1,T1,1,100,32.103
1032516.510233,1032516.510231,1760462446.323119,127314.000,17711,1,T1,1,100,32.080
1032516.643243,1032516.643241,1760462446.456130,127447.000,17726,1,T1,1,100,32.105
1032516.776253,1032516.776251,1760462446.589140,127580.000,17756,1,T1,1,100,32.152
1032516.910263,1032516.910261,1760462446.723150,127714.000,17778,1,T1,1,100,32.208
1032517.043273,1032517.043271,1760462446.856160,127847.000,17793,1,T1,1,100,32.161
1032517.176283,1032517.176281,1760462446.989171,127980.000,17824,1,T1,1,100,32.211
1032517.310293,1032517.310291,1760462447.123181,128114.000,17840,1,T1,1,100,32.233
1032517.443303,1032517.443301,1760462447.256191,128247.000,17855,1,T1,1,100,32.207
1032517.576313,1032517.576311,1760462447.389202,128380.000,17888,1,T1,1,100,32.125
1032517.710323,1032517.710321,1760462447.523212,128514.000,17905,1,T1,1,100,32.161
1032517.843333,1032517.843331,1760462447.656222,128647.000,17921,1,T1,1,100,32.211
1032517.976343,1032517.976341,1760462447.789232,128780.000,17937,1,T1,1,100,32.162
1032518.109353,1032518.109351,1760462447.922243,128913.000,17971,1,T1,1,100,32.070
1032518.243363,1032518.243361,1760462448.056253,129047.000,17989,1,T1,1,100,32.137
1032518.376373,1032518.376371,1760462448.189263,129180.000,18005,1,T1,1,100,32.095
1032518.510383,1032518.510381,1760462448.323274,129314.000,18038,1,T1,1,100,32.183
1032518.643393,1032518.643391,1760462448.456284,129447.000,18053,1,T1,1,100,32.221
1032518.776403,1032518.776401,1760462448.589294,129580.000,18069,1,T1,1,100,32.202
1032518.909413,1032518.909411,1760462448.722305,129713.000,18100,1,T1,1,100,32.300
1032519.043423,1032519.043421,1760462448.856315,129847.000,18115,1,T1,1,100,32.272
1032519.176433,1032519.176431,1760462448.989325,129980.000,18134,1,T1,1,100,32.153
1032519.309443,1032519.309440,1760462449.122335,130113.000,18164,1,T1,1,100,32.208
1032519.443453,1032519.443451,1760462449.256346,130247.000,18179,1,T1,1,100,32.196
1032519.576462,1032519.576460,1760462449.389356,130380.000,18196,1,T1,1,100,32.191
1032519.709472,1032519.709470,1760462449.522366,130513.000,18228,1,T1,1,100,32.225
1032519.843482,1032519.843480,1760462449.656377,130647.000,18244,1,T1,1,100,32.239
1032519.976492,1032519.976490,1760462449.789387,130780.000,18260,1,T1,1,100,32.281
1032520.109502,1032520.109500,1760462449.922397,130913.000,18291,1,T1,1,100,32.228
1032520.243512,1032520.243510,1760462450.056407,131047.000,18308,1,T1,1,100,32.240
1032520.376522,1032520.376520,1760462450.189418,131180.000,18324,1,T1,1,100,32.210
1032520.509532,1032520.509530,1760462450.322428,131313.000,18339,1,T1,1,100,32.268
1032520.643542,1032520.643540,1760462450.456438,131447.000,18370,1,T1,1,100,32.222
1032520.776552,1032520.776550,1760462450.589449,131580.000,18386,1,T1,1,100,32.344
1032520.909562,1032520.909560,1760462450.722459,131713.000,18404,1,T1,1,100,32.291
1032521.043572,1032521.043570,1760462450.856469,131847.000,18434,1,T1,1,100,32.374
1032521.176582,1032521.176580,1760462450.989480,131980.000,18451,1,T1,1,100,32.268
