TE0,TE1,TL0,TL1,LC0,LC1,LM0,LM1,TimeSyncsReceived,EmotiBitStartTime, EmotiBitEndTime, DataParserVersion
123945.000000,179666.000000,1760462442.953859,1760462498.679162,1032513.140979,1032568.866146,1032513.140981,1032568.866148,11,89566,204701,1.12.2
