LslMarkerSourceTimestamp,LslLocalTimestamp,LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,TX
1032569.339184,1032569.339181,1760462499.152199,180139,26140,4,TX,1,100,LC,1032569.0738274,LM,1032569.0738242
1032570.345259,1032570.345256,1760462500.158276,181145,26307,4,TX,1,100,LC,1032570.0789017,LM,1032570.0788976
1032571.165320,1032571.165318,1760462500.978340,181965,26436,4,TX,1,100,LC,1032571.0792695,LM,1032571.0792654
1032572.376411,1032572.376408,1760462502.189433,183176,26638,4,TX,1,100,LC,1032572.0795630,LM,1032572.0795666
1032573.345483,1032573.345481,1760462503.158508,184145,26792,4,TX,1,100,LC,1032573.0828893,LM,1032573.0828929
1032574.348558,1032574.348556,1760462504.161585,185148,26959,4,TX,1,100,LC,1032574.0870929,LM,1032574.0870966
1032575.358634,1032575.358631,1760462505.171663,186158,27121,4,TX,1,100,LC,1032575.0892064,LM,1032575.0892102
1032576.377710,1032576.377708,1760462506.190742,187177,27284,4,TX,1,100,LC,1032576.0911940,LM,1032576.0911899
1032577.391786,1032577.391783,1760462507.204820,188191,27449,4,TX,1,100,LC,1032577.0954166,LM,1032577.0954125
1032578.410862,1032578.410860,1760462508.223899,189210,27613,4,TX,1,100,LC,1032578.0984960,LM,1032578.0985049
1032579.375934,1032579.375932,1760462509.188974,190175,27772,4,TX,1,100,LC,1032579.1020739,LM,1032579.1020829
1032580.385010,1032580.385007,1760462510.198051,191184,27939,4,TX,1,100,LC,1032580.1068695,LM,1032580.1068810
1032593.386982,1032593.386979,1760462523.200055,204185,30003,4,TX,1,100,LC,1032593.1587009,LM,1032593.1587037
