LslMarkerSourceTimestamp,LslLocalTimestamp,LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,LM
1032558.083342,1032558.083340,1760462487.896329,168884,24306,8,LM,1,100,LR,1032558.0381281,LM,1032558.0381218,LC,1032558.0425815,LD,sync
1032559.105419,1032559.105416,1760462488.918408,169906,24480,8,LM,1,100,LR,1032559.0432268,LM,1032559.0432205,LC,1032559.0765445,LD,sync
1032560.126495,1032560.126492,1760462489.939487,170927,24646,8,LM,1,100,LR,1032560.0472399,LM,1032560.0472418,LC,1032560.0768374,LD,sync
1032561.085567,1032561.085564,1760462490.898561,171886,24792,8,LM,1,100,LR,1032561.0496640,LM,1032561.0496659,LC,1032561.0768219,LD,sync
1032562.084641,1032562.084639,1760462491.897638,172885,24957,8,LM,1,100,LR,1032562.0547192,LM,1032562.0547306,LC,1032562.0759144,LD,sync
1032563.086716,1032563.086714,1760462492.899716,173887,25119,8,LM,1,100,LR,1032563.0552150,LM,1032563.0552264,LC,1032563.0758062,LD,sync
1032564.132794,1032564.132792,1760462493.945796,174933,25290,8,LM,1,100,LR,1032564.0553636,LM,1032564.0553709,LC,1032564.0768467,LD,sync
1032565.092866,1032565.092864,1760462494.905871,175893,25438,8,LM,1,100,LR,1032565.0589004,LM,1032565.0589077,LC,1032565.0767904,LD,sync
1032566.117943,1032566.117940,1760462495.930950,176918,25603,8,LM,1,100,LR,1032566.0631901,LM,1032566.0631955,LC,1032566.0768152,LD,sync
1032567.099016,1032567.099014,1760462496.912026,177899,25767,8,LM,1,100,LR,1032567.0682716,LM,1032567.0682769,LC,1032567.0758698,LD,sync
1032568.125093,1032568.125090,1760462497.938105,178925,25932,8,LM,1,100,LR,1032568.0728227,LM,1032568.0728195,LC,1032568.0758089,LD,sync
1032569.124168,1032569.124165,1760462498.937182,179924,26108,8,LM,1,100,LR,1032569.0738274,LM,1032569.0738242,LC,1032569.0758051,LD,sync
1032570.145244,1032570.145242,1760462499.958261,180945,26272,8,LM,1,100,LR,1032570.0789017,LM,1032570.0788976,LC,1032570.1091927,LD,sync
1032571.158320,1032571.158317,1760462500.971339,181958,26435,8,LM,1,100,LR,1032571.0792695,LM,1032571.0792654,LC,1032571.1092242,LD,sync
1032572.122392,1032572.122389,1760462501.935413,182922,26589,8,LM,1,100,LR,1032572.0795630,LM,1032572.0795666,LC,1032572.1094690,LD,sync
1032573.122467,1032573.122464,1760462502.935491,183922,26757,8,LM,1,100,LR,1032573.0828893,LM,1032573.0828929,LC,1032573.1092561,LD,sync
1032574.138543,1032574.138540,1760462503.951569,184938,26926,8,LM,1,100,LR,1032574.0870929,LM,1032574.0870966,LC,1032574.1091932,LD,sync
1032575.152619,1032575.152616,1760462504.965647,185952,27087,8,LM,1,100,LR,1032575.0892064,LM,1032575.0892102,LC,1032575.1101751,LD,sync
1032576.176695,1032576.176693,1760462505.989727,186976,27250,8,LM,1,100,LR,1032576.0911940,LM,1032576.0911899,LC,1032576.1093405,LD,sync
1032577.124766,1032577.124763,1760462506.937800,187924,27399,8,LM,1,100,LR,1032577.0954166,LM,1032577.0954125,LC,1032577.1093905,LD,sync
1032578.122841,1032578.122838,1760462507.935877,188922,27564,8,LM,1,100,LR,1032578.0984960,LM,1032578.0985049,LC,1032578.1093195,LD,sync
1032579.131916,1032579.131913,1760462508.944955,189931,27740,8,LM,1,100,LR,1032579.1020739,LM,1032579.1020829,LC,1032579.1092334,LD,sync
1032580.152992,1032580.152990,1760462509.966033,190952,27904,8,LM,1,100,LR,1032580.1068695,LM,1032580.1068810,LC,1032580.1092539,LD,sync
1032593.240971,1032593.240968,1760462523.054044,204039,29987,8,LM,1,100,LR,1032593.1587009,LM,1032593.1587037,LC,1032593.1764127,LD,sync
