LslMarkerSourceTimestamp,LslLocalTimestamp,LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,PG
1032479.876494,1032479.876492,1760462409.689291,90683.000,11899,12,PG,1,100,5434
1032479.886494,1032479.886493,1760462409.699291,90693.000,11899,12,PG,1,100,5440
1032479.896495,1032479.896494,1760462409.709292,90703.000,11899,12,PG,1,100,5431
1032479.906496,1032479.906494,1760462409.719293,90713.000,11899,12,PG,1,100,5399
1032479.917097,1032479.917095,1760462409.729894,90723.600,11915,10,PG,1,100,5394
1032479.927697,1032479.927696,1760462409.740494,90734.200,11915,10,PG,1,100,5384
1032479.938298,1032479.938297,1760462409.751095,90744.800,11915,10,PG,1,100,5359
1032479.948899,1032479.948897,1760462409.761696,90755.400,11915,10,PG,1,100,5379
1032479.959500,1032479.959498,1760462409.772297,90766.000,11915,10,PG,1,100,5391
1032479.970101,1032479.970099,1760462409.782898,90776.600,11915,10,PG,1,100,5380
1032479.980701,1032479.980700,1760462409.793499,90787.200,11915,10,PG,1,100,5368
1032479.991302,1032479.991301,1760462409.804099,90797.800,11915,10,PG,1,100,5363
1032480.001903,1032480.001901,1760462409.814700,90808.400,11915,10,PG,1,100,5407
1032480.012504,1032480.012502,1760462409.825301,90819.000,11915,10,PG,1,100,5407
1032480.022838,1032480.022836,1760462409.835635,90829.333,11930,9,PG,1,100,5374
1032480.033172,1032480.033170,1760462409.845969,90839.667,11930,9,PG,1,100,5396
1032480.043506,1032480.043505,1760462409.856303,90850.000,11930,9,PG,1,100,5385
1032480.053840,1032480.053839,1760462409.866637,90860.333,11930,9,PG,1,100,5400
1032480.064174,1032480.064173,1760462409.876972,90870.667,11930,9,PG,1,100,5413
1032480.074508,1032480.074507,1760462409.887306,90881.000,11930,9,PG,1,100,5399
