LslMarkerSourceTimestamp,LslLocalTimestamp,LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,EL
1032486.317475,1032486.317474,1760462416.130288,97123.500,12932,2,EL,1,100,-8509.200195
1032486.383980,1032486.383979,1760462416.196793,97190.000,12932,2,EL,1,100,-8526.200195
1032486.450985,1032486.450984,1760462416.263798,97257.000,12949,2,EL,1,100,-8542.000000
1032486.517990,1032486.517989,1760462416.330803,97324.000,12949,2,EL,1,100,-8557.000000
1032486.583995,1032486.583994,1760462416.396808,97390.000,12964,1,EL,1,100,-8571.599609
1032486.651000,1032486.650999,1760462416.463814,97457.000,12981,2,EL,1,100,-8586.200195
1032486.718005,1032486.718004,1760462416.530819,97524.000,12981,2,EL,1,100,-8598.799805
1032486.784010,1032486.784009,1760462416.596824,97590.000,12996,1,EL,1,100,-8613.599609
1032486.851015,1032486.851014,1760462416.663829,97657.000,13013,2,EL,1,100,-8620.000000
1032486.918020,1032486.918019,1760462416.730834,97724.000,13013,2,EL,1,100,-8624.799805
1032486.984025,1032486.984023,1760462416.796839,97790.000,13028,1,EL,1,100,-8634.599609
1032487.051030,1032487.051028,1760462416.863844,97857.000,13043,2,EL,1,100,-8645.799805
1032487.118035,1032487.118033,1760462416.930850,97924.000,13043,2,EL,1,100,-8655.400391
1032487.184040,1032487.184038,1760462416.996855,97990.000,13061,1,EL,1,100,-8665.799805
1032487.250545,1032487.250543,1760462417.063360,98056.500,13077,2,EL,1,100,-8674.799805
1032487.317050,1032487.317048,1760462417.129865,98123.000,13077,2,EL,1,100,-8680.200195
1032487.384055,1032487.384053,1760462417.196870,98190.000,13092,1,EL,1,100,-8686.799805
1032487.450560,1032487.450558,1760462417.263375,98256.500,13108,2,EL,1,100,-8693.799805
1032487.517065,1032487.517063,1760462417.329880,98323.000,13108,2,EL,1,100,-8695.200195
1032487.584070,1032487.584068,1760462417.396886,98390.000,13123,1,EL,1,100,-8702.799805
1032487.650575,1032487.650573,1760462417.463391,98456.500,13139,2,EL,1,100,-8710.599609
1032487.717080,1032487.717078,1760462417.529896,98523.000,13139,2,EL,1,100,-8710.599609
1032487.784085,1032487.784083,1760462417.596901,98590.000,13156,1,EL,1,100,-8715.400391
1032487.850590,1032487.850588,1760462417.663406,98656.500,13172,2,EL,1,100,-8724.599609
1032487.917095,1032487.917093,1760462417.729911,98723.000,13172,2,EL,1,100,-8729.799805
1032487.984100,1032487.984098,1760462417.796916,98790.000,13187,1,EL,1,100,-8735.599609
1032488.050605,1032488.050603,1760462417.863422,98856.500,13203,2,EL,1,100,-8749.000000
1032488.117110,1032488.117108,1760462417.929927,98923.000,13203,2,EL,1,100,-8762.000000
1032488.184115,1032488.184113,1760462417.996932,98990.000,13221,1,EL,1,100,-8768.200195
1032488.250620,1032488.250618,1760462418.063437,99056.500,13240,2,EL,1,100,-8774.000000
1032488.317125,1032488.317123,1760462418.129942,99123.000,13240,2,EL,1,100,-8778.000000
1032488.384130,1032488.384128,1760462418.196947,99190.000,13255,1,EL,1,100,-8783.799805
1032488.450635,1032488.450633,1760462418.263453,99256.500,13272,2,EL,1,100,-8786.400391
1032488.517140,1032488.517138,1760462418.329958,99323.000,13272,2,EL,1,100,-8789.000000
1032488.584145,1032488.584143,1760462418.396963,99390.000,13287,1,EL,1,100,-8792.799805
1032488.650650,1032488.650648,1760462418.463468,99456.500,13303,2,EL,1,100,-8801.200195
1032488.717155,1032488.717153,1760462418.529973,99523.000,13303,2,EL,1,100,-8805.200195
1032488.784160,1032488.784158,1760462418.596978,99590.000,13317,1,EL,1,100,-8810.599609
1032488.850665,1032488.850663,1760462418.663483,99656.500,13334,2,EL,1,100,-8816.200195
1032488.917170,1032488.917168,1760462418.729989,99723.000,13334,2,EL,1,100,-8825.400391
1032488.984175,1032488.984173,1760462418.796994,99790.000,13349,2,EL,1,100,-8848.200195
1032489.051180,1032489.051178,1760462418.863999,99857.000,13349,2,EL,1,100,-8871.400391
1032489.117185,1032489.117183,1760462418.930004,99923.000,13365,1,EL,1,100,-8879.200195
1032489.184190,1032489.184188,1760462418.997009,99990.000,13380,2,EL,1,100,-8885.799805
1032489.251195,1032489.251193,1760462419.064014,100057.000,13380,2,EL,1,100,-8910.799805
1032489.317200,1032489.317198,1760462419.130019,100123.000,13396,1,EL,1,100,-8932.400391
1032489.384205,1032489.384203,1760462419.197025,100190.000,13415,2,EL,1,100,-8939.599609
1032489.451210,1032489.451208,1760462419.264030,100257.000,13415,2,EL,1,100,-8940.799805
1032489.517215,1032489.517213,1760462419.330035,100323.000,13432,1,EL,1,100,-8937.599609
1032489.584220,1032489.584218,1760462419.397040,100390.000,13446,2,EL,1,100,-8936.000000
1032489.651225,1032489.651223,1760462419.464045,100457.000,13446,2,EL,1,100,-8937.799805
1032489.717230,1032489.717228,1760462419.530050,100523.000,13462,1,EL,1,100,-8947.799805
1032489.784235,1032489.784233,1760462419.597055,100590.000,13478,2,EL,1,100,-8949.599609
1032489.851240,1032489.851238,1760462419.664061,100657.000,13478,2,EL,1,100,-8948.200195
1032489.917245,1032489.917243,1760462419.730066,100723.000,13494,1,EL,1,100,-8949.599609
1032489.984250,1032489.984248,1760462419.797071,100790.000,13510,2,EL,1,100,-8956.599609
1032490.051255,1032490.051253,1760462419.864076,100857.000,13510,2,EL,1,100,-8961.200195
1032490.117259,1032490.117258,1760462419.930081,100923.000,13526,1,EL,1,100,-8968.400391
1032490.184264,1032490.184263,1760462419.997087,100990.000,13542,2,EL,1,100,-8979.000000
1032490.251269,1032490.251268,1760462420.064092,101057.000,13542,2,EL,1,100,-8989.599609
1032490.317274,1032490.317273,1760462420.130097,101123.000,13558,1,EL,1,100,-9001.200195
1032490.383779,1032490.383778,1760462420.196602,101189.500,13574,2,EL,1,100,-9004.400391
1032490.450284,1032490.450283,1760462420.263107,101256.000,13574,2,EL,1,100,-9008.400391
1032490.517289,1032490.517288,1760462420.330112,101323.000,13591,1,EL,1,100,-9010.200195
1032490.583794,1032490.583793,1760462420.396617,101389.500,13606,2,EL,1,100,-9011.200195
1032490.650299,1032490.650298,1760462420.463122,101456.000,13606,2,EL,1,100,-9010.400391
1032490.717304,1032490.717303,1760462420.530128,101523.000,13622,1,EL,1,100,-9011.799805
1032490.783809,1032490.783808,1760462420.596633,101589.500,13638,2,EL,1,100,-9017.799805
1032490.850314,1032490.850313,1760462420.663138,101656.000,13638,2,EL,1,100,-9019.799805
1032490.917319,1032490.917318,1760462420.730143,101723.000,13653,1,EL,1,100,-9021.400391
1032490.983824,1032490.983823,1760462420.796648,101789.500,13670,2,EL,1,100,-9030.599609
1032491.050329,1032491.050328,1760462420.863153,101856.000,13670,2,EL,1,100,-9056.599609
1032491.117334,1032491.117333,1760462420.930158,101923.000,13686,1,EL,1,100,-9070.799805
1032491.183839,1032491.183837,1760462420.996664,101989.500,13702,2,EL,1,100,-9074.599609
1032491.250344,1032491.250342,1760462421.063169,102056.000,13702,2,EL,1,100,-9074.599609
1032491.317349,1032491.317347,1760462421.130174,102123.000,13719,2,EL,1,100,-9070.200195
1032491.384354,1032491.384352,1760462421.197179,102190.000,13719,2,EL,1,100,-9075.599609
1032491.450359,1032491.450357,1760462421.263184,102256.000,13734,1,EL,1,100,-9081.400391
1032491.517364,1032491.517362,1760462421.330189,102323.000,13753,2,EL,1,100,-9086.200195
1032491.584369,1032491.584367,1760462421.397195,102390.000,13753,2,EL,1,100,-9089.200195
1032491.650374,1032491.650372,1760462421.463200,102456.000,13768,1,EL,1,100,-9091.200195
1032491.717379,1032491.717377,1760462421.530205,102523.000,13783,2,EL,1,100,-9092.599609
1032491.784384,1032491.784382,1760462421.597210,102590.000,13783,2,EL,1,100,-9096.000000
1032491.850389,1032491.850387,1760462421.663215,102656.000,13799,1,EL,1,100,-9115.000000
1032491.917394,1032491.917392,1760462421.730220,102723.000,13817,2,EL,1,100,-9120.799805
1032491.984399,1032491.984397,1760462421.797225,102790.000,13817,2,EL,1,100,-9116.599609
1032492.050404,1032492.050402,1760462421.863230,102856.000,13832,1,EL,1,100,-9117.799805
1032492.117409,1032492.117407,1760462421.930236,102923.000,13850,2,EL,1,100,-9122.000000
1032492.184414,1032492.184412,1760462421.997241,102990.000,13850,2,EL,1,100,-9125.599609
1032492.250419,1032492.250417,1760462422.063246,103056.000,13865,1,EL,1,100,-9127.200195
1032492.317424,1032492.317422,1760462422.130251,103123.000,13881,2,EL,1,100,-9123.000000
1032492.384429,1032492.384427,1760462422.197256,103190.000,13881,2,EL,1,100,-9124.400391
1032492.450434,1032492.450432,1760462422.263261,103256.000,13896,1,EL,1,100,-9129.000000
1032492.517439,1032492.517437,1760462422.330267,103323.000,13912,2,EL,1,100,-9141.200195
1032492.584444,1032492.584442,1760462422.397272,103390.000,13912,2,EL,1,100,-9148.799805
1032492.650449,1032492.650447,1760462422.463277,103456.000,13929,1,EL,1,100,-9153.000000
1032492.717454,1032492.717452,1760462422.530282,103523.000,13947,2,EL,1,100,-9155.000000
1032492.784459,1032492.784457,1760462422.597287,103590.000,13947,2,EL,1,100,-9151.000000
1032492.850464,1032492.850462,1760462422.663292,103656.000,13963,1,EL,1,100,-9148.200195
1032492.917469,1032492.917467,1760462422.730298,103723.000,13978,2,EL,1,100,-9149.200195
1032492.984474,1032492.984472,1760462422.797303,103790.000,13978,2,EL,1,100,-9147.400391
1032493.050479,1032493.050477,1760462422.863308,103856.000,13993,1,EL,1,100,-9147.799805
1032493.117484,1032493.117482,1760462422.930313,103923.000,14010,2,EL,1,100,-9152.000000
1032493.184489,1032493.184487,1760462422.997318,103990.000,14010,2,EL,1,100,-9156.200195
1032493.250494,1032493.250492,1760462423.063323,104056.000,14029,1,EL,1,100,-9158.599609
1032493.317499,1032493.317497,1760462423.130328,104123.000,14045,2,EL,1,100,-9160.599609
1032493.384504,1032493.384502,1760462423.197334,104190.000,14045,2,EL,1,100,-9161.400391
1032493.450509,1032493.450507,1760462423.263339,104256.000,14059,1,EL,1,100,-9163.799805
1032493.517514,1032493.517512,1760462423.330344,104323.000,14076,2,EL,1,100,-9167.400391
1032493.584519,1032493.584517,1760462423.397349,104390.000,14076,2,EL,1,100,-9172.000000
1032493.650524,1032493.650522,1760462423.463354,104456.000,14091,1,EL,1,100,-9177.000000
1032493.717029,1032493.717027,1760462423.529859,104522.500,14109,2,EL,1,100,-9183.000000
1032493.783534,1032493.783532,1760462423.596364,104589.000,14109,2,EL,1,100,-9189.000000
1032493.850539,1032493.850537,1760462423.663370,104656.000,14124,2,EL,1,100,-9195.599609
1032493.917544,1032493.917542,1760462423.730375,104723.000,14124,2,EL,1,100,-9202.200195
1032493.983549,1032493.983547,1760462423.796380,104789.000,14140,1,EL,1,100,-9208.799805
1032494.050554,1032494.050552,1760462423.863385,104856.000,14155,2,EL,1,100,-9213.799805
1032494.117559,1032494.117557,1760462423.930390,104923.000,14155,2,EL,1,100,-9217.599609
1032494.183564,1032494.183562,1760462423.996395,104989.000,14172,1,EL,1,100,-9220.599609
1032494.250569,1032494.250567,1760462424.063401,105056.000,14188,2,EL,1,100,-9223.400391
1032494.317574,1032494.317572,1760462424.130406,105123.000,14188,2,EL,1,100,-9227.200195
1032494.383579,1032494.383577,1760462424.196411,105189.000,14206,1,EL,1,100,-9232.799805
1032494.450584,1032494.450582,1760462424.263416,105256.000,14222,2,EL,1,100,-9237.799805
1032494.517589,1032494.517587,1760462424.330421,105323.000,14222,2,EL,1,100,-9241.599609
1032494.583593,1032494.583592,1760462424.396426,105389.000,14240,1,EL,1,100,-9244.200195
1032494.650598,1032494.650597,1760462424.463431,105456.000,14254,2,EL,1,100,-9247.799805
1032494.717603,1032494.717602,1760462424.530437,105523.000,14254,2,EL,1,100,-9254.599609
1032494.783608,1032494.783607,1760462424.596442,105589.000,14270,1,EL,1,100,-9262.599609
1032494.850613,1032494.850612,1760462424.663447,105656.000,14286,2,EL,1,100,-9269.400391
1032494.917618,1032494.917617,1760462424.730452,105723.000,14286,2,EL,1,100,-9275.799805
1032494.983623,1032494.983622,1760462424.796457,105789.000,14304,1,EL,1,100,-9281.599609
1032495.050628,1032495.050627,1760462424.863462,105856.000,14320,2,EL,1,100,-9282.400391
1032495.117633,1032495.117632,1760462424.930467,105923.000,14320,2,EL,1,100,-9283.200195
1032495.183638,1032495.183637,1760462424.996472,105989.000,14337,1,EL,1,100,-9285.799805
1032495.250643,1032495.250642,1760462425.063478,106056.000,14352,2,EL,1,100,-9288.200195
1032495.317648,1032495.317647,1760462425.130483,106123.000,14352,2,EL,1,100,-9292.599609
1032495.383653,1032495.383652,1760462425.196488,106189.000,14368,1,EL,1,100,-9296.200195
1032495.450658,1032495.450657,1760462425.263493,106256.000,14385,2,EL,1,100,-9300.200195
1032495.517663,1032495.517662,1760462425.330498,106323.000,14385,2,EL,1,100,-9306.799805
1032495.583668,1032495.583666,1760462425.396503,106389.000,14401,1,EL,1,100,-9311.599609
1032495.650673,1032495.650671,1760462425.463509,106456.000,14418,2,EL,1,100,-9315.400391
1032495.717678,1032495.717676,1760462425.530514,106523.000,14418,2,EL,1,100,-9319.000000
1032495.783683,1032495.783681,1760462425.596519,106589.000,14434,1,EL,1,100,-9321.000000
1032495.850688,1032495.850686,1760462425.663524,106656.000,14449,2,EL,1,100,-9321.000000
1032495.917693,1032495.917691,1760462425.730529,106723.000,14449,2,EL,1,100,-9321.799805
1032495.983698,1032495.983696,1760462425.796534,106789.000,14465,1,EL,1,100,-9323.799805
1032496.050703,1032496.050701,1760462425.863539,106856.000,14482,2,EL,1,100,-9325.400391
1032496.117708,1032496.117706,1760462425.930545,106923.000,14482,2,EL,1,100,-9327.000000
1032496.183713,1032496.183711,1760462425.996550,106989.000,14499,1,EL,1,100,-9329.200195
1032496.250718,1032496.250716,1760462426.063555,107056.000,14514,2,EL,1,100,-9331.000000
1032496.317723,1032496.317721,1760462426.130560,107123.000,14514,2,EL,1,100,-9332.599609
1032496.384228,1032496.384226,1760462426.197065,107189.500,14529,2,EL,1,100,-9333.000000
1032496.450733,1032496.450731,1760462426.263570,107256.000,14529,2,EL,1,100,-9332.799805
1032496.517738,1032496.517736,1760462426.330575,107323.000,14545,1,EL,1,100,-9333.000000
1032496.584243,1032496.584241,1760462426.397081,107389.500,14561,2,EL,1,100,-9334.000000
1032496.650748,1032496.650746,1760462426.463586,107456.000,14561,2,EL,1,100,-9336.599609
1032496.717753,1032496.717751,1760462426.530591,107523.000,14578,1,EL,1,100,-9338.000000
1032496.784258,1032496.784256,1760462426.597096,107589.500,14594,2,EL,1,100,-9341.000000
1032496.850763,1032496.850761,1760462426.663601,107656.000,14594,2,EL,1,100,-9344.000000
1032496.917768,1032496.917766,1760462426.730606,107723.000,14609,1,EL,1,100,-9345.200195
1032496.984273,1032496.984271,1760462426.797112,107789.500,14625,2,EL,1,100,-9347.400391
1032497.050778,1032497.050776,1760462426.863617,107856.000,14625,2,EL,1,100,-9348.400391
1032497.117783,1032497.117781,1760462426.930622,107923.000,14640,1,EL,1,100,-9349.200195
1032497.184288,1032497.184286,1760462426.997127,107989.500,14656,2,EL,1,100,-9350.400391
1032497.250793,1032497.250791,1760462427.063632,108056.000,14656,2,EL,1,100,-9351.799805
1032497.316798,1032497.316796,1760462427.129637,108122.000,14673,1,EL,1,100,-9351.400391
1032497.383803,1032497.383801,1760462427.196642,108189.000,14689,2,EL,1,100,-9352.200195
1032497.450808,1032497.450806,1760462427.263648,108256.000,14689,2,EL,1,100,-9355.000000
1032497.517813,1032497.517811,1760462427.330653,108323.000,14705,1,EL,1,100,-9358.599609
1032497.584318,1032497.584316,1760462427.397158,108389.500,14720,2,EL,1,100,-9359.799805
1032497.650823,1032497.650821,1760462427.463663,108456.000,14720,2,EL,1,100,-9362.400391
1032497.716828,1032497.716826,1760462427.529668,108522.000,14735,1,EL,1,100,-9364.200195
1032497.783833,1032497.783831,1760462427.596673,108589.000,14752,2,EL,1,100,-9366.799805
1032497.850838,1032497.850836,1760462427.663678,108656.000,14752,2,EL,1,100,-9370.799805
1032497.917843,1032497.917841,1760462427.730684,108723.000,14769,1,EL,1,100,-9375.799805
1032497.984348,1032497.984346,1760462427.797189,108789.500,14784,2,EL,1,100,-9382.599609
1032498.050853,1032498.050851,1760462427.863694,108856.000,14784,2,EL,1,100,-9388.599609
1032498.116858,1032498.116856,1760462427.929699,108922.000,14799,1,EL,1,100,-9395.599609
1032498.183863,1032498.183861,1760462427.996704,108989.000,14818,2,EL,1,100,-9400.200195
1032498.250868,1032498.250866,1760462428.063709,109056.000,14818,2,EL,1,100,-9403.400391
1032498.316873,1032498.316871,1760462428.129714,109122.000,14835,1,EL,1,100,-9409.000000
1032498.383878,1032498.383876,1760462428.196720,109189.000,14851,2,EL,1,100,-9414.000000
1032498.450883,1032498.450881,1760462428.263725,109256.000,14851,2,EL,1,100,-9419.400391
1032498.517388,1032498.517386,1760462428.330230,109322.500,14866,2,EL,1,100,-9423.000000
1032498.583893,1032498.583891,1760462428.396735,109389.000,14866,2,EL,1,100,-9427.000000
