LslMarkerSourceTimestamp,LslLocalTimestamp,LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,TX
1032558.099343,1032558.099341,1760462487.912331,168900,24308,4,TX,1,100,TL,2025-10-14_13-21-27-855574,LC,1032558.0425842
1032559.310434,1032559.310431,1760462489.123424,170111,24513,4,TX,1,100,TL,2025-10-14_13-21-28-889539,LC,1032559.0765471
1032560.334510,1032560.334508,1760462490.147503,171135,24680,4,TX,1,100,TL,2025-10-14_13-21-29-889835,LC,1032560.0768410
1032561.348586,1032561.348584,1760462491.161582,172149,24842,4,TX,1,100,TL,2025-10-14_13-21-30-889822,LC,1032561.0768250
1032562.313658,1032562.313656,1760462492.126656,173114,24992,4,TX,1,100,TL,2025-10-14_13-21-31-888916,LC,1032562.0759168
1032563.320734,1032563.320731,1760462493.133734,174121,25157,4,TX,1,100,TL,2025-10-14_13-21-32-888810,LC,1032563.0758086
1032564.344810,1032564.344808,1760462494.157813,175145,25324,4,TX,1,100,TL,2025-10-14_13-21-33-889853,LC,1032564.0768492
1032565.372887,1032565.372885,1760462495.185892,176173,25488,4,TX,1,100,TL,2025-10-14_13-21-34-889801,LC,1032565.0767941
1032566.330959,1032566.330956,1760462496.143966,177131,25638,4,TX,1,100,TL,2025-10-14_13-21-35-889827,LC,1032566.0768176
1032567.337034,1032567.337032,1760462497.150044,178137,25803,4,TX,1,100,TL,2025-10-14_13-21-36-888884,LC,1032567.0758723
1032568.338109,1032568.338106,1760462498.151121,179138,25970,4,TX,1,100,TL,2025-10-14_13-21-37-888826,LC,1032568.0758122
1032569.350185,1032569.350182,1760462499.163199,180150,26141,4,TX,1,100,TL,2025-10-14_13-21-38-888825,LC,1032569.0758087
1032570.351260,1032570.351257,1760462500.164277,181151,26308,4,TX,1,100,TL,2025-10-14_13-21-39-922214,LC,1032570.1091955
1032571.176321,1032571.176319,1760462500.989340,181976,26437,4,TX,1,100,TL,2025-10-14_13-21-40-922249,LC,1032571.1092276
1032572.387412,1032572.387409,1760462502.200434,183187,26639,4,TX,1,100,TL,2025-10-14_13-21-41-922497,LC,1032572.1094735
1032573.351484,1032573.351481,1760462503.164508,184151,26793,4,TX,1,100,TL,2025-10-14_13-21-42-922286,LC,1032573.1092595
1032574.358559,1032574.358557,1760462504.171586,185158,26960,4,TX,1,100,TL,2025-10-14_13-21-43-922225,LC,1032574.1091962
1032575.365634,1032575.365632,1760462505.178664,186165,27122,4,TX,1,100,TL,2025-10-14_13-21-44-923210,LC,1032575.1101787
1032576.386711,1032576.386708,1760462506.199743,187186,27285,4,TX,1,100,TL,2025-10-14_13-21-45-922377,LC,1032576.1093434
1032577.400787,1032577.400784,1760462507.213821,188200,27450,4,TX,1,100,TL,2025-10-14_13-21-46-922431,LC,1032577.1093946
1032578.416863,1032578.416860,1760462508.229899,189216,27614,4,TX,1,100,TL,2025-10-14_13-21-47-922361,LC,1032578.1093223
1032579.384935,1032579.384932,1760462509.197974,190184,27773,4,TX,1,100,TL,2025-10-14_13-21-48-922277,LC,1032579.1092361
1032580.391010,1032580.391008,1760462510.204052,191190,27940,4,TX,1,100,TL,2025-10-14_13-21-49-922299,LC,1032580.1092561
1032593.392983,1032593.392980,1760462523.206056,204191,30004,4,TX,1,100,TL,2025-10-14_13-22-02-989491,LC,1032593.1764154
