LslMarkerSourceTimestamp,LslLocalTimestamp,LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,TX
1032478.935423,1032478.935422,1760462408.748218,89742,11748,4,TX,1,100,TL,2025-10-14_13-20-08-555833,LC,1032478.7430374
1032479.910496,1032479.910495,1760462409.723293,90717,11895,4,TX,1,100,TL,2025-10-14_13-20-09-555387,LC,1032479.7425888
1032480.898570,1032480.898568,1760462410.711370,91705,12054,4,TX,1,100,TL,2025-10-14_13-20-10-555381,LC,1032480.7425805
1032481.902645,1032481.902644,1760462411.715447,92709,12216,4,TX,1,100,TL,2025-10-14_13-20-11-555311,LC,1032481.7425082
1032482.913721,1032482.913719,1760462412.726525,93720,12383,4,TX,1,100,TL,2025-10-14_13-20-12-555437,LC,1032482.7426319
1032483.774785,1032483.774784,1760462413.587591,94581,12514,4,TX,1,100,TL,2025-10-14_13-20-13-555378,LC,1032483.7425702
1032484.947873,1032484.947871,1760462414.760682,95754,12704,4,TX,1,100,TL,2025-10-14_13-20-14-556351,LC,1032484.7435400
1032508.960669,1032508.960667,1760462438.773536,119765,16497,4,TX,1,100,TL,2025-10-14_13-20-38-655395,LC,1032508.8425262
1032509.960743,1032509.960741,1760462439.773613,120765,16660,4,TX,1,100,TL,2025-10-14_13-20-39-655965,LC,1032509.8430935
1032510.936816,1032510.936814,1760462440.749689,121741,16807,4,TX,1,100,TL,2025-10-14_13-20-40-689721,LC,1032510.8768470
1032511.941892,1032511.941890,1760462441.754766,122746,16971,4,TX,1,100,TL,2025-10-14_13-20-41-689705,LC,1032511.8768286
1032512.947967,1032512.947965,1760462442.760844,123752,17131,4,TX,1,100,TL,2025-10-14_13-20-42-688875,LC,1032512.8759962
1032513.952042,1032513.952040,1760462443.764922,124756,17299,4,TX,1,100,TL,2025-10-14_13-20-43-688832,LC,1032513.8759508
1032514.913114,1032514.913112,1760462444.725996,125717,17446,4,TX,1,100,TL,2025-10-14_13-20-44-689783,LC,1032514.8768994
1032515.988194,1032515.988192,1760462445.801079,126792,17624,4,TX,1,100,TL,2025-10-14_13-20-45-688729,LC,1032515.8758422
1032516.962267,1032516.962265,1760462446.775154,127766,17769,4,TX,1,100,TL,2025-10-14_13-20-46-688854,LC,1032516.8759652
1032539.245933,1032539.245931,1760462469.058875,150048,21282,4,TX,1,100,TL,2025-10-14_13-21-08-788860,LC,1032538.9759170
1032540.259009,1032540.259007,1760462470.071953,151061,21444,4,TX,1,100,TL,2025-10-14_13-21-09-788868,LC,1032539.9759224
1032541.233082,1032541.233080,1760462471.046028,152035,21591,4,TX,1,100,TL,2025-10-14_13-21-10-789754,LC,1032540.9768060
1032542.243158,1032542.243155,1760462472.056106,153045,21756,4,TX,1,100,TL,2025-10-14_13-21-11-789023,LC,1032541.9760730
1032543.240232,1032543.240230,1760462473.053183,154042,21920,4,TX,1,100,TL,2025-10-14_13-21-12-789185,LC,1032542.9762321
1032544.244307,1032544.244305,1760462474.057261,155046,22090,4,TX,1,100,TL,2025-10-14_13-21-13-789770,LC,1032543.9768148
1032545.054368,1032545.054365,1760462474.867323,155856,22222,4,TX,1,100,TL,2025-10-14_13-21-14-822193,LC,1032545.0092353
1032546.257458,1032546.257455,1760462476.070416,157059,22416,4,TX,1,100,TL,2025-10-14_13-21-15-822183,LC,1032546.0092230
1032547.272534,1032547.272531,1760462477.085495,158074,22579,4,TX,1,100,TL,2025-10-14_13-21-16-823089,LC,1032547.0101267
1032548.296610,1032548.296608,1760462478.109574,159098,22741,4,TX,1,100,TL,2025-10-14_13-21-17-822145,LC,1032548.0091797
1032549.266683,1032549.266680,1760462479.079648,160068,22891,4,TX,1,100,TL,2025-10-14_13-21-18-822213,LC,1032549.0092461
1032550.266758,1032550.266755,1760462480.079726,161068,23053,4,TX,1,100,TL,2025-10-14_13-21-19-822219,LC,1032550.0092494
1032551.286834,1032551.286831,1760462481.099805,162088,23216,4,TX,1,100,TL,2025-10-14_13-21-20-823139,LC,1032551.0101665
1032552.272908,1032552.272905,1760462482.085881,163074,23373,4,TX,1,100,TL,2025-10-14_13-21-21-855590,LC,1032552.0426152
1032553.292984,1032553.292981,1760462483.105959,164094,23540,4,TX,1,100,TL,2025-10-14_13-21-22-855628,LC,1032553.0426506
1032554.311060,1032554.311058,1760462484.124038,165112,23706,4,TX,1,100,TL,2025-10-14_13-21-23-855909,LC,1032554.0429292
1032555.287133,1032555.287131,1760462485.100113,166088,23853,4,TX,1,100,TL,2025-10-14_13-21-24-856427,LC,1032555.0434452
1032556.296208,1032556.296206,1760462486.109191,167097,24016,4,TX,1,100,TL,2025-10-14_13-21-25-855896,LC,1032556.0429110
1032557.300284,1032557.300281,1760462487.113269,168101,24179,4,TX,1,100,TL,2025-10-14_13-21-26-855594,LC,1032557.0426071
