LslMarkerSourceTimestamp,LslLocalTimestamp,LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,GY
1032503.385252,1032503.385250,1760462433.198106,114190.000,15643,2,GY,1,100,0.427
1032503.425255,1032503.425253,1760462433.238109,114230.000,15643,2,GY,1,100,0.488
1032503.465258,1032503.465256,1760462433.278112,114270.000,15659,3,GY,1,100,0.580
1032503.505261,1032503.505259,1760462433.318115,114310.000,15659,3,GY,1,100,-0.824
1032503.545264,1032503.545262,1760462433.358118,114350.000,15659,3,GY,1,100,0.763
1032503.585267,1032503.585265,1760462433.398121,114390.000,15674,2,GY,1,100,0.824
1032503.625270,1032503.625268,1760462433.438124,114430.000,15674,2,GY,1,100,-0.031
1032503.665273,1032503.665271,1760462433.478127,114470.000,15690,3,GY,1,100,0.092
1032503.705276,1032503.705274,1760462433.518131,114510.000,15690,3,GY,1,100,1.282
1032503.745279,1032503.745277,1760462433.558134,114550.000,15690,3,GY,1,100,0.641
1032503.785282,1032503.785280,1760462433.598137,114590.000,15706,2,GY,1,100,1.251
1032503.825285,1032503.825283,1760462433.638140,114630.000,15706,2,GY,1,100,0.122
1032503.869621,1032503.869619,1760462433.682477,114674.333,15723,3,GY,1,100,-0.061
1032503.913958,1032503.913956,1760462433.726813,114718.667,15723,3,GY,1,100,-0.092
1032503.958295,1032503.958293,1760462433.771150,114763.000,15723,3,GY,1,100,1.190
1032503.998298,1032503.998296,1760462433.811153,114803.000,15738,2,GY,1,100,-0.092
1032504.038301,1032504.038299,1760462433.851156,114843.000,15738,2,GY,1,100,0.061
1032504.078303,1032504.078302,1760462433.891159,114883.000,15754,3,GY,1,100,0.580
1032504.118306,1032504.118305,1760462433.931162,114923.000,15754,3,GY,1,100,0.580
1032504.158309,1032504.158308,1760462433.971165,114963.000,15754,3,GY,1,100,1.038
1032504.198312,1032504.198311,1760462434.011168,115003.000,15770,2,GY,1,100,-0.549
1032504.238315,1032504.238314,1760462434.051172,115043.000,15770,2,GY,1,100,0.702
1032504.278318,1032504.278317,1760462434.091175,115083.000,15785,3,GY,1,100,0.610
1032504.318321,1032504.318320,1760462434.131178,115123.000,15785,3,GY,1,100,2.014
1032504.358324,1032504.358323,1760462434.171181,115163.000,15785,3,GY,1,100,0.366
1032504.398327,1032504.398326,1760462434.211184,115203.000,15800,2,GY,1,100,-0.427
1032504.438330,1032504.438329,1760462434.251187,115243.000,15800,2,GY,1,100,-0.122
1032504.478333,1032504.478332,1760462434.291190,115283.000,15819,3,GY,1,100,-0.031
1032504.518336,1032504.518335,1760462434.331193,115323.000,15819,3,GY,1,100,1.068
1032504.558339,1032504.558338,1760462434.371196,115363.000,15819,3,GY,1,100,1.129
1032504.598342,1032504.598341,1760462434.411200,115403.000,15834,2,GY,1,100,-1.343
1032504.638345,1032504.638344,1760462434.451203,115443.000,15834,2,GY,1,100,0.549
1032504.678348,1032504.678346,1760462434.491206,115483.000,15849,3,GY,1,100,0.000
1032504.718351,1032504.718349,1760462434.531209,115523.000,15849,3,GY,1,100,1.160
1032504.758354,1032504.758352,1760462434.571212,115563.000,15849,3,GY,1,100,-0.061
1032504.798357,1032504.798355,1760462434.611215,115603.000,15865,3,GY,1,100,-0.946
1032504.838360,1032504.838358,1760462434.651218,115643.000,15865,3,GY,1,100,0.732
1032504.878363,1032504.878361,1760462434.691221,115683.000,15865,3,GY,1,100,0.671
1032504.925367,1032504.925365,1760462434.738225,115730.000,15881,2,GY,1,100,0.793
1032504.972370,1032504.972368,1760462434.785228,115777.000,15881,2,GY,1,100,0.641
1032505.012373,1032505.012371,1760462434.825231,115817.000,15896,2,GY,1,100,-0.946
1032505.052376,1032505.052374,1760462434.865235,115857.000,15896,2,GY,1,100,-0.488
1032505.092046,1032505.092044,1760462434.904904,115896.667,15915,3,GY,1,100,1.129
1032505.131716,1032505.131714,1760462434.944574,115936.333,15915,3,GY,1,100,-0.763
1032505.171385,1032505.171383,1760462434.984244,115976.000,15915,3,GY,1,100,0.458
1032505.211888,1032505.211886,1760462435.024747,116016.500,15929,2,GY,1,100,-0.946
1032505.252391,1032505.252389,1760462435.065250,116057.000,15929,2,GY,1,100,0.153
1032505.292394,1032505.292392,1760462435.105253,116097.000,15945,3,GY,1,100,1.465
1032505.332397,1032505.332395,1760462435.145256,116137.000,15945,3,GY,1,100,-0.183
1032505.372400,1032505.372398,1760462435.185259,116177.000,15945,3,GY,1,100,0.641
1032505.411903,1032505.411901,1760462435.224762,116216.500,15960,2,GY,1,100,1.251
1032505.451406,1032505.451404,1760462435.264265,116256.000,15960,2,GY,1,100,0.641
1032505.491409,1032505.491407,1760462435.304268,116296.000,15977,3,GY,1,100,1.373
1032505.531412,1032505.531410,1760462435.344271,116336.000,15977,3,GY,1,100,-1.282
1032505.571415,1032505.571413,1760462435.384274,116376.000,15977,3,GY,1,100,1.007
1032505.611418,1032505.611416,1760462435.424278,116416.000,15991,2,GY,1,100,-0.366
1032505.651421,1032505.651419,1760462435.464281,116456.000,15991,2,GY,1,100,0.122
1032505.691424,1032505.691422,1760462435.504284,116496.000,16007,3,GY,1,100,0.977
1032505.731427,1032505.731425,1760462435.544287,116536.000,16007,3,GY,1,100,0.641
1032505.771430,1032505.771428,1760462435.584290,116576.000,16007,3,GY,1,100,0.214
1032505.811433,1032505.811431,1760462435.624293,116616.000,16025,3,GY,1,100,0.702
1032505.851436,1032505.851434,1760462435.664296,116656.000,16025,3,GY,1,100,0.946
1032505.891439,1032505.891437,1760462435.704299,116696.000,16025,3,GY,1,100,-1.007
1032505.938443,1032505.938441,1760462435.751303,116743.000,16041,2,GY,1,100,1.892
1032505.985446,1032505.985444,1760462435.798306,116790.000,16041,2,GY,1,100,0.946
1032506.025449,1032506.025447,1760462435.838310,116830.000,16055,2,GY,1,100,0.183
1032506.065452,1032506.065450,1760462435.878313,116870.000,16055,2,GY,1,100,0.977
1032506.105455,1032506.105453,1760462435.918316,116910.000,16072,3,GY,1,100,-0.214
1032506.145458,1032506.145456,1760462435.958319,116950.000,16072,3,GY,1,100,0.488
1032506.185461,1032506.185459,1760462435.998322,116990.000,16072,3,GY,1,100,0.977
1032506.225464,1032506.225462,1760462436.038325,117030.000,16089,2,GY,1,100,-0.153
1032506.265467,1032506.265465,1760462436.078328,117070.000,16089,2,GY,1,100,0.061
1032506.305470,1032506.305468,1760462436.118331,117110.000,16105,3,GY,1,100,0.488
1032506.345473,1032506.345471,1760462436.158334,117150.000,16105,3,GY,1,100,-0.183
1032506.385476,1032506.385474,1760462436.198338,117190.000,16105,3,GY,1,100,2.258
1032506.425479,1032506.425477,1760462436.238341,117230.000,16119,2,GY,1,100,-1.099
1032506.465482,1032506.465480,1760462436.278344,117270.000,16119,2,GY,1,100,0.580
1032506.505485,1032506.505483,1760462436.318347,117310.000,16136,3,GY,1,100,1.129
1032506.545488,1032506.545486,1760462436.358350,117350.000,16136,3,GY,1,100,0.946
1032506.585491,1032506.585489,1760462436.398353,117390.000,16136,3,GY,1,100,0.885
1032506.625494,1032506.625492,1760462436.438356,117430.000,16151,3,GY,1,100,-0.336
1032506.665497,1032506.665495,1760462436.478359,117470.000,16151,3,GY,1,100,-0.031
1032506.705500,1032506.705498,1760462436.518362,117510.000,16151,3,GY,1,100,-0.153
1032506.745503,1032506.745501,1760462436.558365,117550.000,16169,2,GY,1,100,1.770
1032506.785506,1032506.785504,1760462436.598368,117590.000,16169,2,GY,1,100,0.244
1032506.825509,1032506.825507,1760462436.638371,117630.000,16184,3,GY,1,100,-0.244
1032506.865512,1032506.865510,1760462436.678375,117670.000,16184,3,GY,1,100,0.092
1032506.905515,1032506.905513,1760462436.718378,117710.000,16184,3,GY,1,100,1.007
1032506.945518,1032506.945516,1760462436.758381,117750.000,16200,2,GY,1,100,-1.190
1032506.985521,1032506.985519,1760462436.798384,117790.000,16200,2,GY,1,100,1.678
1032507.032024,1032507.032022,1760462436.844887,117836.500,16215,2,GY,1,100,-0.702
1032507.078528,1032507.078526,1760462436.891391,117883.000,16215,2,GY,1,100,2.075
1032507.118531,1032507.118529,1760462436.931394,117923.000,16232,3,GY,1,100,0.793
1032507.158534,1032507.158532,1760462436.971397,117963.000,16232,3,GY,1,100,-1.007
1032507.198537,1032507.198535,1760462437.011400,118003.000,16232,3,GY,1,100,-0.092
1032507.238540,1032507.238538,1760462437.051403,118043.000,16247,2,GY,1,100,-0.214
1032507.278543,1032507.278541,1760462437.091406,118083.000,16247,2,GY,1,100,1.343
1032507.318546,1032507.318544,1760462437.131409,118123.000,16264,3,GY,1,100,0.732
1032507.358549,1032507.358547,1760462437.171413,118163.000,16264,3,GY,1,100,-1.007
1032507.398552,1032507.398550,1760462437.211416,118203.000,16264,3,GY,1,100,-0.153
1032507.438555,1032507.438553,1760462437.251419,118243.000,16280,2,GY,1,100,0.427
1032507.478558,1032507.478556,1760462437.291422,118283.000,16280,2,GY,1,100,1.617
1032507.518561,1032507.518559,1760462437.331425,118323.000,16296,3,GY,1,100,-0.977
1032507.558564,1032507.558562,1760462437.371428,118363.000,16296,3,GY,1,100,0.519
1032507.598567,1032507.598565,1760462437.411431,118403.000,16296,3,GY,1,100,0.122
1032507.638570,1032507.638568,1760462437.451434,118443.000,16311,3,GY,1,100,0.702
1032507.678573,1032507.678571,1760462437.491437,118483.000,16311,3,GY,1,100,1.343
1032507.718576,1032507.718574,1760462437.531440,118523.000,16311,3,GY,1,100,-0.031
1032507.758579,1032507.758577,1760462437.571444,118563.000,16326,2,GY,1,100,1.495
1032507.798582,1032507.798580,1760462437.611447,118603.000,16326,2,GY,1,100,-1.068
1032507.838585,1032507.838583,1760462437.651450,118643.000,16342,3,GY,1,100,1.740
1032507.878588,1032507.878586,1760462437.691453,118683.000,16342,3,GY,1,100,0.305
1032507.918591,1032507.918589,1760462437.731456,118723.000,16342,3,GY,1,100,0.763
1032507.962927,1032507.962925,1760462437.775793,118767.333,16361,3,GY,1,100,-0.885
1032508.007264,1032508.007262,1760462437.820129,118811.667,16361,3,GY,1,100,1.617
1032508.051601,1032508.051599,1760462437.864466,118856.000,16361,3,GY,1,100,-1.129
1032508.091604,1032508.091602,1760462437.904469,118896.000,16377,3,GY,1,100,1.373
1032508.131607,1032508.131605,1760462437.944472,118936.000,16377,3,GY,1,100,1.617
1032508.171610,1032508.171608,1760462437.984475,118976.000,16377,3,GY,1,100,0.671
1032508.211613,1032508.211611,1760462438.024478,119016.000,16395,2,GY,1,100,1.068
1032508.251616,1032508.251614,1760462438.064481,119056.000,16395,2,GY,1,100,-0.610
1032508.291619,1032508.291617,1760462438.104485,119096.000,16413,3,GY,1,100,-0.305
1032508.331622,1032508.331620,1760462438.144488,119136.000,16413,3,GY,1,100,0.916
1032508.371625,1032508.371623,1760462438.184491,119176.000,16413,3,GY,1,100,0.580
1032508.411628,1032508.411626,1760462438.224494,119216.000,16427,2,GY,1,100,0.427
1032508.451631,1032508.451629,1760462438.264497,119256.000,16427,2,GY,1,100,-0.641
1032508.491634,1032508.491632,1760462438.304500,119296.000,16444,3,GY,1,100,1.129
1032508.531637,1032508.531635,1760462438.344503,119336.000,16444,3,GY,1,100,0.244
1032508.571640,1032508.571638,1760462438.384506,119376.000,16444,3,GY,1,100,0.366
1032508.611643,1032508.611641,1760462438.424509,119416.000,16459,2,GY,1,100,-1.129
1032508.651645,1032508.651644,1760462438.464512,119456.000,16459,2,GY,1,100,1.434
1032508.691648,1032508.691647,1760462438.504515,119496.000,16475,3,GY,1,100,0.366
1032508.731651,1032508.731650,1760462438.544519,119536.000,16475,3,GY,1,100,0.763
1032508.771654,1032508.771653,1760462438.584522,119576.000,16475,3,GY,1,100,0.458
1032508.811657,1032508.811656,1760462438.624525,119616.000,16491,3,GY,1,100,-0.946
1032508.851660,1032508.851659,1760462438.664528,119656.000,16491,3,GY,1,100,-0.092
1032508.891663,1032508.891662,1760462438.704531,119696.000,16491,3,GY,1,100,0.854
1032508.931666,1032508.931665,1760462438.744534,119736.000,16511,2,GY,1,100,1.038
1032508.971669,1032508.971668,1760462438.784537,119776.000,16511,2,GY,1,100,1.038
1032509.011672,1032509.011671,1760462438.824540,119816.000,16526,2,GY,1,100,-0.977
1032509.051675,1032509.051673,1760462438.864543,119856.000,16526,2,GY,1,100,0.519
1032509.096012,1032509.096010,1760462438.908880,119900.333,16543,3,GY,1,100,0.977
1032509.140349,1032509.140347,1760462438.953217,119944.667,16543,3,GY,1,100,0.183
1032509.184685,1032509.184683,1760462438.997554,119989.000,16543,3,GY,1,100,0.397
1032509.224688,1032509.224686,1760462439.037557,120029.000,16557,2,GY,1,100,-0.336
1032509.264691,1032509.264689,1760462439.077560,120069.000,16557,2,GY,1,100,1.251
1032509.304694,1032509.304692,1760462439.117563,120109.000,16573,3,GY,1,100,0.092
1032509.344697,1032509.344695,1760462439.157566,120149.000,16573,3,GY,1,100,0.458
1032509.384700,1032509.384698,1760462439.197569,120189.000,16573,3,GY,1,100,-1.282
1032509.424703,1032509.424701,1760462439.237572,120229.000,16588,2,GY,1,100,1.007
1032509.464706,1032509.464704,1760462439.277575,120269.000,16588,2,GY,1,100,0.397
1032509.504709,1032509.504707,1760462439.317578,120309.000,16607,3,GY,1,100,0.916
1032509.544712,1032509.544710,1760462439.357581,120349.000,16607,3,GY,1,100,-0.305
1032509.584715,1032509.584713,1760462439.397584,120389.000,16607,3,GY,1,100,-0.549
1032509.624718,1032509.624716,1760462439.437587,120429.000,16621,3,GY,1,100,0.122
1032509.664721,1032509.664719,1760462439.477591,120469.000,16621,3,GY,1,100,1.099
1032509.704724,1032509.704722,1760462439.517594,120509.000,16621,3,GY,1,100,1.801
1032509.744727,1032509.744725,1760462439.557597,120549.000,16637,2,GY,1,100,-0.977
1032509.784730,1032509.784728,1760462439.597600,120589.000,16637,2,GY,1,100,-0.092
1032509.824733,1032509.824731,1760462439.637603,120629.000,16654,3,GY,1,100,0.824
1032509.864736,1032509.864734,1760462439.677606,120669.000,16654,3,GY,1,100,0.580
