subject,ppg_stream,ppg_channel_1based,fs,segment,t_start,t_end,t_center,t_rel,window_s,step_s,bandpass,low_hz,high_hz,psd_total_power_0p5_8,psd_peak_freq_0p5_8,psd_bp_0p5_1,psd_bp_1_2,psd_bp_2_4,psd_bp_4_8,psd_centroid_0p5_8,psd_entropy_0p5_8,psd_bin_00,psd_bin_01,psd_bin_02,psd_bin_03,psd_bin_04,psd_bin_05,psd_bin_06,psd_bin_07,psd_bin_08,psd_bin_09,psd_bin_10,psd_bin_11,psd_bin_12,psd_bin_13,psd_bin_14,psd_bin_15,psd_bin_16,psd_bin_17,psd_bin_18,psd_bin_19,psd_bin_20,psd_bin_21,psd_bin_22,psd_bin_23,psd_bin_24,psd_bin_25,psd_bin_26,psd_bin_27,psd_bin_28,psd_bin_29,psd_bin_30,psd_bin_31,psd_bin_32,psd_bin_33,psd_bin_34,psd_bin_35,psd_bin_36,psd_bin_37,psd_bin_38,psd_bin_39,psd_bin_40,psd_bin_41,psd_bin_42,psd_bin_43,psd_bin_44,psd_bin_45,psd_bin_46,psd_bin_47,psd_bin_48,psd_bin_49,psd_bin_50,psd_bin_51,psd_bin_52,psd_bin_53,psd_bin_54,psd_bin_55,psd_bin_56,psd_bin_57,psd_bin_58,psd_bin_59,psd_bin_60,psd_bin_61,psd_bin_62,psd_bin_63,lle_1,lle_2
EmotiBit_1,PPG_EmotiBit_1,1,99.49605679515616,pre,62858.87673065632,62868.91732957512,62863.89703011573,5.022143323869386,10.0,1.0,True,0.5,8.0,0.0983045314632839,0.3479838569566957,0.0,0.1856626674434954,-0.5385985872645153,-0.3822217497957071,-0.4957871806054763,-0.7570816640274886,0.0,0.0,0.2522310024359855,0.0,0.0,0.7987336110373348,0.0,0.0,0.0,-0.6754479540941517,0.0,0.0,-0.1682276627230954,0.0,0.0,-0.1271755188571306,0.0,0.0,0.0,-1.4626416178750887,0.0,0.0,0.4134194176887263,0.0,0.0,0.2317951114056111,0.0,0.0,0.0,-0.4935447193214796,0.0,0.0,-0.3118026361983594,0.0,0.0,-1.209101299159772,0.0,0.0,0.0,-0.1492153763999172,0.0,0.0,0.8039324692810417,0.0,0.0,0.008273251426995,0.0,0.0,0.0,-0.0313751538969973,0.0,0.0,0.3282040815096627,0.0,0.0,-0.2623120291697389,0.0,0.0,0.0,-0.0817134587959784,0.0,0.0,-0.1478075179945109,0.0,-0.0011778611098795222,0.0050844005431786065
EmotiBit_1,PPG_EmotiBit_1,1,99.49605679515616,pre,62859.88179561315,62869.92239453196,62864.90209507255,6.027208280698687,10.0,1.0,True,0.5,8.0,0.1215574314845488,0.3479838569566957,0.0,0.5302113806172516,-0.9104599257381538,-0.5562792094565129,-0.6865665569986651,-1.00870749580353,0.0,0.0,0.1956903202379137,0.0,0.0,0.8579597875836232,0.0,0.0,0.0,-0.0793778551813013,0.0,0.0,-0.0785518699923296,0.0,0.0,-0.1024034271144146,0.0,0.0,0.0,-2.1893388622061924,0.0,0.0,0.0960733758914287,0.0,0.0,-0.5117747829864828,0.0,0.0,0.0,-1.9153421143130709,0.0,0.0,-0.3108512253172419,0.0,0.0,-1.3682741600074473,0.0,0.0,0.0,-0.3517816748676264,0.0,0.0,0.4486920490742893,0.0,0.0,-0.3085069073353836,0.0,0.0,0.0,0.1041038830632371,0.0,0.0,0.0814021927341645,0.0,0.0,-0.9054349611093392,0.0,0.0,0.0,-0.2878039060298331,0.0,0.0,-0.3123935983034102,0.0,2.019446119004311e-05,0.005824574193047857
EmotiBit_1,PPG_EmotiBit_1,1,99.49605679515616,pre,62860.88686056999,62870.9274594888,62865.9071600294,7.03227323754254,10.0,1.0,True,0.5,8.0,0.304189967858865,0.3479838569566957,0.0,0.4676107865228103,-0.689520374606584,-0.5547372904916037,-0.7056881620114751,-0.9345941263270974,0.0,0.0,0.4750438249392702,0.0,0.0,0.8725928900524595,0.0,0.0,0.0,-0.2541811580426269,0.0,0.0,-0.0491979072627909,0.0,0.0,0.0774372528206704,0.0,0.0,0.0,-1.3877554347153436,0.0,0.0,0.0806554429896531,0.0,0.0,-0.1055813630375526,0.0,0.0,0.0,-0.934136884135322,0.0,0.0,-0.1417825602500166,0.0,0.0,-0.9167979397288828,0.0,0.0,0.0,-0.3919711988314427,0.0,0.0,0.1837712640609066,0.0,0.0,-0.1040465725929945,0.0,0.0,0.0,0.3351409800041198,0.0,0.0,0.0393195880640717,0.0,0.0,-1.3255898691171966,0.0,0.0,0.0,-0.6206311144290657,0.0,0.0,-0.4042792640719503,0.0,-0.0005237749504733379,0.005460688954776539
EmotiBit_1,PPG_EmotiBit_1,1,99.49605679515616,pre,62861.89192552683,62871.932524445634,62866.91222498623,8.037338194371841,10.0,1.0,True,0.5,8.0,0.618280997880704,0.3479838569566957,0.0,0.563460711556786,-0.6003636569225976,-0.4418069849463701,-0.6902380485941475,-0.9313791698396376,0.0,0.0,0.7067012593352956,0.0,0.0,0.9972653893125094,0.0,0.0,0.0,-0.476524056270866,0.0,0.0,0.181882381043018,0.0,0.0,-0.1622646678997715,0.0,0.0,0.0,-1.1616907835444683,0.0,0.0,0.2364684144965063,0.0,0.0,0.0964831548954786,0.0,0.0,0.0,-0.5241645355206234,0.0,0.0,-0.1976533498393194,0.0,0.0,-0.6521446088293301,0.0,0.0,0.0,-0.1112048773739639,0.0,0.0,0.2323668677440305,0.0,0.0,0.1511258717588729,0.0,0.0,0.0,0.3109737515142781,0.0,0.0,0.1268085166515724,0.0,0.0,-0.7589497440056835,0.0,0.0,0.0,-0.3584526113078448,0.0,0.0,-0.1864467297567115,0.0,-0.0008954638843575217,0.005197069444783099
EmotiBit_1,PPG_EmotiBit_1,1,99.49605679515616,pre,62862.89699048366,62872.93758940247,62867.91728994307,9.042403151215694,10.0,1.0,True,0.5,8.0,-0.1322122790113437,0.3479838569566957,0.0,-0.0141670784854945,-0.950918039700632,-0.5803717237055542,-0.769086911296231,-1.150662449121619,0.0,0.0,0.5495353474031813,0.0,0.0,0.7582610348246666,0.0,0.0,0.0,-1.183387134955585,0.0,0.0,-0.0543900675037848,0.0,0.0,-0.4988429765638846,0.0,0.0,0.0,-1.227981972749227,0.0,0.0,-0.0878400038334004,0.0,0.0,-0.7253351875550582,0.0,0.0,0.0,-1.2235114353121292,0.0,0.0,-0.6802511947279611,0.0,0.0,-1.168478611964884,0.0,0.0,0.0,-0.8751839309222805,0.0,0.0,0.0893222694414362,0.0,0.0,0.1333468125248056,0.0,0.0,0.0,0.0818289894682087,0.0,0.0,0.168718018289072,0.0,0.0,-0.2927049882034174,0.0,0.0,0.0,-0.2467195897435834,0.0,0.0,-0.2702379749947345,0.0,0.0010505505921945945,0.005624130473618456
EmotiBit_1,PPG_EmotiBit_1,1,99.49605679515616,pre,62863.9020554405,62873.94265435931,62868.9223548999,10.047468108044995,10.0,1.0,True,0.5,8.0,0.122212465657275,0.3479838569566957,0.0,0.3359153426360836,-0.7993848470439401,-0.713926149270488,-0.8154624093463547,-1.1072390801216636,0.0,0.0,0.5161098511065804,0.0,0.0,0.850535630066112,0.0,0.0,0.0,-0.5057722887520824,0.0,0.0,-0.0132927184195872,0.0,0.0,-0.3621998723024926,0.0,0.0,0.0,-1.2748520630847615,0.0,0.0,0.0373163781470203,0.0,0.0,-0.2397666319047695,0.0,0.0,0.0,-0.7163658579370991,0.0,0.0,-0.3395811518288624,0.0,0.0,-0.9324045403459644,0.0,0.0,0.0,-1.3267035586093645,0.0,0.0,-0.1894628226968448,0.0,0.0,-0.0543595801725256,0.0,0.0,0.0,-0.1950224674057661,0.0,0.0,-0.1548856751584894,0.0,0.0,-0.7208390946740895,0.0,0.0,0.0,-0.5093639861935886,0.0,0.0,-0.4254779769679346,0.0,6.647255994841344e-05,0.005462963020357465
EmotiBit_1,PPG_EmotiBit_1,1,99.49605679515616,pre,62864.90712039734,62874.94771931615,62869.927419856744,11.052533064888848,10.0,1.0,True,0.5,8.0,0.6118831947556763,0.3479838569566957,0.0,0.936118534690294,-0.797575252829463,-0.7022054981455307,-0.8359104119359891,-1.1061484326846305,0.0,0.0,0.5392866233427629,0.0,0.0,1.0389666150688093,0.0,0.0,0.0,0.2016848997201104,0.0,0.0,0.0616570878390775,0.0,0.0,-0.1380385213181816,0.0,0.0,0.0,-1.5460090136416411,0.0,0.0,-0.0364542575083233,0.0,0.0,-0.1203824271769988,0.0,0.0,0.0,-0.9734725179550178,0.0,0.0,0.0294728509901045,0.0,0.0,-0.5238445875899512,0.0,0.0,0.0,-1.4039694154336086,0.0,0.0,-0.4827105297359287,0.0,0.0,-0.1509081638769987,0.0,0.0,0.0,-0.142676959657354,0.0,0.0,0.0444238041334426,0.0,0.0,-0.9911835943552972,0.0,0.0,0.0,-0.6964155291358133,0.0,0.0,-0.5514868965016669,0.0,-0.00026987336398815885,0.0055421908950311245
EmotiBit_1,PPG_EmotiBit_1,1,99.49605679515616,pre,62865.91218535418,62875.95278427299,62870.93248481359,12.0575980217327,10.0,1.0,True,0.5,8.0,0.5556051436421819,0.3479838569566957,0.0,0.6115601782909106,-0.6097356003839016,-0.4631024776800095,-0.6690077654319054,-0.968310391661772,0.0,0.0,0.5224826007084021,0.0,0.0,1.0271062806071307,0.0,0.0,0.0,-0.2816599428951268,0.0,0.0,-0.3826792360243534,0.0,0.0,0.1006190399540109,0.0,0.0,0.0,-1.3228169331732582,0.0,0.0,0.0055421231649456,0.0,0.0,0.2419140335587147,0.0,0.0,0.0,-0.7521765360103677,0.0,0.0,0.2910918358476858,0.0,0.0,-0.1385766973530449,0.0,0.0,0.0,-1.3273248488080902,0.0,0.0,-0.4115409509715621,0.0,0.0,0.4870201832902181,0.0,0.0,0.0,0.4455520935164805,0.0,0.0,0.2657499834800961,0.0,0.0,-0.7626961232629186,0.0,0.0,0.0,-0.6705676557802371,0.0,0.0,-0.2204215099740549,0.0,-0.0013223413394891658,0.005380753407308375
EmotiBit_1,PPG_EmotiBit_1,1,99.49605679515616,pre,62866.91725031102,62876.957849229824,62871.93754977042,13.062662978562004,10.0,1.0,True,0.5,8.0,0.2029847106265435,0.3479838569566957,0.0,0.3824775583445859,-0.6807518656832255,-0.6839696999869616,-0.7737381314783428,-1.0674912400157257,0.0,0.0,0.406495780108632,0.0,0.0,0.9172518210874128,0.0,0.0,0.0,-0.5318297805114428,0.0,0.0,-0.21130782840228,0.0,0.0,-0.1510065492554487,0.0,0.0,0.0,-1.003691675553937,0.0,0.0,-0.256677369544047,0.0,0.0,0.225939027801441,0.0,0.0,0.0,-0.5174538054998158,0.0,0.0,0.1510116019803734,0.0,0.0,-0.1842433443586033,0.0,0.0,0.0,-0.9467575251587612,0.0,0.0,-0.8640627943169836,0.0,0.0,-0.0165756764792076,0.0,0.0,0.0,-0.1186611202433977,0.0,0.0,-0.4508114044454554,0.0,0.0,-1.0505808219905783,0.0,0.0,0.0,-0.616528414272954,0.0,0.0,-0.7331878560897332,0.0,-0.0002829105960288927,0.0053869888841644314
EmotiBit_1,PPG_EmotiBit_1,1,99.49605679515616,pre,62867.92231526785,62877.96291418666,62872.94261472726,14.067727935405856,10.0,1.0,True,0.5,8.0,-0.1000358376681325,0.3479838569566957,0.0,0.1121762340176459,-0.5840643021473618,-0.7086333118215122,-0.7099381100707993,-0.9418891879000768,0.0,0.0,0.2337946073785068,0.0,0.0,0.7525602126914029,0.0,0.0,0.0,-0.6577367462446755,0.0,0.0,-0.3705670505312208,0.0,0.0,-0.1031643179376033,0.0,0.0,0.0,-0.6141014791470532,0.0,0.0,-0.288767950187872,0.0,0.0,0.2212311523355381,0.0,0.0,0.0,-0.1998657330295618,0.0,0.0,0.1579700236885549,0.0,0.0,-2.5084881821362176e-05,0.0,0.0,0.0,-1.5446922486184098,0.0,0.0,-0.4843566972725445,0.0,0.0,-0.2070222894229321,0.0,0.0,0.0,-0.2897039824221745,0.0,0.0,-0.6230236539071734,0.0,0.0,-0.9860511892216118,0.0,0.0,0.0,-0.7102552712764377,0.0,0.0,-0.7936966704334768,0.0,-0.0005245019600772511,0.0053934682761683835
EmotiBit_1,PPG_EmotiBit_1,1,99.49605679515616,pre,62868.92738022469,62878.9679791435,62873.94767968409,15.072792892235157,10.0,1.0,True,0.5,8.0,0.1685665454302728,0.3479838569566957,0.0,0.664931587834601,-0.6029316522877334,-0.6194801948102674,-0.6140419967373637,-0.9334987485361084,0.0,0.0,-0.1938901451380565,0.0,0.0,0.9204747862594022,0.0,0.0,0.0,0.1958860930156787,0.0,0.0,-0.9348220685263204,0.0,0.0,0.1721260320145947,0.0,0.0,0.0,-1.211929577975035,0.0,0.0,-0.1693022099162175,0.0,0.0,0.3051201301392228,0.0,0.0,0.0,-0.6721394366464534,0.0,0.0,0.3364750039569816,0.0,0.0,0.0307857044491791,0.0,0.0,0.0,-1.1376457173880572,0.0,0.0,-0.2806587196648161,0.0,0.0,0.0263181024455512,0.0,0.0,0.0,-0.4258209600060472,0.0,0.0,-0.4019019494737745,0.0,0.0,-0.6802436139116955,0.0,0.0,0.0,-0.6274080809973058,0.0,0.0,-0.8072969580443694,0.0,-0.0015991403961821361,0.0051530267598464225
EmotiBit_1,PPG_EmotiBit_1,1,99.49605679515616,pre,62869.93244518153,62879.973044100334,62874.952744640934,16.07785784907901,10.0,1.0,True,0.5,8.0,0.4587292519089479,0.3479838569566957,0.0,0.9494153033314204,-0.6027969037566435,-0.6064495950624912,-0.633242661267666,-1.014647064749878,0.0,0.0,-0.178246684467462,0.0,0.0,1.0538769619528756,0.0,0.0,0.0,0.3569545155099897,0.0,0.0,-0.80174210302163,0.0,0.0,0.5418660787201126,0.0,0.0,0.0,-2.6828486897967228,0.0,0.0,-0.2716290192417901,0.0,0.0,0.5463095036515242,0.0,0.0,0.0,-0.9079965416047948,0.0,0.0,0.3386705098358,0.0,0.0,0.0980123488234199,0.0,0.0,0.0,-0.7597620925551228,0.0,0.0,-0.3627904998255826,0.0,0.0,0.0102294917761155,0.0,0.0,0.0,-0.2136387063804411,0.0,0.0,-0.342721788948626,0.0,0.0,-1.1304163814182016,0.0,0.0,0.0,-1.1091687147665024,0.0,0.0,-0.6656584894781408,0.0,-0.0014586565780906585,0.005731162548325051
EmotiBit_1,PPG_EmotiBit_1,1,99.49605679515616,pre,62870.93751013836,62880.97810905717,62875.95780959776,17.08292280590831,10.0,1.0,True,0.5,8.0,0.731507107193828,0.3479838569566957,0.0,1.032221494199169,-0.4418616499195454,-0.670505680690862,-0.6954603402489763,-0.9879342711408564,0.0,0.0,0.0785615864484008,0.0,0.0,1.1494553371943348,0.0,0.0,0.0,0.1488341394672258,0.0,0.0,-0.1117527878475034,0.0,0.0,0.5665220669375328,0.0,0.0,0.0,-0.9608231086349982,0.0,0.0,-0.2823075594351373,0.0,0.0,0.4135065206886256,0.0,0.0,0.0,-0.5596856324634167,0.0,0.0,0.2217088655531187,0.0,0.0,0.049784964411962,0.0,0.0,0.0,-0.9862283722929736,0.0,0.0,-0.7030465273422917,0.0,0.0,-0.3277104416471271,0.0,0.0,0.0,-0.0758321010062858,0.0,0.0,-0.2490019877693661,0.0,0.0,-0.958558067395968,0.0,0.0,0.0,-0.9905879558147797,0.0,0.0,-0.9435202142380258,0.0,-0.0012905361521564627,0.005346340644656235
EmotiBit_1,PPG_EmotiBit_1,1,99.49605679515616,pre,62871.94257509521,62881.983174014014,62876.96287455461,18.087987762752164,10.0,1.0,True,0.5,8.0,0.3332028581792426,0.3479838569566957,0.0,0.6429868599930081,-0.4850693785113444,-0.7428433382119201,-0.698303888986176,-1.0113559186429426,0.0,0.0,-0.0859043195532262,0.0,0.0,1.0130922528242154,0.0,0.0,0.0,-0.2379551427670481,0.0,0.0,-0.14127688114648,0.0,0.0,0.6359418857953827,0.0,0.0,0.0,-0.5737075907349863,0.0,0.0,-0.6107897870057064,0.0,0.0,0.1292651877861103,0.0,0.0,0.0,-0.5133128674276142,0.0,0.0,0.1635552140677566,0.0,0.0,-0.1481843848134398,0.0,0.0,0.0,-1.4709391133264025,0.0,0.0,-0.7338115677372901,0.0,0.0,-0.4033604662876318,0.0,0.0,0.0,0.034587097945706,0.0,0.0,-0.3668481575054849,0.0,0.0,-1.1792990639804373,0.0,0.0,0.0,-1.2140332836729846,0.0,0.0,-1.558818993931572,0.0,-0.0009093332488295705,0.005466571035334415
